Mes,Year,Linea,LTS,KM,Consumo
9,2021,203I,391557.689999998,1100139.9,35.591627028526
7,2019,L740,116829.540000003,499187.658,23.403931993848
4,2023,L740,90538.66,245859.06,36.8254316111027
11,2023,L740,37755.82,101034.72,37.3691538908605
1,2023,L740,86770.95,247900.02,35.0023973374427
12,2022,L740,90307.38,248683.2,36.3142262927291
9,2022,L740,97560.7099999999,273018.17,35.7341454599889
8,2022,L740,102715.28,279938.39,36.6921021443325
6,2022,L740,101755.47,276918.57,36.7456288684432
5,2022,L740,101942.84,282125.78,36.1338265506967
6,2020,L315,59012.57,198296.869,29.7597084097178
8,2019,L740,110848.109999999,361385.784,30.6730687557979
4,2019,L740,97704.3299999999,324815.209999999,30.079973779553
1,2021,L740,76071.6100000001,229743.46,33.1115453732611
3,2019,L740,92415.17,308635.757,29.9431183535873
6,2019,L740,98684.4000000002,313669.918,31.4612254274253
8,2020,L315,60810.84,203271.05,29.9161341469924
9,2020,L315,61630.48,198691.94,31.0181077299865
10,2021,L740,90463.59,259087.03,34.9162943432559
1,2019,L740,85601.26,277329.921,30.866218722934
12,2020,L740,81446.8199999999,235921.19,34.5228930050751
1,2022,L315,64109.15,184791.53,34.6926885664078
4,2020,L315,43524.76,150682.644,28.8850519506414
3,2020,L740,76587.13,237424.84,32.2574209168678
5,2021,L740,80099.82,241899.2,33.1128916507371
6,2021,L740,77245.2599999999,221172.37,34.9253661295938
9,2021,L740,89479.8800000001,261156.39,34.2629487258573
1,2022,L740,78651.19,236894.29,33.2009648691828
4,2021,L740,78119.83,233684.46,33.4296212936025
2,2021,L740,66354.5900000001,194137.05,34.1792512042395
11,2020,L740,79685.4800000001,237975.18,33.4847861024835
10,2020,L740,79707.35,253230.45,31.4762107005694
9,2020,L740,77019.73,239262.18,32.1905158600494
8,2020,L740,73888.41,234086.16,31.5646213342985
7,2020,L740,76174.74,242071.42,31.4678783641621
6,2020,L740,72711.8,232291.05,31.3020239049244
5,2020,L740,69049.5400000001,224711.71,30.7280559611247
4,2020,L740,52712.86,167847.52,31.405206344425
1,2020,L740,91173.47,254666.36,35.8011438966654
12,2019,L740,94533.7200000001,258206.975,36.6116058638618
10,2019,L740,106939.18,291665.432,36.6650169225402
9,2019,L740,107068.37,309422.574,34.6026369750256
5,2019,L740,98024.0699999999,320180.413,30.6152612777097
2,2019,L740,79008.9,268454.865,29.4309808838815
11,2023,LI41,76930.39,140457.03,54.7714770844862
9,2023,LI41,171399.76,331008.81,51.781026613763
6,2023,LI41,170569.18,312329.07,54.6120090582666
5,2023,LI41,170470.67,330126.45,51.6379920481984
4,2023,LI41,170465.36,306326.96,55.6481740947647
3,2023,LI41,198668.09,349811.8,56.7928497552112
2,2023,LI41,144581.4,254990,56.7008117965411
1,2023,LI41,157622.02,280042.05,56.2851257516505
12,2022,LI41,170262.91,296914.03,57.3441780437253
11,2022,LI41,181727.88,324608.18,55.9837647960689
10,2022,LI41,168526.71,321950.45,52.345542613778
9,2022,LI41,175619.71,339676.510000001,51.7020473390991
8,2022,LI41,186833.76,360326.2,51.8512836424329
7,2022,LI41,177687.15,350839.73,50.6462452242795
6,2022,LI41,187218.44,357756.860000001,52.331194990922
5,2022,LI41,196876.57,376197.65,52.3332801254873
3,2022,LI41,202225.27,372636.35,54.2687985216687
2,2022,LI41,152477.76,293594.02,51.9348997639666
1,2022,LI41,156995.23,313077.030000001,50.1458794342082
12,2021,LI41,202306.72,367073.990000001,55.1133355975452
11,2021,LI41,194551.81,363553.37,53.5139613751896
8,2021,LI41,173233.43,339669.79,51.000540848805
7,2021,LI41,175188.48,339441.37,51.6108216273108
6,2021,LI41,171649.9,349490.070000001,49.1143854244556
5,2021,LI41,153075.8,317285.89,48.2453852580713
9,2019,LI41,187843.51,377250.18,49.7928218351016
8,2019,LI41,188060.54,379021.200000001,49.6174198171499
6,2019,LI41,168120.55,327205.17,51.380774331897
4,2019,LI41,180588.34,373779.860000001,48.3140905451673
3,2019,LI41,167590.87,351351.05,47.6989808341259
2,2019,LI41,148265.09,298685.44,49.6392090622161
2,2023,203M,393169.2,824712.2,47.6735035567559
4,2020,L144,11059.57,29475.056,37.5217946998981
4,2020,L145,29460.57,84663.448,34.7972716632094
6,2019,L145,78020.78,172442.236,45.2445884545362
2,2023,L122,91921.3699999999,190467.697,48.2608712384441
11,2023,203M,187149.46,413297.48,45.282023011609
10,2023,203M,430819.760000001,988405.890000002,43.5873323255894
9,2023,203M,426829.240000001,987493.58,43.2234951846472
9,2023,203I,386913.08,1094033.58,35.3657407846658
8,2023,203M,448355.99,1032741.95,43.4141355447022
7,2023,203M,404394.700000001,933227.700000001,43.3329079280438
7,2021,203I,364676.53,1066462.13,34.1949816820969
10,2019,L128,68721.74,161124.025,42.6514543687696
7,2020,L133,3610.92,11507.822,31.3779618767131
5,2020,L130,4701.47,11639.144,40.393606265203
1,2019,L128,61343.77,128402.39,47.7746325438335
2,2020,L133,77649.45,173111.026,44.8552884205077
2,2020,L103,89769.7,202796.601,44.2658799789253
5,2020,L145,9752.45,27800.262,35.0804247816082
10,2020,L133,42166.79,121473.62,34.7127137562872
4,2020,L103,50785.2400000001,161322.751,31.4805194463861
6,2019,L103,92393.2000000001,234043.201,39.4769852767482
1,2023,L126,19260.78,39979.542,48.176589916913
4,2020,L128,32154.45,86808.183,37.0408052429804
2,2021,L102,169.29,11.188,1513.13907758312
3,2021,L146,315.95,478.228,66.0668133191699
5,2023,203I,382060.96,996456.970000002,38.3419426530781
9,2020,L133,19986.39,62119.925,32.1738797978265
11,2023,203I,168110.3,447788.85,37.542314865589
10,2023,203I,387479.75,1062049.58,36.4841488850266
8,2023,203I,401046.29,1060339.23,37.8224514054809
6,2023,203I,360547.11,954620.829999998,37.7686196099451
4,2023,203I,362218.080000001,930978.709999999,38.9072355908119
3,2023,203I,407037.24,1017895.8,39.9881048728171
2,2023,203I,330574.98,802108.109999999,41.2132698670757
1,2023,203I,377651.800000001,902530.540000001,41.8436588306475
11,2022,203I,405280.36,1036166.37,39.1134446874589
10,2022,203I,385400,989596.430000002,38.9451687896651
9,2022,203I,383239.28,1009925.87,37.9472683475273
7,2022,203I,412727.170000001,1094705.02,37.7021355031331
2,2022,203I,351669.27,926421.519999999,37.9599634084493
1,2022,203I,350180.81,860786.139999999,40.6815112055592
1,2023,203M,448291.099999999,947472.379999999,47.3144240890695
11,2021,L129,109,118.689,91.836648720606
4,2021,L146,222.35,12.919,1721.10844492608
11,2019,N339,114959.41,495589.283,23.1965084684852
9,2019,N339,101379.91,436107.656,23.2465329615768
8,2019,N339,109170.9,472068.013,23.1260956035163
7,2019,N339,106364.77,471100.852,22.5779192604814
5,2020,N339,4592.27,7175.744,63.9971269878078
3,2020,N339,58584.49,246599.576,23.7569305471961
2,2021,N339,22404.13,90645.4169999999,24.7162302756024
4,2021,N339,26132.99,96001.2,27.2215243142794
7,2020,N339,1310.03,4950.015,26.4651723277606
11,2020,N339,4587.19,16265.84,28.2013717090541
10,2020,N339,5357.66,19151.077,27.9757634518414
4,2020,N339,4188.91,17110.672,24.4812711037883
9,2020,N339,2350.66,11740.351,20.0220589656987
4,2022,L140,63.21,137.12,46.0983080513419
4,2020,L133,39103.16,121507.913,32.1815748740578
6,2020,L133,39520.53,111886.517,35.3219771780008
5,2020,L133,13358.92,40802.056,32.7408011008073
2,2021,L133,128.51,386.514,33.2484722416264
