Semana,Linea,LTS
2022-12-18,L103,23969.48
2022-12-04,L133/125,15131.39
2022-10-23,L107,22373.83
2022-10-09,L102/144,6538.05
2022-10-09,L140,7029.77
2022-08-14,L103,21769.56
2022-08-07,L103,23691.42
2022-07-31,L103,23719.84
2022-07-24,L103,22904.36
2022-07-10,L142,29492.98
2022-07-03,L142,32426.43
2022-07-03,L103,22460.33
2022-06-05,L143/136/137,18125.13
2022-05-29,L101,10488.63
2022-05-22,L101,8611.31
2022-05-08,L103,23929.24
2022-05-01,L103,22962.08
2022-04-24,L143/136/137,17594.81
2022-04-03,L107,22517.39
2022-01-30,L130/146,13708.94
2022-01-23,L130/146,13546.17
2022-01-16,L110,20449.06
2022-01-09,L110,21148.99
2022-01-02,L130/146,14313.92
2021-12-26,L101,6308.68
2021-12-19,L101,8467.08
2021-12-05,L101,8319.97
2021-11-28,L101,8855.1
2021-11-14,L101,8815.12
2021-11-07,L101,8741.34
2021-10-24,L101,9241.48
2021-10-17,L101,9222.94
2021-10-10,L101,8243.68
2021-09-26,L101,8617.01
2021-09-19,L101,8918.14
2021-08-29,L101,7942.9
2021-07-11,L103,20496.43
2021-07-04,L103,18577.3
2021-06-27,L110,18127.36
2021-06-27,L101,6127.15
2021-06-13,L101,5951.45
2021-05-02,L110,19266.23
2021-04-18,L110,20317.62
2021-04-11,L110,21379.81
2021-03-28,L110,18359.62
2021-03-14,L103,21304.44
2021-02-21,L103,22465.09
2021-02-21,L143/136/137,20367.13
2021-01-24,L103,20003.78
2021-01-17,L129,5640.43
2021-01-10,L129,5124.24
2020-12-27,L129,6080.76
2020-10-25,L102,3091.96
2020-08-16,L129,4778.56
2020-07-26,L102,751.59
2020-04-05,L102,3174.64
2020-04-05,L110,10640.39
2020-03-29,L110,9630.2
2020-03-22,L110,9181.2
2020-03-22,L101,3917.58
2020-03-08,L101,13112.7
2020-03-01,L101,13185.58
2020-02-16,L101,11183.32
2020-02-02,L101,10282.97
2019-12-22,L133,17586.67
2019-12-15,L133,22525.1
2019-12-08,L133,21959.27
2019-12-08,L110,25569.95
2019-12-01,L110,25470.52
2019-11-24,L110,25826.84
2019-11-17,L110,24950.43
2019-11-03,L101,13980.35
2019-10-27,L103,23846.35
2019-10-20,L110,26827.44
2019-10-13,L110,24795.39
2019-10-06,L110,25764.81
2019-09-29,L110,26897.18
2019-09-15,L110,27300.35
2019-09-08,L110,26251.24
2019-09-01,L110,26952.04
2019-08-25,L110,28327.36
2019-08-25,L101,13759.81
2019-07-14,L101,11417.42
2019-07-07,L101,8387.06
2019-06-30,L101,14056.72
2019-06-02,L110,28545.12
2019-05-26,L110,23310.82
2019-05-19,L110,26095.21
2019-05-12,L110,29167.61
2019-05-12,L129,9648.02
2019-05-05,L129,9878.43
2019-04-28,L129,8575.14
2019-04-28,L110,23230.97
2019-01-13,L103,22953.98
2019-01-06,L103,22796.93
2023-11-12,L143/136/137,4973.34
2023-10-15,L103,22133.25
2023-10-08,L140,10690.35
2023-10-08,L138,9666.18
2023-09-24,L122,26575.81
2023-09-17,L138,10027.33
2023-09-17,L130,7364.95
2023-09-17,L107,24175.49
2023-09-10,L107,23439.04
2023-09-10,L102/144,11898.34
2023-09-03,L102/144,11338.02
2023-08-27,L107,23271.52
2023-08-06,L143/136/137,20115.34
2023-07-30,L128,12349.6
2023-07-30,L130,7779.84
2023-07-30,L143/136/137,19979.13
2023-07-23,L146,14227.11
2023-07-16,L146,14824.72
2023-07-16,L133/125,15255.71
2023-07-16,L101,8736.71
2023-06-11,L107,18628.59
2023-06-04,L103,25656.14
2023-05-14,L122,25926.06
2023-01-29,L145/133,23069.97
2023-01-29,L128,10724.79
2023-01-01,L128,10794.12
2022-12-25,L128,10643.65
2022-12-18,L128,10853.92
2022-12-04,L128,10601.33
2022-11-20,L128,10303.3
2022-11-13,L128,12916.15
2022-11-06,L103,25995.24
2022-11-06,L142,36827.09
2022-08-14,L143/136/137,18832.98
2022-07-17,L143/136/137,17081.36
2022-07-10,L143/136/137,17603.98
2022-07-03,L122,24582.12
2022-06-26,L122,26042.21
2022-06-19,L138,9529.27
2022-06-19,L122,22495.34
2022-06-19,L143/136/137,18941.31
2022-06-12,L143/136/137,18823.31
2022-06-12,L122,20883.72
2022-04-10,L145/133,21478.61
2022-03-13,L103,25052.25
2022-02-20,L128,9606.89
2022-02-13,L128,9779.41
2022-02-06,L128,9444.42
2022-02-06,L130/146,13807.52
2022-01-02,L143/136/137,15346.25
2021-12-26,L143/136/137,15766.35
2021-10-17,L128,12635.71
2021-08-08,L145/133,23039.79
2021-08-01,L145/133,22104.73
2021-06-27,L128,9420.73
2021-06-20,L128,8383.51
2021-04-25,L103,20111.93
2021-01-17,L128,9378.24
2021-01-10,L128,8586.33
2020-12-27,L125,4706.69
2020-12-20,L133,12176.32
2020-11-29,L128,8330.52
2020-11-22,L128,7416.68
2019-10-06,L143,23225.68
2019-06-02,L143,24403.61
2019-02-24,L129,8727.11000000001
2019-02-17,L129,8363.49
2019-02-10,L129,7082.99
2020-03-01,L142,39361.7
2020-02-23,L142,29174.05
2020-02-16,L142,32223.94
2020-02-09,L142,34153.54
2020-02-02,L142,35002.81
2020-01-26,L142,33430.58
2020-01-19,L142,35442.05
2020-01-12,L142,32592.86
2019-12-29,L142,29677.17
2019-12-22,L142,31249.23
2019-12-15,L142,39450.1
2019-12-01,L142,38089.13
2019-12-01,L146,16146.74
2019-11-24,L142,38984.73
2019-11-17,L142,35004.58
2019-11-10,L142,36912.83
2019-10-27,L142,36985.36
2019-10-20,L142,35486.31
2019-10-13,L142,35525.07
2019-10-06,L142,35053.39
2019-09-22,L142,36814.65
2019-09-15,L142,37215.97
2019-09-15,L146,17598.52
2019-09-08,L146,15087.96
2019-07-14,L142,33016.11
2019-06-23,L142,36441.3
2019-06-16,L142,31278.94
2019-06-09,L142,38675.3000000001
2019-06-02,L142,37494.12
2019-05-26,L142,31844.4
2019-05-19,L142,35713.51
2019-05-12,L142,36391.24
2019-05-05,L142,35101.88
2019-04-28,L142,29869.07
2019-04-21,L142,37340.39
2019-04-14,L142,33016.34
2019-03-31,L142,32983.62
2019-03-24,L142,36335.31
2019-03-17,L142,35918.87
2019-03-10,L142,37158.26
2019-03-03,L142,32319.6
2019-02-24,L142,30933.97
2019-02-17,L142,33441.53
2019-02-10,L142,27048.72
2019-01-13,L142,30137.46
2018-12-30,L143,9052.12
2023-11-05,L122,28911.67
2023-09-24,L146,16016.62
2023-08-27,L128,12375.12
2023-08-20,L146,14865.58
2023-08-13,L146,16071.08
2023-01-29,L102/144,10326.22
2023-01-15,L145/133,23356.6
2023-01-08,L102/144,10214.74
2023-01-08,L103,23373.89
2023-01-01,L103,22975.61
2022-10-30,L122,25429.1
2022-09-25,L122,26288.2
2022-09-18,L122,25611.46
2022-08-21,L101,10437.54
2022-02-20,L130/146,14568.94
2022-02-13,L130/146,14641.21
2022-01-16,L130/146,13930.05
2021-12-26,L130/146,13556.56
2021-12-19,L130/146,15155.78
2021-12-19,L142,31264.68
2021-12-05,L142,30581.28
2021-11-28,L128,13006.03
2021-11-21,L128,9327.69
2021-11-14,L128,13162.24
2021-11-07,L128,12844.64
2021-10-31,L128,12657.19
2021-08-29,L128,10935.96
2021-07-25,L143/136/137,17055.04
2021-05-09,L103,18216.98
2021-03-07,L130,178.22
2020-10-25,L130,3208.91
2020-10-18,L130,3086.79
2020-09-20,L130,2158.88
2020-09-13,L130,3121.87
2020-08-23,L130,2678.68
2020-06-28,L101,3070.99
2020-06-21,L101,3604.62
2020-06-21,L103,12166.91
2020-06-14,L103,12276.47
2020-02-02,L130,8172.73
2020-01-26,L130,7664.99
2020-01-19,L130,8052.47
2020-01-12,L130,7715.52
2019-12-22,L130,6227.71
2019-12-08,L130,8546.78
2019-11-24,L130,8996.91
2019-11-17,L130,8433.75
2019-03-24,L130,9178.99
2019-03-17,L130,8094.05
2019-01-27,L145,17208.54
2019-01-20,L145,15481.66
2019-01-13,L145,16271.28
2019-01-06,L145,15881.61
2018-12-30,L145,8562.81
2023-11-12,L142,8837.33
2023-10-29,L102/144,11848.45
2023-07-16,L142,31633.02
2023-05-21,L142,27093.58
2023-01-22,L145/133,21856.66
2023-01-08,L140,10237.7
2023-01-01,L142,30713.15
2022-12-18,L138,8516.01
2022-12-18,L145/133,22094.66
2022-12-11,L145/133,25790.3
2022-12-04,L122,24124.77
2022-11-13,L145/133,28806.87
2022-10-09,L142,20145.91
2022-10-02,L126,5681.48
2022-09-25,L126,6023.34
2022-08-28,L126,5376.49
2022-08-14,L142,30088.4
2022-07-31,L140,12038.99
2022-07-24,L140,11538.69
2022-07-24,L138,10230.57
2022-07-17,L140,9857.34
2022-07-10,L138,8962.54
2022-07-03,L143/136/137,19419.18
2022-06-26,L143/136/137,20327.95
2022-01-09,L133/125,12497.18
2022-01-02,L133/125,12246.29
2021-12-26,L133/125,13050.49
2021-12-12,L133/125,17154.98
2021-10-10,L133/125,15472.94
2021-10-03,L133/125,14584.55
2021-08-08,L143/136/137,18300.44
2021-02-07,L128,9264.59
2020-11-08,L129,1987.28
2020-11-01,L129,4887.95
2020-10-25,L129,5086.01
2020-10-18,L129,4166.41
2020-10-11,L129,4405.33
2020-09-27,L129,4586.59
2020-09-20,L129,3245.33
2020-08-09,L129,5361.72
2020-08-02,L129,5268.05
2019-12-08,L143,26069.22
2019-11-24,L129,9743.53
2019-11-17,L129,10080.33
2019-11-10,L129,9384.78
2019-10-27,L129,10165.36
2019-10-20,L129,9692.13
2019-10-13,L129,8950.35
2019-10-06,L129,9451.82
2019-09-29,L129,9592.59
2019-09-08,L143,20686.81
2019-09-01,L101,14226.69
2019-07-28,L129,10478.51
2019-07-14,L129,9482.36
2019-07-07,L129,7479.77
2019-06-30,L129,10190.8
2019-06-23,L129,10080.78
2019-06-09,L129,10585.95
2019-06-02,L129,10613.77
2019-05-26,L129,8764.21
2019-05-19,L129,8277.79
2019-04-21,L129,9677.89
2019-04-14,L129,8620.8
2019-04-07,L129,9012.66
2019-03-31,L129,9007.70000000001
2019-03-24,L129,9890.66
2019-03-10,L143,21676.56
2018-12-30,L144,2065.67
2020-06-14,L142,17714.54
2020-06-07,L142,19108.29
2020-05-31,L142,12045.69
2020-05-10,L142,2680.64
2020-05-03,L142,21316.07
2020-03-29,L142,17894.12
2020-03-22,L142,16688.95
2020-03-15,L142,27150.55
2020-03-08,L142,38101.25
2019-12-08,L142,37450.07
2019-11-03,L142,38207
2019-09-08,L142,33368.34
2023-11-05,L339,14693.91
2023-10-29,L339,23786.66
2023-10-22,L339,25450.85
2023-10-15,L339,22477.89
2023-10-08,L339,23853.82
2023-10-01,L339,23780.48
2023-09-24,L339,23825.22
2023-09-17,L339,22799.49
2023-09-10,L339,24712.35
2023-09-03,L339,22442.93
2023-08-27,L339,23649.49
2023-08-20,L339,21884.16
2023-08-13,L339,24021.04
2023-08-06,L339,21688.94
2023-07-30,L339,22196.92
2023-07-02,L339,22824.62
2023-06-25,L339,22130.92
2023-06-18,L339,15115.11
2023-06-11,L339,19253.4
2023-06-04,L339,22062.74
2023-05-28,L339,21813.73
2023-04-30,L339,22247.92
2023-04-23,L339,23700.9
2023-04-16,L339,22301.34
2023-04-09,L339,24077.08
2023-04-02,L339,20914.33
2023-03-26,L339,23029.54
2023-03-19,L339,22647.05
2023-03-12,L339,24859.67
2023-03-05,L339,25810.23
2023-02-26,L339,22288.64
2023-02-19,L339,18735.48
2023-02-12,L339,22008.49
2023-02-05,L339,21943.62
2023-01-29,L339,23033.05
2023-01-22,L339,22152.3
2023-01-15,L339,23055.85
2023-01-08,L339,22211.85
2023-01-01,L339,21486.85
2022-12-25,L339,20945.67
2022-12-18,L339,20993.63
2022-12-11,L339,24855.96
2022-12-04,L339,23419.53
2022-11-27,L339,25344.1
2022-11-20,L339,22461.34
2022-11-13,L339,24857.27
2022-11-06,L339,26152.35
2022-10-30,L339,24647.58
2022-10-23,L339,26598.6
2022-10-16,L339,25607.37
2022-10-09,L339,14973.08
2022-10-02,L339,25393.73
2022-09-25,L339,25257.19
2022-09-18,L339,25328.43
2022-09-11,L339,25849.25
2022-09-04,L339,27603.84
2022-08-28,L339,22928.53
2022-08-21,L339,27038.11
2022-08-14,L339,23973.06
2022-08-07,L339,25572.83
2022-07-31,L339,25812.27
2022-07-24,L339,25269.34
2022-07-17,L339,20973.83
2022-07-10,L339,22879.65
2022-06-26,L339,25010.44
2022-06-19,L339,23115.37
2022-06-12,L339,24398.23
2022-06-05,L339,25564.1
2022-05-08,L339,26003.22
2022-05-01,L339,26027.87
2022-04-24,L339,22629.71
2022-04-17,L339,26857.59
2022-04-10,L339,21793.23
2022-04-03,L339,25616.72
2022-03-27,L339,26074.02
2022-03-20,L339,23987.2
2022-03-13,L339,24321.03
2022-03-06,L339,27965.81
2022-02-27,L339,21973.4
2022-02-20,L339,22289.97
2022-02-13,L339,21079.74
2022-02-06,L339,18374.41
2022-01-30,L339,21002.89
2022-01-23,L339,18309.73
2022-01-16,L339,21213
2022-01-09,L339,21501.75
2022-01-02,L339,19808.6
2021-12-26,L339,19562.25
2021-12-19,L339,23038.63
2021-12-12,L339,25366.52
2021-12-05,L339,22393.17
2021-11-28,L339,22217.24
2021-11-21,L339,21397
2021-11-14,L339,23127
2021-11-07,L339,22640
2021-10-31,L339,22885
2021-10-24,L339,22379
2021-10-17,L339,21067
2021-10-10,L339,18931.78
2021-10-03,L339,20015
2021-09-26,L339,20885
2021-09-19,L339,20570
2021-09-12,L339,18889
2021-09-05,L339,19664.56
2021-08-29,L339,21615.68
2021-08-22,L339,17367.16
2021-08-15,L339,16804.12
2021-08-08,L339,19408.18
2021-08-01,L339,18550.44
2021-07-25,L339,18623.85
2021-07-18,L339,14310.86
2021-07-11,L339,14600.74
2021-06-27,L339,14022.07
2021-06-20,L339,13469.24
2021-06-13,L339,14057.97
2021-06-06,L339,13879.4
2021-05-30,L339,13363.55
2021-05-23,L339,7433.59
2021-05-16,L339,10720.52
2021-04-25,L339,19136.68
2021-04-18,L339,21009.67
2021-04-11,L339,21360.08
2021-04-04,L339,19618.95
2021-03-28,L339,17162.13
2021-03-21,L339,17232.37
2021-03-14,L339,18245.95
2021-03-07,L339,20391.4
2021-02-28,L339,20125.65
2021-02-14,L339,14627.1
2021-01-31,L339,14253.56
2021-01-24,L339,16635.67
2021-01-17,L339,16478.9
2021-01-10,L339,15052.36
2021-01-03,L339,15488.99
2020-12-27,L339,15034.9
2020-12-13,L339,11829.03
2020-11-01,L339,8961.32
2020-04-12,L339,4865.3
2020-03-29,L339,5911.99
2020-03-22,L339,10093.6
2020-03-15,L339,24645.67
2020-03-01,L339,33336.79
2020-02-23,L339,25619.05
2020-02-16,L339,28306.32
2020-02-09,L339,28616.79
2020-02-02,L339,29380.87
2020-01-26,L339,27721.81
2020-01-19,L339,30193.13
2020-01-12,L339,27769.49
2020-01-05,L339,28723.76
2019-12-29,L339,25697.27
2019-12-22,L339,26887.4
2019-12-15,L339,31153.54
2019-12-08,L339,31243.17
2019-12-01,L339,29513.61
2019-11-24,L339,29418.46
2019-11-17,L339,27999.44
2019-11-10,L339,28631.45
2019-11-03,L339,28954.81
2019-10-27,L339,30981.18
2019-10-20,L339,29637.98
2019-10-13,L339,28710.66
2019-10-06,L339,30617.66
2019-09-29,L339,29029.97
2019-09-22,L339,30511.92
2019-09-15,L339,30102.17
2019-09-08,L339,27169.04
2019-09-01,L339,29105.38
2019-08-25,L339,29518.82
2019-08-11,L339,29659.33
2019-08-04,L339,29970.83
2019-07-28,L339,29763.07
2019-07-21,L339,29556.12
2019-07-14,L339,26684.57
2019-07-07,L339,23533.19
2019-06-30,L339,30016.73
2019-06-23,L339,30024.9
2019-06-16,L339,25877.65
2019-06-09,L339,28930.39
2019-06-02,L339,29527.2
2019-05-26,L339,24028.04
2019-05-19,L339,29365.16
2019-05-05,L339,31155.33
2019-04-28,L339,26101.18
2019-04-21,L339,28489.33
2019-04-14,L339,28256.8
2019-04-07,L339,32372.36
2019-03-31,L339,31396.33
2019-03-24,L339,31806.65
2019-03-17,L339,32398.5
2019-03-10,L339,31213.81
2019-03-03,L339,29659.51
2019-02-24,L339,27763.68
2019-02-03,L339,24068.61
2019-01-27,L339,27702.68
2019-01-20,L339,24129.07
2019-01-13,L339,25620.67
2018-12-30,L339,13276.34
2023-11-12,L102/144,2886.88
2023-10-29,L138,10240.53
2023-10-29,L122,26837.23
2023-07-30,L133/125,16835.85
2023-05-14,L145/133,26330.85
2023-05-07,L145/133,26029.84
2023-04-30,L145/133,22387.19
2023-04-30,L142,32333.5
2023-04-02,L145/133,20109.03
2023-03-26,L145/133,24411.43
2023-03-05,L145/133,21797.67
2023-02-26,L145/133,24661.55
2023-02-19,L145/133,17979.05
2023-02-12,L145/133,22191.2
2023-02-05,L145/133,24085.48
2023-01-15,L102/144,10876.27
2023-01-15,L107,22406.94
2022-12-25,L145/133,22174.99
2022-11-20,L145/133,22128.55
2022-09-18,L145/133,23681.29
2022-08-28,L145/133,23409.16
2022-04-17,L128,12338.94
2022-04-10,L128,10530.85
2022-03-27,L145/133,25934.78
2022-02-20,L145/133,20246.69
2022-01-30,L145/133,20364.7
2022-01-02,L145/133,20705.1
2021-09-26,L142,30383.41
2022-12-11,L359,22671.15
2022-11-27,L359,22470.59
2022-11-20,359V,4338.84
2022-11-20,L359,20035.64
2022-11-13,L359,22352.39
2022-11-06,L359,21336.46
2022-11-06,359V,4320.94
2022-11-06,LEXP,45228.3
2022-10-30,LEXP,42028.16
2022-10-30,L359,19513.11
2022-10-30,359V,8115.82
2022-10-23,L359,20303.71
2022-10-16,L359,19520.92
2022-10-02,L359,18011.29
2022-09-25,L359,18736.17
2022-09-25,359V,6665.88
2022-09-18,L359,19776.88
2022-09-11,L359,20671.39
2022-09-04,L359,20412.97
2022-09-04,359V,4914.98
2022-08-28,L359,18317.8
2022-08-21,L359,19082.97
2022-08-21,359V,7732.16
2022-08-14,359V,5064.57
2022-08-14,L359,18595.35
2022-08-07,L359,20764.71
2022-07-31,L359,21051.3
2022-07-24,359V,9028.74
2022-07-24,L359,19868.22
2022-07-17,L359,20357.36
2022-07-10,L359,17819.22
2022-07-03,L359,20046.51
2022-06-26,L359,18976.01
2022-06-26,359V,10241.68
2022-06-19,L359,19551.8
2022-06-12,359V,8529.97
2022-06-05,L359,20682.32
2022-05-22,359V,7582.21
2022-05-22,L359,17204.41
2022-05-15,L359,14624.35
2022-05-08,L359,20925.81
2022-05-01,359V,6672.14
2022-05-01,L359,20367.95
2022-04-10,L359,19460.88
2022-04-10,359V,2753.18
2022-04-03,L359,23393.21
2022-03-27,L359,19725.37
2022-03-20,L359,18362.8
2022-03-20,359V,9445.84
2022-03-13,359V,6852.04
2022-03-13,L359,21127.52
2022-03-06,L359,21691.57
2022-02-27,L359,19209.77
2022-02-20,L359,18108.01
2022-02-20,359V,9270.29
2022-02-13,L359,18059.82
2022-02-06,L359,16605.77
2022-01-30,LEXP,35583.95
2022-01-30,L359,16187.91
2022-01-30,359V,5455.5
2022-01-23,L359,12339.87
2022-01-23,359V,15631.62
2022-01-16,L359,18042.43
2022-01-09,L359,18153.4
2022-01-02,L359,18394.38
2021-12-26,L359,15538.55
2021-12-26,LEXP,33111.49
2021-12-19,L359,20373.79
2021-12-12,L359,19720.91
2021-12-05,L359,17638.63
2021-12-05,359V,7385.25
2021-11-28,L359,18001.1
2021-11-21,L359,18858.49
2021-11-14,359V,7109.45
2021-11-14,L359,19215.59
2021-11-07,L359,18948.42
2021-11-07,359V,5698.33
2021-10-31,L359,17057.65
2021-10-24,L359,18132.97
2021-10-24,LEXP,33273.82
2021-10-24,359V,12386.37
2021-10-17,LEXP,32164.58
2021-10-17,359V,6946.49
2021-10-10,359V,4590.17
2021-10-10,LEXP,30665.9
2021-10-03,LEXP,31616.88
2021-10-03,359V,6433.16
2021-09-26,LEXP,32824.46
2021-09-26,359V,8875.11
2021-09-19,359V,8700.22
2021-09-19,LEXP,31186.06
2021-09-12,LEXP,31061.56
2021-09-05,LEXP,30509.31
2021-08-29,LEXP,34448.03
2021-08-22,LEXP,24177.68
2021-08-22,359V,12995.53
2021-08-08,LEXP,30874.46
2021-08-08,L359,15710.67
2021-08-01,LEXP,32099.49
2021-08-01,L359,15749.29
2021-07-25,LEXP,21368.93
2021-07-25,359V,13253.32
2021-07-18,LEXP,22702.59
2021-07-04,LEXP,27515.03
2021-06-13,LEXP,24529.59
2021-05-30,359V,4534.25
2021-05-30,LEXP,22912.46
2021-05-23,LEXP,11591.99
2021-05-23,359V,1926.78
2021-05-16,LMAV,5870.43
2021-05-09,LMAV,9232.12
2021-05-02,LMAV,10580.46
2021-04-25,LMAV,10459.83
2021-04-18,LMAV,11091.52
2021-04-11,LMAV,11363.14
2021-04-11,LEXP,33775.19
2021-04-04,LEXP,33781.69
2021-04-04,LMAV,11162.17
2021-03-28,LEXP,28088.38
2021-03-21,LEXP,28617.86
2021-03-14,LEXP,27590.68
2021-03-07,LEXP,34630.42
2021-03-07,359V,7408.58
2021-02-28,LEXP,33810.83
2021-02-21,LEXP,27973.69
2021-02-14,359V,13309.01
2021-02-14,LEXP,22633.19
2021-02-07,LEXP,27365.01
2020-05-03,LEXP,21652.32
2020-03-08,LEXP,48623.47
2020-03-01,LEXP,49247.89
2020-02-23,LEXP,37449.02
2020-02-16,LEXP,40972.71
2020-02-09,LEXP,43896.68
2020-02-02,LEXP,43861.71
2020-01-26,LEXP,41913.5
2020-01-19,LEXP,44802.59
2020-01-12,LEXP,42138.27
2020-01-05,LEXP,44013.81
2019-12-29,LEXP,38114.69
2019-12-08,LEXP,50657.07
2019-12-01,LEXP,49480.78
2019-12-01,359V,30620.26
2019-11-24,LEXP,48926.03
2019-11-17,LEXP,47338.39
2019-11-17,L359,25110.02
2019-11-10,LEXP,49975.6
2019-11-03,LEXP,50241.68
2019-10-27,LEXP,46988.37
2019-10-20,LEXP,45425.58
2019-10-13,LEXP,46944.73
2019-10-06,LEXP,46692.58
2019-09-29,LEXP,47145.07
2019-09-22,LEXP,49131.47
2019-09-15,LEXP,48487.47
2019-09-08,LEXP,44870.41
2019-09-01,LEXP,47908.06
2019-08-25,LEXP,44734.38
2019-08-18,LEXP,47590.84
2019-08-11,LEXP,48985.4
2019-08-04,LEXP,49489.99
2019-07-28,LEXP,48192.48
2019-07-21,LEXP,47386.13
2019-07-14,LEXP,44093.22
2019-07-07,LEXP,38910.13
2019-06-30,LEXP,48487.51
2019-06-23,LEXP,46596.52
2019-06-16,LEXP,37674.86
2019-06-09,LEXP,46582.63
2019-06-02,LEXP,41436.62
2019-05-26,LEXP,40349.36
2019-05-26,L359,25221.8
2019-05-19,LEXP,40444.95
2019-05-12,LEXP,40543.26
2019-05-05,LEXP,45792.59
2019-05-05,N339,24003.83
2019-04-21,LEXP,48881.8
2019-04-14,LEXP,43259.82
2019-04-07,LEXP,45608.7600000001
2019-03-31,LEXP,45533.27
2019-03-24,LEXP,38707.6100000001
2019-03-17,LEXP,41721.68
2019-03-10,LEXP,44381.43
2019-03-03,LEXP,38056.41
2019-02-24,LEXP,39837
2019-02-17,LEXP,46055.25
2019-02-03,LEXP,44908.66
2019-01-27,LEXP,47611.81
2019-01-20,LEXP,45265.32
2019-01-13,LEXP,44979.03
2019-01-06,LEXP,43717.79
2018-12-30,LEXP,23679.31
2021-12-12,L107,20042.76
2021-12-05,L107,17628.38
2021-11-14,L110,25305.27
2021-10-17,L142,32349.24
2021-10-17,L107,19389.68
2021-10-10,L142,28343.06
2021-10-03,L142,28079.2
2021-09-26,L107,17329.89
2021-09-19,L107,18900.23
2021-09-12,L142,31864.93
2021-09-05,L142,31444.98
2021-08-29,L142,30439.85
2021-08-22,L142,31177.19
2021-08-15,L142,26343.68
2021-08-08,L142,29094.51
2021-08-01,L142,29247.61
2021-07-25,L142,27835.25
2021-07-18,L142,26773.72
2021-07-11,L142,26767.39
2021-06-27,L142,26559.9
2021-06-20,L142,22989.4
2021-06-13,L142,26369
2021-06-06,L142,25129.74
2021-05-30,L142,25375.02
2021-05-23,L142,10309.92
2021-05-16,L142,15059.57
2021-05-09,L142,24193
2021-05-02,L142,26720.39
2021-04-25,L142,26848.22
2021-04-04,L142,28855.42
2021-03-28,L142,23782.15
2021-03-21,L142,24757.55
2021-03-14,L142,27991.48
2021-03-07,L142,28588
2021-02-28,L142,28307.37
2021-02-21,L142,27659.06
2021-02-14,L142,21167.6
2021-02-07,L142,24190.29
2021-01-31,L142,22508.17
2021-01-24,L142,24660.68
2021-01-17,L142,26516
2021-01-10,L142,24076.95
2021-01-03,L142,23923.56
2020-12-13,L146,10733.31
2020-12-06,L146,8977.69
2020-11-29,L142,22245.15
2020-11-22,L142,24510.69
2020-11-08,L142,9378.32
2020-11-01,L142,22900.69
2020-10-25,L142,20921
2020-10-18,L142,23700.93
2020-10-11,L142,21485.51
2020-10-04,L142,18576.86
2020-09-27,L142,17246.42
2020-09-20,L142,12094.74
2020-09-13,L142,16911.26
2020-08-23,L142,12395.05
2020-08-16,L142,18212.61
2020-08-09,L142,23064.37
2020-04-26,L142,19836.02
2020-04-19,L142,20428.78
2020-04-12,L142,19452.87
2020-04-05,L142,19055.04
2019-02-03,L129,7186.65
2019-02-03,L103,23571.6
2019-01-27,L103,23219.48
2018-12-30,L103,12758.64
2023-10-29,L128,12624.18
2023-10-01,L102/144,12182.04
2023-09-24,L102/144,11569.63
2023-09-17,L102/144,11178.36
2023-09-10,L110,25906.94
2023-08-06,L133/125,16332.3
2023-07-09,L107,22533.11
2023-06-25,L103,24320.67
2023-06-25,L143/136/137,19867.9
2023-05-07,L103,24620.3
2023-04-30,L103,21917.51
2023-04-23,L103,25598.46
2023-04-16,L133/125,16564.07
2023-04-16,L107,23400.14
2023-04-09,L110,25318.1
2023-04-09,L103,27668.53
2023-04-02,L103,22873.48
2023-03-19,L133/125,14804.84
2023-03-05,L110,27837.2
2023-01-22,L140,10840.35
2023-01-15,L101,9483.29
2023-01-15,L138,10532.32
2022-12-25,L140,10002.05
2022-12-18,L140,11046.42
2022-11-27,L101,12204.39
2022-11-20,L101,10167.88
2022-11-13,L101,11522.92
2022-10-30,L101,10989.91
2022-09-18,L102/144,11405.74
2022-09-11,L101,10868.83
2022-08-07,L101,10343.08
2022-07-31,L101,10356.3
2022-07-24,L107,22163.86
2022-07-17,L107,20505.19
2022-07-10,L140,10562.66
2022-06-12,L103,20960.61
2022-05-29,L107,22190.73
2022-01-30,L110,20946.99
2022-01-02,L101,5757.53
2021-12-12,L103,25000.25
2021-10-31,L101,9343.03
2021-08-22,L101,7366.15
2021-08-15,L101,6931.22
2021-08-08,L101,7831.85
2021-08-01,L101,7154.51
2021-07-25,L101,7363.12
2021-07-18,L103,20001.28
2021-07-18,L101,5970.62
2021-07-11,L101,6042.31
2021-07-11,L102/144,7632.89
2021-06-27,L102/144,7287.57
2021-06-27,L103,20124.67
2021-06-20,L103,17022.22
2021-05-30,L110,18477.12
2021-05-16,L103,12070.41
2021-05-09,L101,7236.84
2021-03-21,L110,20028.13
2021-03-14,L110,21323.95
2021-02-28,L110,21505.92
2021-02-28,L103,22692.22
2021-01-17,L110,19120.76
2021-01-10,L110,17458.52
2020-11-01,L143,16631.85
2020-09-20,L110,7716.85
2020-06-14,L101,4018.4
2020-03-01,L129,10708.35
2020-02-23,L129,7659.55
2020-02-16,L129,8788.63999999999
2020-01-05,L143,24069.87
2019-12-29,L101,9117.76
2019-12-15,L101,12468.92
2019-12-08,L101,11920.74
2019-04-07,L103,23003.34
2019-02-24,L101,10646.51
2020-07-12,L142,100
2019-01-20,L102,11151.49
2022-01-09,L142,25016.34
2021-12-26,L142,27608.66
2021-11-28,L107,19446.03
