Semana,Linea,LTS
2020-08-23,L339,4875.64
2020-08-16,L339,6942.63
2020-08-09,L339,8375.81
2020-08-02,L339,9386.01
2020-07-26,L339,3073.62
2020-06-28,L339,5328.42
2020-06-21,L339,6543.16
2020-06-14,L339,7403.12
2020-06-07,L339,6740.52
2020-05-03,L339,6499.89
2020-04-26,L339,5830.73
2020-04-19,L339,5502.21
2020-04-19,359V,10443.7
2023-10-01,L103,24470.82
2023-09-10,L103,24109.68
2023-01-15,L122,25176.68
2022-07-31,L122,25099.16
2019-09-01,L145,19872.86
2023-07-16,L122,23246.42
2019-04-07,L128,14749
2022-12-18,LIGM,7350.55
2022-12-11,LIGM,8780.35
2022-12-04,LIGM,5523.55
2020-05-10,359V,1168.86
2020-04-26,359V,10490.31
2020-04-12,359V,10062.36
2020-04-05,359V,9253.31
2020-03-29,359V,10000.94
2020-03-22,359V,10471.57
2019-12-22,359V,23311.93
2019-09-22,359V,29673.61
2019-09-08,359V,27500.43
2019-09-01,359V,28653.48
2019-08-18,359V,26771.26
2019-08-04,359V,35227.33
2023-02-05,359V,8715.94
2022-01-09,359V,3930.01
2021-10-03,LMAV,11008.14
2020-04-19,LIGM,112.95
2023-11-12,LMAV,2711.73
2021-01-03,LMAV,9745.64
2019-03-31,359V,33408.08
2022-01-16,359V,5551.53
2021-10-17,LMAV,11755.3
2021-10-10,LMAV,11575.31
2020-06-21,359V,11701.94
2019-09-15,359V,28946.05
2019-07-21,359V,35178.57
2019-07-14,359V,33501.66
2019-07-07,359V,25560.14
2019-05-12,359V,35535.73
2019-05-05,359V,36136.6
2019-04-28,359V,28552.71
2019-03-24,359V,36745.65
2019-02-17,359V,33091.77
2018-12-30,359V,16979.22
2021-09-26,LMAV,11858.64
2020-04-26,LIGM,173.29
2020-04-05,LIGM,114.28
2023-05-21,L339,19808.49
2020-04-05,L339,5136.9
2020-03-08,L339,33133.92
2019-08-18,L339,27480.64
2019-05-12,L339,31454.15
2019-01-06,L339,24369.62
2020-07-05,359V,151.23
2020-12-27,LIGM,195.76
2022-02-13,N339,9270.88
2021-08-29,N339,8085.86
2020-05-31,L339,9367.37
2019-02-17,L339,27261.87
2019-02-10,L339,25029.62
2020-08-02,N339,1379.04
2020-05-10,L339,717.02
2022-06-05,N339,7739.68
2020-06-14,LIGM,702.5
2023-10-15,LIGM,974.49
2023-10-08,LIGM,1570.48
2023-10-01,LIGM,7841.7
2023-09-24,LIGM,6888.86
2023-09-17,LIGM,6443.48
2023-08-13,LIGM,7716.42
2023-08-06,LIGM,7166.05
2023-07-16,LIGM,2596.14
2023-07-09,LIGM,7874.69
2022-05-01,L138,2308.18
2019-11-17,LMAV,18157.85
2022-09-11,359V,3798.51
2021-08-15,L359,15130.12
2021-07-11,L359,12129.57
2021-07-04,L359,11337.16
2021-01-10,359V,4210.2
2021-01-03,359V,4184.78
2020-09-27,359V,11262.27
2020-09-06,359V,22.34
2021-04-18,L145/133,22525.88
2023-08-13,L138,10678.48
2023-06-25,L138,11019.72
2023-05-14,L102/144,11635.59
2023-10-01,LEXP,31445.81
2023-01-08,LIGM,3128.99
2020-01-05,N339,19511.21
2023-04-23,N339,10218.52
2023-01-29,N339,8854.35000000001
2022-12-11,N339,9672.52
2022-07-17,N339,9760.05
2022-05-29,N339,10568.99
2022-04-03,N339,12651.92
2021-10-17,N339,6698
2021-09-05,N339,6555
2021-08-22,N339,9165.62
2021-08-15,N339,7484.03
2021-05-30,N339,5076.57
2021-01-17,N339,5349.93
2020-06-28,N339,1325.26
2020-11-22,LIGM,1904.94
2020-03-22,LMAV,7126.17
2023-09-17,N339,12291.4
2023-08-06,N339,12883
2023-07-16,N339,8514.44
2023-03-26,N339,10584.5
2023-02-12,N339,10172.27
2023-02-05,N339,10530.53
2023-01-08,N339,9453.84
2023-01-01,N339,8879.05
2022-12-25,N339,9727.13
2022-12-18,N339,9873.93
2022-12-04,N339,9288.92
2022-11-20,N339,10469.29
2022-11-13,N339,10980.77
2022-10-30,N339,10609.37
2022-10-09,N339,6198.32
2022-09-18,N339,8732.51
2022-01-02,N339,8695.25
2021-10-24,N339,9070
2020-12-27,LMAV,9420.57
2021-09-19,LMAV,10992.88
2021-09-12,LMAV,11706.95
2021-09-05,LMAV,9991.7
2023-07-09,N339,10149.25
2023-06-18,N339,8111.66
2023-06-11,N339,9636.03
2022-11-06,N339,10102.47
2022-07-31,N339,9385.53
2022-03-13,N339,10115.56
2022-03-06,N339,10799.51
2022-02-20,N339,9058.98
2022-01-30,N339,8568.19
2022-01-23,N339,7271.53
2022-01-09,N339,9340.6
2021-11-28,N339,7917.21
2021-11-07,N339,9667
2021-10-03,N339,5988
2021-09-19,N339,6393
2021-09-12,N339,5904
2021-08-01,N339,6709.82
2021-07-18,N339,6202.4
2023-01-01,LIGM,2624.53
2021-05-23,LMAV,5370.89
2020-11-22,LMAV,69.76
2023-10-22,LIGM,815.84
2023-10-08,LEXP,33478.55
2021-07-04,359V,4083.52
2020-12-20,LMAV,8729.02
2022-10-09,359V,4270.97
2022-12-25,LIGM,689.15
2022-01-02,359V,3812.93
2022-10-23,L126,6123.54
2021-01-24,L145,1739.62
2020-11-01,L133,10211.23
2019-07-21,L145,18874.19
2019-04-21,L143,13009.55
2019-03-31,L143,25062.05
2022-01-23,L110,20825.19
2021-07-18,L110,18368.2
2021-07-04,L110,16984.84
2021-02-07,L103,20102.08
2020-03-15,L145,13189.94
2020-01-12,L102,8452.16
2019-10-20,L133,19818.4
2019-10-06,L103,24048.35
2019-09-29,L103,24555.72
2019-09-08,L103,22249.81
2019-09-01,L103,23350.98
2019-08-25,L103,24353.52
2019-08-04,L103,23998.97
2023-08-13,L101,10245.44
2023-07-09,L133/125,16547.41
2023-07-02,L110,26774.17
2023-06-18,L110,15888.32
2023-06-11,L110,21621.39
2023-05-21,L101,8300.47
2023-01-01,L133/125,15384.79
2022-03-20,L103,20712.33
2021-09-19,L128,11564.45
2021-01-17,L133,12121.96
2021-01-03,L133,10756.09
2020-12-27,L133,11479.7
2020-09-20,L128,4838.47
2020-09-13,L128,6910.24
2020-08-09,L133,12307.27
2019-09-15,L145,18626
2019-05-26,L143,21398.33
2019-03-17,L128,15410.46
2019-02-24,L143,21653.92
2019-02-10,L143,20080.66
2019-02-03,L143,18959.11
2023-10-22,L110,27053.85
2023-09-24,L133/125,16349.29
2023-08-20,L138,9475.7
2023-07-02,L103,23945.63
2022-06-26,L138,10313.95
2020-08-02,L103,19837.83
2020-03-15,L103,18061.58
2020-03-08,L103,25725.27
2020-03-01,L103,25902.25
2019-12-15,L103,25359.04
2019-12-01,L133,22076.68
2019-09-22,L133,20546.93
2019-04-14,L103,21610.62
2019-03-24,203M,89299.9499999998
2019-02-17,203M,76714.38
2019-10-13,203M,116634.07
2019-08-04,203M,115870.23
2019-07-28,203M,85577.94
2019-04-28,203M,76106.65
2020-07-05,203M,71723.43
2020-06-28,203M,85303.1600000001
2020-06-21,203M,82752.23
2020-06-14,203M,79410.74
2020-06-07,203M,85050.71
2020-05-31,203M,83284.2
2020-05-24,203M,79470.8299999999
2020-05-17,203M,82443.57
2020-03-22,203M,56225.11
2020-03-15,203M,96353.5199999998
2020-03-08,203M,117747.95
2020-03-01,203M,118933.23
2020-02-02,203M,108115.27
2020-01-19,203M,105597.9
2020-01-12,203M,104826.25
2020-01-05,203M,105562.27
2019-11-17,203M,126498.18
2019-11-10,LI41,47908.41
2019-11-10,203M,135646.74
2019-11-03,203M,127792.98
2019-10-27,203M,123306.88
2019-10-20,203M,124413.1
2019-10-06,203M,116187.23
2019-09-29,203M,134732.27
2019-09-22,203M,120051.89
2019-09-15,203M,122439.81
2019-09-08,203M,117809.29
2019-09-01,203M,121536.16
2019-08-25,203M,122690.96
2019-08-18,203M,120311.31
2019-08-11,203M,115516.7
2019-07-14,203M,117200.65
2019-07-07,203M,91825.0799999998
2019-04-07,203M,87729.39
2019-02-10,203M,69144.82
2019-02-03,203M,73718.95
2018-12-30,203M,42212.48
2020-06-28,203I,79429.6600000001
2020-06-21,203I,72060.16
2020-06-14,203I,71762.01
2020-06-07,203I,75677.69
2020-05-31,203I,77906.01
2020-05-24,203I,74112.39
2020-05-17,203I,80461.8100000001
2020-03-15,203I,90619.6500000001
2020-03-08,203I,95124.8199999999
2020-03-01,203I,137590.65
2020-02-23,203M,95955.44
2019-12-22,203M,96535.2899999999
2019-12-15,203M,122044.4
2019-12-08,203M,124085.11
2019-12-01,203M,119490.8
2019-11-24,203M,129893.89
2023-05-07,L133/125,16754.14
2021-05-16,L145/133,11367.39
2019-07-28,203I,78104.8
2023-07-23,L128,10764.61
2019-01-13,L143,21061.45
2020-11-08,LEXP,11938.92
2021-04-25,203M,85034.6099999999
2021-04-18,203M,86179.9899999999
2021-04-11,203M,90767.25
2021-04-04,203M,94023.66
2021-03-28,203M,88297.85
2021-03-21,203M,88103.9900000001
2021-03-14,203M,92748.4100000001
2021-03-07,203M,100794.16
2021-02-28,203M,99431.0200000001
2021-02-21,203M,85354.4399999999
2021-02-14,203M,78411.34
2021-02-07,203M,85167.79
2021-01-31,203M,83874
2021-01-24,203M,86004.03
2021-01-17,203M,87226.5200000001
2021-01-10,203M,83210.08
2021-01-03,203M,86592.1499999999
2020-12-27,203M,76453.06
2020-12-20,203M,80483.4699999999
2020-12-20,LI41,33709.28
2020-12-13,203M,91432.7799999999
2020-12-06,203M,84735.35
2020-11-29,203M,91005.37
2020-11-22,203M,85884.91
2020-11-15,203M,86773.49
2020-11-08,203M,79581.69
2020-10-25,203M,85359.99
2020-10-18,203M,89184.88
2020-10-11,203M,74430.67
2020-10-04,203M,94436.56
2020-09-27,203M,82367.27
2020-09-20,203M,82395.72
2020-09-13,203M,83006.53
2020-09-06,203M,81287.36
2020-08-30,203M,73901.91
2020-08-23,203M,79527.14
2020-08-16,203M,78425.17
2020-07-26,203M,76493.0599999999
2020-07-19,203M,73522.76
2020-07-12,203M,77061.45
2020-04-12,203M,72572.9
2020-03-29,203M,51096.23
2019-12-29,203M,91707.51
2021-05-02,203M,94915.2299999999
2021-04-18,203I,84399.25
2021-03-21,203I,81199.4199999999
2021-03-14,203I,83985.07
2021-03-07,203I,92379.92
2020-12-06,203I,83420.7700000001
2020-11-29,203I,91491.4199999999
2020-11-22,203I,85590.1300000001
2020-11-15,203I,89413.61
2020-10-04,203I,82170.22
2020-09-27,203I,80850.77
2020-09-20,203I,74786.06
2020-08-09,203M,79584.41
2020-08-02,203M,81278.34
2020-05-10,203M,78936.0200000001
2020-05-10,203I,70715.38
2020-05-03,203M,76927.42
2020-04-26,203M,72960.79
2020-04-19,203M,76417.85
2020-04-05,203M,59071.98
2020-02-16,203M,104100.08
2020-02-09,203M,107137.22
2020-01-26,203M,102894.56
2019-06-23,203I,92800.5400000001
2019-01-27,203I,80962.66
2022-03-27,203I,101443.68
2021-04-04,203I,88273.51
2021-02-28,203I,94414.92
2021-01-24,203I,90851.43
2021-01-17,203I,61357.1099999999
2021-01-10,203I,84026.84
2021-01-03,203I,85480.1100000001
2020-12-27,203I,72889.9699999999
2020-12-20,203I,78387.65
2020-12-13,203I,91335.41
2020-11-08,203I,87016.78
2020-11-01,203M,80710.2099999999
2020-11-01,203I,82279.9800000001
2020-10-25,203I,86212.12
2020-10-18,203I,87114.49
2020-10-11,203I,80968.19
2020-03-08,LI41,48305.59
2019-12-08,LI41,55923.68
2019-01-06,203I,78683.9500000001
2021-11-21,203M,100987.41
2021-11-07,203M,86647.51
2021-10-31,203M,64870.77
2021-10-17,203M,110010
2021-10-10,203M,89863
2021-09-26,203M,98122.7900000002
2021-02-28,LI41,43218.9
2019-12-01,LI41,59386.3800000001
2021-02-07,203I,81481.53
2021-10-03,203I,74615.5900000001
2020-03-29,LIGM,52.54
2023-11-12,359V,3128.89
2020-09-13,203I,76001.62
2020-09-06,203I,74303.6200000001
2020-08-30,203I,78822.73
2020-08-23,203I,78661.5399999999
2020-08-16,203I,74576.12
2020-08-09,203I,73815.45
2020-08-02,203I,79791.75
2020-07-26,203I,70849.52
2020-07-19,203I,70530.36
2020-07-05,203I,65992.45
2020-04-19,203I,70248.6200000001
2020-04-12,203I,69483.08
2020-04-05,203I,55578.53
2020-02-23,203I,82551.61
2020-02-16,203I,94508.21
2020-02-09,203I,93876.2300000001
2020-02-02,203I,95350.74
2020-01-26,203I,95747.27
2020-01-19,203I,97676.22
2020-01-12,203I,94416.97
2020-01-05,203I,96514.41
2019-12-15,203I,109638.53
2019-12-08,203I,99097.8599999999
2019-12-01,203I,108809.32
2019-11-24,203I,107690.16
2019-11-17,203I,92369.0899999999
2019-11-10,203I,109282.82
2019-11-03,203I,109434.08
2019-10-27,203I,105897.87
2019-10-20,203I,108193.31
2019-10-13,203I,100054.16
2019-10-06,203I,98839.8299999999
2019-09-29,203I,100123.68
2019-09-22,203I,100766.02
2019-09-15,203I,98404.2
2019-09-08,203I,89228.98
2019-09-01,203I,96366.9
2019-08-25,203I,99484.8600000001
2019-08-18,203I,94355.51
2019-08-11,203I,97564.4000000002
2019-08-04,203I,92123.0900000001
2019-07-21,203I,98718.6900000001
2019-07-14,203I,99657.4700000001
2019-07-07,203I,88185.76
2019-06-30,203I,86716.11
2019-06-16,203I,79476.96
2019-06-09,203I,90723.4299999999
2019-06-02,203I,89872
2019-05-26,203I,73154.11
2019-05-19,203I,86749.1900000001
2019-05-12,203I,90746.7300000001
2019-05-05,203I,84881.8000000001
2019-04-28,203I,75783.7600000001
2019-04-21,203I,87605.0499999999
2019-04-14,203I,84243.8400000001
2019-04-07,203I,79878.53
2019-03-31,203I,86902.4
2019-03-24,203I,87733.7500000001
2019-03-17,203I,84185.27
2019-03-10,203I,89027.2299999999
2019-03-03,203I,55742.11
2019-02-10,203I,71806.05
2021-10-03,203M,90650.5299999999
2021-04-25,203I,81881.4
2021-02-21,203I,80411.9200000001
2020-08-16,LI41,33786.31
2020-05-03,203I,70852.84
2020-04-26,203I,68265.65
2019-12-29,203I,82149.5900000001
2019-12-22,203I,85431.1
2019-02-24,203I,70307.07
2019-02-17,203I,88311.3799999999
2019-02-03,203I,80570.28
2019-01-20,203I,80348.2700000001
2019-01-13,203I,78125.42
2021-10-24,203M,112378.73
2021-02-14,203I,76018.72
2021-01-31,203I,82387.8499999999
2020-07-12,203I,72660.7499999999
2020-03-29,203I,53815.4599999999
2020-03-22,203I,51184.03
2018-12-30,203I,43023.65
2021-03-28,203I,78064.81
2020-12-13,LI41,39086.8
2020-06-21,LI41,34723.33
2019-10-13,LI41,44654.99
2021-11-14,203M,90386.57
2021-11-14,203I,81324.92
2021-11-07,203I,83330.73
2021-10-24,203I,88662.6199999999
2023-05-14,L133/125,17060.16
2020-03-01,LI41,50180.44
2019-10-06,LI41,47401.38
2021-10-10,203I,75801.22
2021-04-11,203I,86114.63
2021-12-05,203I,107415.16
2022-11-13,L103,27401.27
2020-12-27,LI41,31717.84
2021-11-28,203I,98283.7100000001
2021-10-31,203I,81806.6800000001
2021-10-17,203I,80203.8800000001
2019-01-27,L143,23316.08
2023-04-16,L101,10820.41
2020-02-09,L315,16042.63
2020-02-02,L315,16256.95
2019-12-29,L315,14228.93
2023-08-20,L133/125,14100.35
2023-07-30,L138,9964.56
2023-04-30,L138,9958.74
2021-12-19,203I,91436.69
2021-10-03,LI41,39605.72
2021-03-07,LI41,41747.49
2021-01-17,LI41,27917.39
2020-02-23,LI41,34766.44
2021-01-10,LI41,26888.99
2020-07-05,LI41,28546.47
2020-01-12,LI41,38655.21
2019-12-15,LI41,57344.84
2019-10-20,LI41,50814.4
2023-02-19,L103,19078.74
2023-09-03,N339,11860.31
2023-05-07,N339,11018.71
2023-02-26,N339,10658.12
2023-01-22,N339,9239.17
2022-04-17,N339,9615.98
2020-06-07,LI41,35584.38
2020-08-23,LI41,36477.97
2023-11-12,L339,3711.69
2023-11-05,N339,11572.78
2023-10-29,N339,11271.52
2023-04-30,N339,8730.55
2023-03-12,N339,11081
2022-03-20,N339,8885.49
2021-09-26,N339,7139
2021-07-04,N339,5509.2
2019-11-03,LI41,47509.87
2020-11-01,LI41,40785.19
2020-05-10,LI41,26687.82
2023-10-22,N339,11521.36
2023-10-15,N339,11780.05
2023-10-08,N339,11052.63
2023-10-01,N339,12080.09
2023-09-10,N339,11173.74
2023-07-30,N339,13036.51
2023-07-23,N339,8079.84
2023-05-28,N339,11708.3
2023-05-21,N339,9619.9
2023-05-14,N339,11266.32
2022-09-25,N339,9273.71
2022-02-06,N339,7016.61
2022-01-16,N339,9699.98
2020-05-17,LI41,33248.78
2020-02-16,LI41,39515.74
2021-01-24,LI41,29741.08
2023-09-17,L110,26715.45
2022-06-19,203I,90718.01
2021-01-03,LI41,30276.48
2020-06-14,LI41,30364.9
2020-05-24,LI41,29325.5
2020-05-31,LI41,35285.08
2020-01-05,LI41,40421.25
2019-09-29,LI41,45402.94
2023-07-23,L133/125,14359.29
2023-02-05,L140,11968.03
2023-01-29,L140,11148.78
2022-05-22,L140,10771.03
2021-11-21,203I,91163.3199999999
2021-08-01,L110,20480.17
2021-06-20,L110,15593.13
2020-08-23,L101,2376.96
2020-07-26,L143,5055.54
2020-07-26,L101,2789.34
2020-06-07,L101,4703.55
2020-05-31,L101,2919.46
2020-05-10,L101,600.98
2023-07-16,L126,4866.13
2023-05-14,L103,23727.83
2022-12-11,L126,5429.84
2022-08-28,L128,10871.68
2022-05-22,L126,5438.47
2022-01-30,L128,9281.69
2022-01-23,L128,9220.52
2022-01-16,L128,9493.18
2021-02-14,L103,18039.76
2020-11-08,L145,4204.67
2020-10-11,L145,9324.18
2020-09-20,L103,9459.84
2019-12-29,L103,18983.22
2023-11-05,L101,10772.03
2023-10-22,L138,10888.37
2023-04-02,L110,21404.42
2023-01-22,L103,23498.44
2022-01-23,L103,19317.1
2022-01-16,L103,18654.91
2020-04-26,L101,4966.95
2020-04-12,L101,4596.79
2020-03-29,L101,3953.74
2019-10-13,L133,19007.57
2019-10-06,L133,20567.76
2019-09-22,L103,24321.62
2019-09-15,L133,19359.16
2019-09-08,L133,17920.23
2023-08-27,L103,23445.11
2023-08-06,L101,10642.52
2023-03-12,L138,12668.02
2022-06-05,L138,9903.73
2023-11-12,L101,2725.42
2023-06-11,L133/125,13551.06
2023-06-11,L138,8827.1
2022-12-18,L101,9960.20999999999
2022-02-06,L103,19789.48
2023-09-17,L140,11464.86
2023-06-04,L122,27456.15
2023-06-04,L128,12977.7
2023-04-02,L122,21783.61
2022-06-05,L140,12206.56
2022-05-15,L140,8299.45
2022-01-30,L103,19071.89
2021-05-23,L103,7085.54
2021-02-14,L128,9523.61
2020-06-21,L143,12419.02
2020-06-14,L145,8081.83
2020-05-10,L143,1512.1
2019-07-14,L145,17738.9
2019-06-16,L128,12490.79
2019-05-26,L145,16557.21
2019-05-12,L128,15680.25
2022-05-15,203I,104002.03
2022-03-20,203I,93691.4800000001
2019-12-29,LI41,33590.49
2021-05-09,203I,85677.29
2021-05-02,203I,87518.1499999999
2020-11-29,LI41,42241.33
2020-07-12,LI41,35103.92
2022-03-06,203M,111583.73
2020-11-08,LI41,40284.46
2020-11-15,LI41,40341.22
2020-08-23,LMAV,4812.11
2022-02-13,L101,6204.44
2022-02-06,L101,5997.65
2021-02-07,L129,257.54
2020-08-16,L103,14248.8
2020-04-05,L101,4316.55
2019-09-15,L103,23658.55
2021-08-01,L103,20712.12
2020-05-31,L103,8052.88
2020-03-22,L103,9570.68
2022-12-11,L140,12650.9
2021-01-17,L101,5533.07
2020-11-08,L102,1276.77
2020-10-11,L102,3475.86
2020-08-09,L103,17122.17
2020-01-26,L133,19234.58
2019-01-20,L143,23605.02
2023-01-08,L133/125,14639.72
2019-12-08,L103,24484.22
2023-06-25,L133/125,16156.98
2023-06-04,L140,11743.81
2022-09-04,L138,10318.94
2022-08-28,L138,8727.18
2021-10-17,LI41,45547.53
2020-09-27,L102,3329.75
2020-09-20,L102,2304.92
2020-04-19,L143,11850
2020-04-12,L143,12462.69
2020-03-22,L143,10960.06
2020-02-09,L143,24426.39
2020-02-02,L143,24597.29
2020-01-26,L143,22478.6
2020-01-19,L143,24565.05
2019-07-14,L143,21275.2
2019-07-07,L143,18472.23
2019-05-19,L143,24270.64
2019-05-05,L143,25459.92
2019-04-28,L143,18507.51
2019-04-14,L143,17372.69
2019-04-07,L143,26874.23
2019-03-24,L143,25959.58
2019-03-17,L143,26808.64
2022-07-03,L140,11539.77
2022-07-03,L126,5303.43
2019-12-01,L145,17333.17
2023-11-12,LINA,14862.54
2023-11-05,LINA,56461.52
2023-10-29,LINA,54188.82
2023-10-22,LINA,54305.6
2023-10-15,LINA,51088.75
2023-10-08,LINA,51723.23
2023-10-01,LINA,54620.14
2023-09-24,LINA,54857.7
2023-09-17,LINA,54850.08
2023-09-10,LINA,51936.17
2023-09-03,LINA,52822.78
2023-08-27,LINA,53285.6300000001
2023-08-20,LINA,48489.87
2023-08-13,LINA,53546.99
2023-08-06,LINA,52931.79
2023-07-30,LINA,52573.33
2023-07-23,LINA,46984.28
2023-07-16,LINA,47882.62
2023-07-09,LINA,50540.26
2023-07-02,LINA,52712.7
2023-06-25,LINA,51239.22
2023-06-18,LINA,43639.58
2023-06-11,LINA,47864.5700000001
2023-06-04,LINA,53149.76
2023-05-28,LINA,52197.71
2023-05-21,LINA,44446.64
2023-05-14,LINA,52098.97
2023-05-07,LINA,52917.09
2023-04-23,LINA,52922.3
2023-04-16,LINA,51554.97
2023-04-09,LINA,54660.37
2023-04-02,LINA,47396.34
2023-03-26,LINA,54169.03
2023-03-19,LINA,50747.02
2023-03-12,LINA,59105.89
2023-03-05,LINA,53948.94
2023-02-19,LINA,41230.93
2023-02-12,LINA,47670.21
2023-02-05,LINA,48123.15
2023-01-29,LINA,47412.36
2023-01-22,LINA,46096.95
2023-01-15,LINA,49174.13
2023-01-08,LINA,46092.02
2023-01-01,LINA,44344.83
2022-12-25,LINA,44474.11
2022-12-18,LINA,48875.83
2022-12-11,LINA,56268.9
2022-12-04,LINA,49501.76
2022-11-27,LINA,55715.49
2022-11-20,LINA,49033.04
2022-11-13,LINA,54988.35
2022-11-06,LINA,55436.25
2022-10-30,LINA,54683.37
2022-10-23,LINA,56293.59
2022-10-16,LINA,54259.05
2022-10-09,LINA,30387.3
2022-09-25,LINA,53197.27
2022-09-11,LINA,54660.18
2022-08-28,LINA,48665.83
2022-08-21,LINA,52663.6599999999
2022-08-14,LINA,47535.56
2022-08-07,LINA,51519.34
2022-07-31,LINA,50104.02
2022-07-17,LINA,42854.71
2022-05-15,LINA,37600.96
2022-04-24,LINA,47277.2
2022-04-10,LINA,46123.58
2022-04-03,LINA,53275.07
2022-03-27,LINA,51080.25
2022-03-13,LINA,54325.75
2022-03-06,LINA,53449.74
2022-02-27,LINA,44153.32
2022-02-20,LINA,42479.81
2022-02-13,LINA,41443.91
2022-02-06,LINA,40856.27
2022-01-30,LINA,42645.31
2022-01-23,LINA,42084.41
2022-01-16,LINA,41608.31
2021-12-26,LINA,42934.63
2021-12-19,LINA,50615.4300000001
2021-12-12,LINA,54207.27
2021-12-05,LINA,50097.87
2021-11-21,LINA,50874.69
2021-11-07,LINA,54873.23
2021-10-31,LINA,53086.37
2021-06-27,LINA,31168.44
2021-06-20,LINA,30592.47
2021-06-13,LINA,32797.33
2021-05-23,LINA,19051.15
2021-04-11,LINA,45141.47
2021-03-07,LINA,38161.39
2021-02-28,LINA,39548.43
2021-02-07,LINA,36853.74
2021-01-24,LINA,36465.45
2021-01-03,LINA,38184.73
2020-12-06,LINA,32932.03
2020-11-29,LINA,32977.08
2020-11-22,LINA,35934.97
2020-11-15,LINA,37561.21
2020-11-08,LINA,36083.19
2020-10-11,LINA,32333.34
2020-08-23,LINA,31416.68
2020-08-09,LINA,32472.46
2020-08-02,LINA,32989.81
2020-07-26,LINA,33573.59
2020-05-31,LINA,27724.22
2020-05-24,LINA,28095.9
2020-05-17,LINA,28679.48
2020-03-15,LINA,47319.62
2020-03-08,LINA,59616.99
2020-03-01,LINA,61113.34
2020-02-16,LINA,52401.99
2020-02-09,LINA,54047.9
2020-01-12,LINA,52626.57
2020-01-05,LINA,53659.47
2019-12-29,LINA,46947.64
2019-12-22,LINA,48554.39
2019-12-15,LINA,58357.2
2019-12-08,LINA,58587.38
2019-12-01,LINA,57379.51
2019-11-24,LINA,56344.1700000001
2019-11-17,LINA,54694.4800000001
2019-11-03,LINA,56263.96
2019-10-27,LINA,56832.95
2019-10-20,LINA,55671.42
2019-10-13,LINA,57295.34
2019-10-06,LINA,56296.23
2019-09-29,LINA,56248.41
2019-09-15,LINA,57083.71
2019-07-07,LINA,43712.51
2019-06-09,LINA,51292.25
2019-06-02,LINA,52537.56
2019-05-26,LINA,39375.02
2019-05-19,LINA,50697.88
2019-05-05,LINA,56682.6
2019-04-28,LINA,45699.48
2019-04-21,LINA,55106.17
2019-04-14,LINA,53166.6
2019-04-07,LINA,57729.54
2019-03-31,LINA,54282.12
2019-03-24,LINA,51947.55
2019-03-17,LINA,56014.25
2019-03-10,LINA,58249.61
2019-03-03,LINA,50418.98
2019-02-24,LINA,50658.66
2019-02-17,LINA,55474.59
2019-02-03,LINA,48700.11
2018-12-30,LINA,27462.71
2023-10-08,L103,21883.37
2023-08-20,L126,5462.16
2023-03-19,L103,21804.08
2023-01-22,L128,10852.18
2020-02-16,L128,13939.21
2020-01-26,L145,14684.31
2019-12-08,L145,17907.12
2019-09-29,L145,18556.68
2022-09-18,LINA,51606.85
2021-04-04,LINA,46138.71
2021-03-28,LINA,37886.59
2021-03-21,LINA,38860.48
2021-02-21,LINA,38441.16
2021-02-14,LINA,33090.92
2021-01-17,LINA,38233.4
2021-01-10,LINA,37022.74
2020-12-20,LINA,33379.95
2020-12-13,LINA,36565.42
2020-11-01,LINA,34870.42
2020-10-25,LINA,31619.12
2020-10-18,LINA,33512.27
2020-08-30,LINA,31526.63
2020-07-12,LINA,35517.01
2020-06-21,LINA,33026.92
2020-06-07,LINA,31812.16
2020-04-19,LINA,23691.58
2020-04-12,LINA,23091.18
2020-04-05,LINA,24283.65
2020-02-23,LINA,47194.99
2020-02-02,LINA,54235.65
2020-01-26,LINA,50242.11
2020-01-19,LINA,53384.39
2019-05-12,LINA,54584.34
2019-02-10,LINA,47057.84
2019-01-27,LINA,50972.97
2019-01-20,LINA,50041.54
2019-01-13,LINA,48583.32
2019-01-06,LINA,47709.3
2023-10-08,L101,9418.93
2020-12-13,L102,3825.1
2020-03-08,L133,23078.36
2021-01-17,LMAV,10504.8
2022-04-24,N339,9749.22
2022-03-27,N339,10417.36
2021-12-05,N339,8134.96
2021-11-21,N339,8755
2021-07-25,N339,6401.55
2021-06-27,N339,7160.97
2021-06-20,N339,6362.8
2021-06-13,N339,6959.17
2021-06-06,N339,6009.25
2021-05-09,N339,5313.68
2021-05-02,N339,6267.28
2021-04-25,N339,6262.79
2021-03-28,N339,5870.34
2021-01-03,N339,5340.97
2020-11-22,L339,101.06
2020-02-23,N339,20493.12
2019-10-13,N339,23275.63
2023-02-26,LINA,53290.67
2021-03-14,LINA,41791.66
2021-01-31,LINA,34849.58
2020-10-04,LINA,31592.96
2020-09-27,LINA,30957.88
2020-09-20,LINA,31232.89
2020-09-06,LINA,31364.74
2020-08-16,LINA,30710.18
2020-07-19,LINA,34320.07
2020-07-05,LINA,29341.84
2020-06-28,LINA,22304.44
2020-06-14,LINA,31904.84
2020-05-10,LINA,5294.43
2020-05-03,LINA,23567.01
2020-04-26,LINA,22714.74
2020-01-19,L133,19319.21
2020-01-05,L133,19444.7
2019-08-25,L145,20183.64
2019-08-11,L103,23083.13
2019-07-28,L133,17822.54
2021-07-04,LINA,31147.99
2020-12-27,LINA,32607.1
2020-09-13,LINA,31370.97
