Semana,des_lin,Cantidad_Pasajeros
2021-06-06T00:00:00Z,CP25 A,8558
2021-06-06T00:00:00Z,C AZUL,9031
2021-06-06T00:00:00Z,LINEA A,48048
2021-06-06T00:00:00Z,CP33/9,20143
2021-06-06T00:00:00Z,MORENO 203,246276
2021-06-06T00:00:00Z,CN33/9,3487
2021-06-06T00:00:00Z,103,56527
2021-06-06T00:00:00Z,41,135774
2021-06-06T00:00:00Z,110,62476
2021-06-06T00:00:00Z,C NEGRA,11491
2021-06-06T00:00:00Z,102/144,21014
2021-06-06T00:00:00Z,143/136/137,41134
2021-06-06T00:00:00Z,145/133,56195
2021-06-06T00:00:00Z,133/125,28659
2021-06-06T00:00:00Z,130/146,34738
2021-06-06T00:00:00Z,128,29831
2021-06-06T00:00:00Z,35/9,31677
2021-06-06T00:00:00Z,142,62445
2021-06-06T00:00:00Z,101,15687
2021-06-06T00:00:00Z,EXPRESO,70936
2021-06-06T00:00:00Z,RINCÓN,51010
2021-06-06T00:00:00Z,FABRICA,4158
2021-06-13T00:00:00Z,107,62996
2021-06-13T00:00:00Z,315,73127
2021-06-13T00:00:00Z,440,401416
2021-06-13T00:00:00Z,740,138905
2021-06-13T00:00:00Z,PILAR 203,210333
2021-06-13T00:00:00Z,CP25 A,9260
2021-06-13T00:00:00Z,C AZUL,9773
2021-06-13T00:00:00Z,LINEA A,50773
2021-06-13T00:00:00Z,CP33/9,22017
2021-06-13T00:00:00Z,MORENO 203,277513
2021-06-13T00:00:00Z,CN33/9,4239
2021-06-13T00:00:00Z,103,62119
2021-06-13T00:00:00Z,41,147428
2021-06-13T00:00:00Z,110,66921
2021-06-13T00:00:00Z,C NEGRA,12289
2021-06-13T00:00:00Z,102/144,22053
2021-06-13T00:00:00Z,143/136/137,44376
2021-06-13T00:00:00Z,145/133,59520
2021-06-13T00:00:00Z,133/125,33405
2021-06-13T00:00:00Z,130/146,36511
2021-06-13T00:00:00Z,128,31972
2021-06-13T00:00:00Z,35/9,34512
2021-06-13T00:00:00Z,142,68925
2021-06-13T00:00:00Z,101,16217
2021-06-13T00:00:00Z,EXPRESO,75395
2021-06-13T00:00:00Z,RINCÓN,55821
2021-06-13T00:00:00Z,FABRICA,4152
2021-06-20T00:00:00Z,107,53590
2021-06-20T00:00:00Z,315,69136
2021-06-20T00:00:00Z,440,365782
2021-06-20T00:00:00Z,740,127478
2021-06-20T00:00:00Z,PILAR 203,203011
2021-06-20T00:00:00Z,CP25 A,8689
2021-06-20T00:00:00Z,C AZUL,8847
2021-06-20T00:00:00Z,LINEA A,47593
2021-06-20T00:00:00Z,CP33/9,21645
2021-06-20T00:00:00Z,MORENO 203,269535
2021-06-20T00:00:00Z,CN33/9,4267
2021-06-20T00:00:00Z,103,56173
2021-06-20T00:00:00Z,41,138688
2021-06-20T00:00:00Z,110,59241
2021-06-20T00:00:00Z,C NEGRA,10806
2021-06-20T00:00:00Z,102/144,20463
2021-06-20T00:00:00Z,143/136/137,40180
2021-06-20T00:00:00Z,145/133,54108
2021-06-20T00:00:00Z,133/125,30075
2021-06-20T00:00:00Z,130/146,32916
2021-06-20T00:00:00Z,128,27201
2021-06-20T00:00:00Z,35/9,30755
2021-06-20T00:00:00Z,142,61381
2021-06-20T00:00:00Z,101,14382
2021-06-20T00:00:00Z,EXPRESO,69338
2021-06-20T00:00:00Z,RINCÓN,50138
2021-06-20T00:00:00Z,FABRICA,557
2021-06-27T00:00:00Z,107,65000
2021-06-27T00:00:00Z,315,77640
2021-06-27T00:00:00Z,440,401322
2021-06-27T00:00:00Z,740,142372
2021-06-27T00:00:00Z,PILAR 203,219430
2021-06-27T00:00:00Z,CP25 A,9707
2021-06-27T00:00:00Z,C AZUL,10960
2021-06-27T00:00:00Z,LINEA A,52767
2021-06-27T00:00:00Z,CP33/9,26179
2021-06-27T00:00:00Z,MORENO 203,285906
2021-06-27T00:00:00Z,CN33/9,5052
2021-06-27T00:00:00Z,103,68979
2021-06-27T00:00:00Z,41,153522
2021-06-27T00:00:00Z,110,72314
2021-06-27T00:00:00Z,C NEGRA,14227
2021-06-27T00:00:00Z,102/144,24764
2021-06-27T00:00:00Z,143/136/137,45827
2021-06-27T00:00:00Z,145/133,65504
2021-06-27T00:00:00Z,133/125,34726
2021-06-27T00:00:00Z,130/146,39869
2021-06-27T00:00:00Z,128,33513
2021-06-27T00:00:00Z,35/9,36548
2021-06-27T00:00:00Z,142,74153
2021-06-27T00:00:00Z,101,17616
2021-06-27T00:00:00Z,EXPRESO,84145
2021-06-27T00:00:00Z,RINCÓN,61043
2021-06-27T00:00:00Z,FABRICA,852
2021-07-04T00:00:00Z,107,66466
2021-07-04T00:00:00Z,315,84586
2021-07-04T00:00:00Z,440,422483
2021-07-04T00:00:00Z,740,144682
2021-07-04T00:00:00Z,PILAR 203,217577
2021-07-04T00:00:00Z,CP25 A,10033
2021-07-04T00:00:00Z,C AZUL,8279
2021-07-04T00:00:00Z,LINEA A,55837
2021-07-04T00:00:00Z,CP33/9,26001
2021-07-04T00:00:00Z,MORENO 203,290016
2021-07-04T00:00:00Z,CN33/9,5102
2021-07-04T00:00:00Z,103,70526
2021-07-04T00:00:00Z,41,152510
2021-07-04T00:00:00Z,110,74907
2021-07-04T00:00:00Z,C NEGRA,10316
2021-07-04T00:00:00Z,102/144,26160
2021-07-04T00:00:00Z,143/136/137,48030
2021-07-04T00:00:00Z,145/133,68140
2021-07-04T00:00:00Z,133/125,35321
2021-07-04T00:00:00Z,130/146,40946
2021-07-04T00:00:00Z,128,34189
2021-07-04T00:00:00Z,35/9,36059
2021-07-04T00:00:00Z,142,76294
2021-07-04T00:00:00Z,101,18326
2021-07-04T00:00:00Z,EXPRESO,86312
2021-07-04T00:00:00Z,RINCÓN,45139
2021-07-04T00:00:00Z,FABRICA,673
2021-07-11T00:00:00Z,107,69472
2021-07-11T00:00:00Z,315,86676
2021-07-11T00:00:00Z,440,441693
2021-07-11T00:00:00Z,740,155616
2021-07-11T00:00:00Z,PILAR 203,223447
2021-07-11T00:00:00Z,CP25 A,9183
2021-07-11T00:00:00Z,LINEA A,55929
2021-07-11T00:00:00Z,CP33/9,24472
2021-07-11T00:00:00Z,MORENO 203,302647
2021-07-11T00:00:00Z,CN33/9,5060
2021-07-11T00:00:00Z,103,72463
2021-07-11T00:00:00Z,41,164695
2021-07-11T00:00:00Z,110,75389
2021-07-11T00:00:00Z,102/144,25450
2021-07-11T00:00:00Z,143/136/137,49860
2021-07-11T00:00:00Z,145/133,66458
2021-07-11T00:00:00Z,133/125,35319
2021-07-11T00:00:00Z,130/146,40334
2021-07-11T00:00:00Z,128,33874
2021-07-11T00:00:00Z,35/9,37416
2021-07-11T00:00:00Z,142,76362
2021-07-11T00:00:00Z,101,18107
2021-07-11T00:00:00Z,EXPRESO,85146
2021-07-11T00:00:00Z,FABRICA,2135
2021-07-11T00:00:00Z,C AZUL,8035
2021-07-11T00:00:00Z,C NEGRA,9701
2021-07-11T00:00:00Z,RINCÓN,43136
2021-07-18T00:00:00Z,107,74107
2021-07-18T00:00:00Z,315,80802
2021-07-18T00:00:00Z,440,427121
2021-07-18T00:00:00Z,740,147210
2021-07-18T00:00:00Z,PILAR 203,230368
2021-07-18T00:00:00Z,CP25 A,11029
2021-07-18T00:00:00Z,C AZUL,11550
2021-07-18T00:00:00Z,LINEA A,61945
2021-07-18T00:00:00Z,CP33/9,27523
2021-07-18T00:00:00Z,MORENO 203,309925
2021-07-18T00:00:00Z,CN33/9,5552
2021-07-18T00:00:00Z,103,78724
2021-07-18T00:00:00Z,41,154881
2021-07-18T00:00:00Z,110,81011
2021-07-18T00:00:00Z,C NEGRA,14660
2021-07-18T00:00:00Z,102/144,27099
2021-07-18T00:00:00Z,143/136/137,54418
2021-07-18T00:00:00Z,145/133,71354
2021-07-18T00:00:00Z,133/125,38968
2021-07-18T00:00:00Z,130/146,43135
2021-07-18T00:00:00Z,128,37416
2021-07-18T00:00:00Z,35/9,41625
2021-07-18T00:00:00Z,142,83612
2021-07-18T00:00:00Z,101,20153
2021-07-18T00:00:00Z,EXPRESO,93087
2021-07-18T00:00:00Z,RINCÓN,65485
2021-07-18T00:00:00Z,FABRICA,4276
2021-07-25T00:00:00Z,107,79989
2021-07-25T00:00:00Z,315,76576
2021-07-25T00:00:00Z,440,409377
2021-07-25T00:00:00Z,740,142499
2021-07-25T00:00:00Z,PILAR 203,236716
2021-07-25T00:00:00Z,CP25 A,12433
2021-07-25T00:00:00Z,C AZUL,12686
2021-07-25T00:00:00Z,LINEA A,63965
2021-07-25T00:00:00Z,CP33/9,30392
2021-07-25T00:00:00Z,MORENO 203,307190
2021-07-25T00:00:00Z,CN33/9,5811
2021-07-25T00:00:00Z,103,83914
2021-07-25T00:00:00Z,41,154176
2021-07-25T00:00:00Z,110,90920
2021-07-25T00:00:00Z,C NEGRA,15967
2021-07-25T00:00:00Z,102/144,33724
2021-07-25T00:00:00Z,143/136/137,59243
2021-07-25T00:00:00Z,145/133,79494
2021-07-25T00:00:00Z,133/125,42958
2021-07-25T00:00:00Z,130/146,48758
2021-07-25T00:00:00Z,128,43367
2021-07-25T00:00:00Z,35/9,46485
2021-07-25T00:00:00Z,142,93411
2021-07-25T00:00:00Z,101,24990
2021-07-25T00:00:00Z,EXPRESO,101925
2021-07-25T00:00:00Z,RINCÓN,73612
2021-07-25T00:00:00Z,FABRICA,4189
2021-08-01T00:00:00Z,107,87505
2021-08-01T00:00:00Z,315,95990
2021-08-01T00:00:00Z,440,500112
2021-08-01T00:00:00Z,740,168160
2021-08-01T00:00:00Z,PILAR 203,257653
2021-08-01T00:00:00Z,CP25 A,13692
2021-08-01T00:00:00Z,C AZUL,13707
2021-08-01T00:00:00Z,LINEA A,69199
2021-08-01T00:00:00Z,CP33/9,33643
2021-08-01T00:00:00Z,MORENO 203,335555
2021-08-01T00:00:00Z,CN33/9,6428
2021-08-01T00:00:00Z,103,91855
2021-08-01T00:00:00Z,41,172305
2021-08-01T00:00:00Z,110,98589
2021-08-01T00:00:00Z,C NEGRA,18060
2021-08-01T00:00:00Z,102/144,38431
2021-08-01T00:00:00Z,143/136/137,65514
2021-08-01T00:00:00Z,145/133,87339
2021-08-01T00:00:00Z,133/125,46077
2021-08-01T00:00:00Z,130/146,53811
2021-08-01T00:00:00Z,128,48286
2021-08-01T00:00:00Z,35/9,46298
2021-08-01T00:00:00Z,142,101829
2021-08-01T00:00:00Z,101,27516
2021-08-01T00:00:00Z,EXPRESO,112225
2021-08-01T00:00:00Z,RINCÓN,80455
2021-08-01T00:00:00Z,FABRICA,4209
2021-08-08T00:00:00Z,107,90928
2021-08-08T00:00:00Z,315,89948
2021-08-08T00:00:00Z,440,489423
2021-08-08T00:00:00Z,740,160579
2021-08-08T00:00:00Z,PILAR 203,251345
2021-08-08T00:00:00Z,CP25 A,13746
2021-08-08T00:00:00Z,C AZUL,13320
2021-08-08T00:00:00Z,LINEA A,69820
2021-08-08T00:00:00Z,CP33/9,32879
2021-08-08T00:00:00Z,MORENO 203,327229
2021-08-08T00:00:00Z,CN33/9,6470
2021-08-08T00:00:00Z,103,94279
2021-08-08T00:00:00Z,41,181310
2021-08-08T00:00:00Z,110,100706
2021-08-08T00:00:00Z,C NEGRA,17862
2021-08-08T00:00:00Z,102/144,38869
2021-08-08T00:00:00Z,143/136/137,67230
2021-08-08T00:00:00Z,145/133,91236
2021-08-08T00:00:00Z,133/125,45980
2021-08-08T00:00:00Z,130/146,56668
2021-08-08T00:00:00Z,128,49545
2021-08-08T00:00:00Z,35/9,45648
2021-08-08T00:00:00Z,142,103492
2021-08-08T00:00:00Z,101,28407
2021-08-08T00:00:00Z,EXPRESO,112162
2021-08-08T00:00:00Z,RINCÓN,81593
2021-08-08T00:00:00Z,FABRICA,4286
2021-08-15T00:00:00Z,107,80910
2021-08-15T00:00:00Z,315,95119
2021-08-15T00:00:00Z,440,480568
2021-08-15T00:00:00Z,740,153996
2021-08-15T00:00:00Z,PILAR 203,253754
2021-08-15T00:00:00Z,CP25 A,13659
2021-08-15T00:00:00Z,C AZUL,13133
2021-08-15T00:00:00Z,LINEA A,69255
2021-08-15T00:00:00Z,CP33/9,32175
2021-08-15T00:00:00Z,MORENO 203,337206
2021-08-15T00:00:00Z,CN33/9,6265
2021-08-15T00:00:00Z,103,84396
2021-08-15T00:00:00Z,41,171176
2021-08-15T00:00:00Z,110,94017
2021-08-15T00:00:00Z,C NEGRA,16065
2021-08-15T00:00:00Z,102/144,36507
2021-08-15T00:00:00Z,143/136/137,61886
2021-08-15T00:00:00Z,145/133,81983
2021-08-15T00:00:00Z,133/125,43503
2021-08-15T00:00:00Z,130/146,50590
2021-08-15T00:00:00Z,128,44506
2021-08-15T00:00:00Z,35/9,43431
2021-08-15T00:00:00Z,142,94754
2021-08-15T00:00:00Z,101,25484
2021-08-15T00:00:00Z,EXPRESO,106359
2021-08-15T00:00:00Z,RINCÓN,77869
2021-08-15T00:00:00Z,FABRICA,790
2021-08-22T00:00:00Z,107,92270
2021-08-22T00:00:00Z,315,98624
2021-08-22T00:00:00Z,440,512511
2021-08-22T00:00:00Z,740,170385
2021-08-22T00:00:00Z,PILAR 203,268289
2021-08-22T00:00:00Z,CP25 A,15311
2021-08-22T00:00:00Z,C AZUL,14873
2021-08-22T00:00:00Z,LINEA A,73594
2021-08-22T00:00:00Z,CP33/9,35669
2021-08-22T00:00:00Z,MORENO 203,349780
2021-08-22T00:00:00Z,CN33/9,6697
2021-08-22T00:00:00Z,103,98137
2021-08-22T00:00:00Z,41,188695
2021-08-22T00:00:00Z,110,106572
2021-08-22T00:00:00Z,C NEGRA,18482
2021-08-22T00:00:00Z,102/144,41139
2021-08-22T00:00:00Z,143/136/137,69402
2021-08-22T00:00:00Z,145/133,94529
2021-08-22T00:00:00Z,133/125,48012
2021-08-22T00:00:00Z,130/146,58124
2021-08-22T00:00:00Z,128,51603
2021-08-22T00:00:00Z,35/9,50816
2021-08-22T00:00:00Z,142,110053
2021-08-22T00:00:00Z,101,29518
2021-08-22T00:00:00Z,EXPRESO,116996
2021-08-22T00:00:00Z,RINCÓN,86308
2021-08-22T00:00:00Z,FABRICA,932
2021-08-29T00:00:00Z,107,89981
2021-08-29T00:00:00Z,315,96119
2021-08-29T00:00:00Z,440,498072
2021-08-29T00:00:00Z,740,164614
2021-08-29T00:00:00Z,PILAR 203,259036
2021-08-29T00:00:00Z,CP25 A,13847
2021-08-29T00:00:00Z,C AZUL,14573
2021-08-29T00:00:00Z,LINEA A,67666
2021-08-29T00:00:00Z,CP33/9,34333
2021-08-29T00:00:00Z,MORENO 203,345303
2021-08-29T00:00:00Z,CN33/9,6395
2021-08-29T00:00:00Z,103,97308
2021-08-29T00:00:00Z,41,187245
2021-08-29T00:00:00Z,110,104874
2021-08-29T00:00:00Z,C NEGRA,19031
2021-08-29T00:00:00Z,102/144,42968
2021-08-29T00:00:00Z,143/136/137,68082
2021-08-29T00:00:00Z,145/133,93461
2021-08-29T00:00:00Z,133/125,46819
2021-08-29T00:00:00Z,130/146,56925
2021-08-29T00:00:00Z,128,50568
2021-08-29T00:00:00Z,35/9,48454
2021-08-29T00:00:00Z,142,106807
2021-08-29T00:00:00Z,101,29293
2021-08-29T00:00:00Z,EXPRESO,113168
2021-08-29T00:00:00Z,RINCÓN,84455
2021-08-29T00:00:00Z,FABRICA,1007
2021-09-05T00:00:00Z,107,96804
2021-09-05T00:00:00Z,315,91533
2021-09-05T00:00:00Z,440,488096
2021-09-05T00:00:00Z,740,161551
2021-09-05T00:00:00Z,PILAR 203,249871
2021-09-05T00:00:00Z,CP25 A,14582
2021-09-05T00:00:00Z,C AZUL,15752
2021-09-05T00:00:00Z,LINEA A,73312
2021-09-05T00:00:00Z,CP33/9,34073
2021-09-05T00:00:00Z,MORENO 203,337379
2021-09-05T00:00:00Z,CN33/9,6856
2021-09-05T00:00:00Z,103,103945
2021-09-05T00:00:00Z,41,184840
2021-09-05T00:00:00Z,110,109033
2021-09-05T00:00:00Z,C NEGRA,20469
2021-09-05T00:00:00Z,102/144,45642
2021-09-05T00:00:00Z,143/136/137,72329
2021-09-05T00:00:00Z,145/133,99346
2021-09-05T00:00:00Z,133/125,50652
2021-09-05T00:00:00Z,130/146,61254
2021-09-05T00:00:00Z,128,54596
2021-09-05T00:00:00Z,35/9,52766
2021-09-05T00:00:00Z,142,116360
2021-09-05T00:00:00Z,101,32740
2021-09-05T00:00:00Z,EXPRESO,123454
2021-09-05T00:00:00Z,RINCÓN,89986
2021-09-05T00:00:00Z,FABRICA,1727
2021-09-12T00:00:00Z,107,98718
2021-09-12T00:00:00Z,315,108138
2021-09-12T00:00:00Z,440,527851
2021-09-12T00:00:00Z,740,174656
2021-09-12T00:00:00Z,PILAR 203,270070
2021-09-12T00:00:00Z,C AZUL,15848
2021-09-12T00:00:00Z,LINEA A,73101
2021-09-12T00:00:00Z,CP33/9,34781
2021-09-12T00:00:00Z,MORENO 203,352872
2021-09-12T00:00:00Z,CN33/9,6719
2021-09-12T00:00:00Z,103,106053
2021-09-12T00:00:00Z,41,187333
2021-09-12T00:00:00Z,110,116526
2021-09-12T00:00:00Z,C NEGRA,20306
2021-09-12T00:00:00Z,102/144,48161
2021-09-12T00:00:00Z,143/136/137,73883
2021-09-12T00:00:00Z,145/133,104684
2021-09-12T00:00:00Z,133/125,53037
2021-09-12T00:00:00Z,130/146,64019
2021-09-12T00:00:00Z,128,56705
2021-09-12T00:00:00Z,35/9,53693
2021-09-12T00:00:00Z,142,119315
2021-09-12T00:00:00Z,101,34904
2021-09-12T00:00:00Z,EXPRESO,124633
2021-09-12T00:00:00Z,RINCÓN,91717
2021-09-12T00:00:00Z,CP25 A,16511
2021-09-12T00:00:00Z,FABRICA,4340
2021-09-19T00:00:00Z,107,100519
2021-09-19T00:00:00Z,315,120930
2021-09-19T00:00:00Z,440,562190
2021-09-19T00:00:00Z,740,182226
2021-09-19T00:00:00Z,PILAR 203,286967
2021-09-19T00:00:00Z,CP25 A,18090
2021-09-19T00:00:00Z,C AZUL,16179
2021-09-19T00:00:00Z,LINEA A,81225
2021-09-19T00:00:00Z,CP33/9,40189
2021-09-19T00:00:00Z,MORENO 203,381819
2021-09-19T00:00:00Z,CN33/9,7634
2021-09-19T00:00:00Z,103,107380
2021-09-19T00:00:00Z,41,199310
2021-09-19T00:00:00Z,110,116075
2021-09-19T00:00:00Z,C NEGRA,20899
2021-09-19T00:00:00Z,102/144,48624
2021-09-19T00:00:00Z,143/136/137,74657
2021-09-19T00:00:00Z,145/133,105355
2021-09-19T00:00:00Z,133/125,54050
2021-09-19T00:00:00Z,130/146,63452
2021-09-19T00:00:00Z,128,56388
2021-09-19T00:00:00Z,35/9,54532
2021-09-19T00:00:00Z,142,121557
2021-09-19T00:00:00Z,101,34445
2021-09-19T00:00:00Z,EXPRESO,127717
2021-09-19T00:00:00Z,RINCÓN,96491
2021-09-19T00:00:00Z,FABRICA,4510
2021-09-26T00:00:00Z,107,99384
2021-09-26T00:00:00Z,315,117120
2021-09-26T00:00:00Z,440,535175
2021-09-26T00:00:00Z,740,172268
2021-09-26T00:00:00Z,PILAR 203,279512
2021-09-26T00:00:00Z,CP25 A,16766
2021-09-26T00:00:00Z,C AZUL,15459
2021-09-26T00:00:00Z,LINEA A,77356
2021-09-26T00:00:00Z,CP33/9,39091
2021-09-26T00:00:00Z,MORENO 203,380735
2021-09-26T00:00:00Z,CN33/9,7831
2021-09-26T00:00:00Z,103,107162
2021-09-26T00:00:00Z,41,202114
2021-09-26T00:00:00Z,110,114172
2021-09-26T00:00:00Z,C NEGRA,20071
2021-09-26T00:00:00Z,102/144,49599
2021-09-26T00:00:00Z,143/136/137,74649
2021-09-26T00:00:00Z,145/133,105459
2021-09-26T00:00:00Z,133/125,52569
2021-09-26T00:00:00Z,130/146,62536
2021-09-26T00:00:00Z,128,56988
2021-09-26T00:00:00Z,35/9,54040
2021-09-26T00:00:00Z,142,120020
2021-09-26T00:00:00Z,101,34911
2021-09-26T00:00:00Z,EXPRESO,127475
2021-09-26T00:00:00Z,RINCÓN,92077
2021-09-26T00:00:00Z,FABRICA,4539
2021-10-03T00:00:00Z,107,94193
2021-10-03T00:00:00Z,315,124295
2021-10-03T00:00:00Z,440,560688
2021-10-03T00:00:00Z,740,182493
2021-10-03T00:00:00Z,PILAR 203,288548
2021-10-03T00:00:00Z,CP25 A,17040
2021-10-03T00:00:00Z,C AZUL,15295
2021-10-03T00:00:00Z,LINEA A,80785
2021-10-03T00:00:00Z,CP33/9,39484
2021-10-03T00:00:00Z,MORENO 203,409208
2021-10-03T00:00:00Z,CN33/9,7671
2021-10-03T00:00:00Z,103,98278
2021-10-03T00:00:00Z,41,196889
2021-10-03T00:00:00Z,110,103782
2021-10-03T00:00:00Z,C NEGRA,20235
2021-10-03T00:00:00Z,102/144,42304
2021-10-03T00:00:00Z,143/136/137,68855
2021-10-03T00:00:00Z,145/133,95502
2021-10-03T00:00:00Z,133/125,49262
2021-10-03T00:00:00Z,130/146,57760
2021-10-03T00:00:00Z,128,51472
2021-10-03T00:00:00Z,35/9,53577
2021-10-03T00:00:00Z,142,112877
2021-10-03T00:00:00Z,101,30499
2021-10-03T00:00:00Z,EXPRESO,125076
2021-10-03T00:00:00Z,RINCÓN,91272
2021-10-03T00:00:00Z,FABRICA,3609
2021-10-10T00:00:00Z,107,91156
2021-10-10T00:00:00Z,315,119634
2021-10-10T00:00:00Z,440,546570
2021-10-10T00:00:00Z,740,184801
2021-10-10T00:00:00Z,PILAR 203,284743
2021-10-10T00:00:00Z,CP25 A,16144
2021-10-10T00:00:00Z,C AZUL,14229
2021-10-10T00:00:00Z,LINEA A,75168
2021-10-10T00:00:00Z,CP33/9,37381
2021-10-10T00:00:00Z,MORENO 203,402278
2021-10-10T00:00:00Z,CN33/9,7589
2021-10-10T00:00:00Z,103,99158
2021-10-10T00:00:00Z,41,190753
2021-10-10T00:00:00Z,110,104086
2021-10-10T00:00:00Z,C NEGRA,18582
2021-10-10T00:00:00Z,102/144,43230
2021-10-10T00:00:00Z,143/136/137,69613
2021-10-10T00:00:00Z,145/133,97108
2021-10-10T00:00:00Z,133/125,48743
2021-10-10T00:00:00Z,130/146,58285
2021-10-10T00:00:00Z,128,51562
2021-10-10T00:00:00Z,35/9,49387
2021-10-10T00:00:00Z,142,113494
2021-10-10T00:00:00Z,101,32322
2021-10-10T00:00:00Z,EXPRESO,121231
2021-10-10T00:00:00Z,RINCÓN,82126
2021-10-10T00:00:00Z,FABRICA,3633
2021-10-17T00:00:00Z,107,105252
2021-10-17T00:00:00Z,315,128964
2021-10-17T00:00:00Z,440,593065
2021-10-17T00:00:00Z,740,211570
2021-10-17T00:00:00Z,PILAR 203,305543
2021-10-17T00:00:00Z,CP25 A,17913
2021-10-17T00:00:00Z,C AZUL,17192
2021-10-17T00:00:00Z,LINEA A,82591
2021-10-17T00:00:00Z,CP33/9,43722
2021-10-17T00:00:00Z,MORENO 203,418651
2021-10-17T00:00:00Z,CN33/9,8361
2021-10-17T00:00:00Z,103,113837
2021-10-17T00:00:00Z,41,218153
2021-10-17T00:00:00Z,110,125719
2021-10-17T00:00:00Z,C NEGRA,22111
2021-10-17T00:00:00Z,102/144,51659
2021-10-17T00:00:00Z,143/136/137,80325
2021-10-17T00:00:00Z,145/133,110847
2021-10-17T00:00:00Z,133/125,56869
2021-10-17T00:00:00Z,130/146,68374
2021-10-17T00:00:00Z,128,59203
2021-10-17T00:00:00Z,35/9,57932
2021-10-17T00:00:00Z,142,129073
2021-10-17T00:00:00Z,101,36993
2021-10-17T00:00:00Z,EXPRESO,136146
2021-10-17T00:00:00Z,RINCÓN,96195
2021-10-17T00:00:00Z,FABRICA,4554
2021-10-24T00:00:00Z,107,108299
2021-10-24T00:00:00Z,315,134877
2021-10-24T00:00:00Z,440,588147
2021-10-24T00:00:00Z,740,211833
2021-10-24T00:00:00Z,PILAR 203,299498
2021-10-24T00:00:00Z,CP25 A,18115
2021-10-24T00:00:00Z,C AZUL,17770
2021-10-24T00:00:00Z,LINEA A,85520
2021-10-24T00:00:00Z,CP33/9,45010
2021-10-24T00:00:00Z,MORENO 203,426851
2021-10-24T00:00:00Z,CN33/9,8202
2021-10-24T00:00:00Z,103,116263
2021-10-24T00:00:00Z,41,217444
2021-10-24T00:00:00Z,110,125772
2021-10-24T00:00:00Z,C NEGRA,23640
2021-10-24T00:00:00Z,102/144,52856
2021-10-24T00:00:00Z,143/136/137,81064
2021-10-24T00:00:00Z,145/133,116127
2021-10-24T00:00:00Z,133/125,56964
2021-10-24T00:00:00Z,130/146,70095
2021-10-24T00:00:00Z,128,60491
2021-10-24T00:00:00Z,35/9,57905
2021-10-24T00:00:00Z,142,131380
2021-10-24T00:00:00Z,101,38437
2021-10-24T00:00:00Z,EXPRESO,139601
2021-10-24T00:00:00Z,RINCÓN,102828
2021-10-24T00:00:00Z,FABRICA,3614
2021-10-31T00:00:00Z,107,109549
2021-10-31T00:00:00Z,315,133559
2021-10-31T00:00:00Z,440,603349
2021-10-31T00:00:00Z,740,220483
2021-10-31T00:00:00Z,PILAR 203,306192
2021-10-31T00:00:00Z,CP25 A,19008
2021-10-31T00:00:00Z,C AZUL,16717
2021-10-31T00:00:00Z,LINEA A,84112
2021-10-31T00:00:00Z,CP33/9,44228
2021-10-31T00:00:00Z,MORENO 203,436667
2021-10-31T00:00:00Z,CN33/9,7986
2021-10-31T00:00:00Z,103,116746
2021-10-31T00:00:00Z,41,221999
2021-10-31T00:00:00Z,110,124173
2021-10-31T00:00:00Z,C NEGRA,20957
2021-10-31T00:00:00Z,102/144,51836
2021-10-31T00:00:00Z,143/136/137,83315
2021-10-31T00:00:00Z,145/133,113078
2021-10-31T00:00:00Z,133/125,57819
2021-10-31T00:00:00Z,130/146,68763
2021-10-31T00:00:00Z,128,60119
2021-10-31T00:00:00Z,35/9,58076
2021-10-31T00:00:00Z,142,133669
2021-10-31T00:00:00Z,101,38226
2021-10-31T00:00:00Z,EXPRESO,139496
2021-10-31T00:00:00Z,RINCÓN,92485
2021-10-31T00:00:00Z,FABRICA,2280
2021-11-07T00:00:00Z,107,114730
2021-11-07T00:00:00Z,315,127712
2021-11-07T00:00:00Z,440,639704
2021-11-07T00:00:00Z,740,229090
2021-11-07T00:00:00Z,PILAR 203,323481
2021-11-07T00:00:00Z,CP25 A,20103
2021-11-07T00:00:00Z,C AZUL,18900
2021-11-07T00:00:00Z,LINEA A,88708
2021-11-07T00:00:00Z,CP33/9,47331
2021-11-07T00:00:00Z,MORENO 203,447250
2021-11-07T00:00:00Z,CN33/9,9012
2021-11-07T00:00:00Z,103,122361
2021-11-07T00:00:00Z,41,226417
2021-11-07T00:00:00Z,110,133617
2021-11-07T00:00:00Z,C NEGRA,24229
2021-11-07T00:00:00Z,102/144,54226
2021-11-07T00:00:00Z,143/136/137,84902
2021-11-07T00:00:00Z,145/133,119337
2021-11-07T00:00:00Z,133/125,60509
2021-11-07T00:00:00Z,130/146,74018
2021-11-07T00:00:00Z,128,64087
2021-11-07T00:00:00Z,35/9,60053
2021-11-07T00:00:00Z,142,141289
2021-11-07T00:00:00Z,101,40487
2021-11-07T00:00:00Z,EXPRESO,148884
2021-11-07T00:00:00Z,RINCÓN,108195
2021-11-07T00:00:00Z,FABRICA,4580
2021-11-14T00:00:00Z,107,105070
2021-11-14T00:00:00Z,315,108106
2021-11-14T00:00:00Z,440,576595
2021-11-14T00:00:00Z,740,209249
2021-11-14T00:00:00Z,PILAR 203,289415
2021-11-14T00:00:00Z,CP25 A,18626
2021-11-14T00:00:00Z,C AZUL,16467
2021-11-14T00:00:00Z,LINEA A,79120
2021-11-14T00:00:00Z,CP33/9,41127
