Semana,Linea,KM
2020-01-19T00:00:00Z,L130,14411.733
2022-04-10T00:00:00Z,L102/144,19956.549
2021-12-12T00:00:00Z,L101,18134.87
2023-08-27T00:00:00Z,L133/125,37689.87
2019-09-01T00:00:00Z,L130,17316.052
2020-08-16T00:00:00Z,L740,51159.79
2020-04-26T00:00:00Z,L146,23688.037
2022-03-27T00:00:00Z,L145/133,54953.39
2019-04-14T00:00:00Z,L125,15188.049
2023-01-29T00:00:00Z,L101,18177.611
2022-08-07T00:00:00Z,359V,4444.558
2022-01-02T00:00:00Z,L103,37927.961
2019-12-22T00:00:00Z,L146,34556.84
2022-08-14T00:00:00Z,L103,43628.257
2021-03-07T00:00:00Z,LIGM,27535.913
2021-04-25T00:00:00Z,L740,56199.49
2020-10-11T00:00:00Z,L740,52054.41
2022-07-31T00:00:00Z,L122,55021.688
2021-02-07T00:00:00Z,L130/146,35786.489
2019-08-11T00:00:00Z,L146,39246.669
2023-05-21T00:00:00Z,L138,20242.429
2021-09-26T00:00:00Z,L740,57028.06
2023-05-07T00:00:00Z,L101,23084.635
2019-12-15T00:00:00Z,L101,24553.269
2019-11-10T00:00:00Z,L146,40262.171
2022-12-18T00:00:00Z,L101,19202.865
2022-07-10T00:00:00Z,L101,17690.582
2019-04-07T00:00:00Z,L128,34614.998
2019-07-14T00:00:00Z,L133,4947.545
2021-09-12T00:00:00Z,L315,40450.78
2023-02-05T00:00:00Z,L110,45633.187
2021-04-11T00:00:00Z,L107,41081.554
2022-09-11T00:00:00Z,L740,65175.7300000001
2023-01-15T00:00:00Z,L101,17723.434
2020-04-05T00:00:00Z,L125,7613.859
2021-09-12T00:00:00Z,L130/146,35337.87
2021-05-30T00:00:00Z,L133/125,36058.128
2023-04-09T00:00:00Z,L126,12284.031
2022-05-15T00:00:00Z,L143/136/137,28534.925
2021-11-28T00:00:00Z,L143/136/137,38259.374
2022-01-09T00:00:00Z,L145/133,40062.311
2019-11-24T00:00:00Z,L145,38344.728
2022-01-23T00:00:00Z,L740,55042.42
2021-07-04T00:00:00Z,L133/125,27621.323
2023-06-18T00:00:00Z,LI41,60943.5500000001
2022-05-01T00:00:00Z,L140,18309.29
2021-07-11T00:00:00Z,L142,55095.284
2020-04-05T00:00:00Z,359V,27729.364
2023-01-22T00:00:00Z,L145/133,43993.448
2019-07-14T00:00:00Z,L101,24545.268
2023-02-26T00:00:00Z,L145/133,46605.169
2023-02-19T00:00:00Z,LIGM,10816.556
2019-09-01T00:00:00Z,L315,64617.027
2019-07-28T00:00:00Z,L125,17213.747
2020-11-29T00:00:00Z,L146,31890.863
2022-12-11T00:00:00Z,L145/133,49061.472
2023-11-05T00:00:00Z,L122,58130.505
2022-07-24T00:00:00Z,L143/136/137,41364.261
2020-11-01T00:00:00Z,L146,31036.811
2023-02-12T00:00:00Z,L143/136/137,36007.525
2021-03-07T00:00:00Z,L740,54198.22
2019-12-22T00:00:00Z,L133,37818.943
2023-05-14T00:00:00Z,L140,25939.095
2023-07-02T00:00:00Z,L315,51435.63
2020-04-12T00:00:00Z,L133,27442.573
2023-01-29T00:00:00Z,L740,53692.71
2023-07-30T00:00:00Z,L102/144,24024.341
2022-10-23T00:00:00Z,L145/133,52889.72
2020-09-27T00:00:00Z,L740,58441.88
2021-06-20T00:00:00Z,L142,49686.3069999999
2021-05-09T00:00:00Z,L740,60714.82
2021-05-23T00:00:00Z,L103,18164.396
2021-04-25T00:00:00Z,L143/136/137,41889.774
2022-10-30T00:00:00Z,L740,67941.8500000001
2022-09-18T00:00:00Z,L740,66995.6300000001
2023-11-05T00:00:00Z,L138,21730.28
2020-09-13T00:00:00Z,L145,18036.699
2023-06-04T00:00:00Z,L146,36689.718
2020-08-16T00:00:00Z,L128,19745.994
2023-01-22T00:00:00Z,L101,17771.49
2023-06-25T00:00:00Z,L146,35542.623
2022-10-09T00:00:00Z,L110,31659.699
2023-09-03T00:00:00Z,L146,35724.283
2022-03-13T00:00:00Z,L315,71894.59
2021-09-19T00:00:00Z,L143/136/137,35540.054
2023-07-02T00:00:00Z,L128,28006.684
2022-03-06T00:00:00Z,L145/133,56009.811
2020-08-23T00:00:00Z,L101,6838.995
2022-11-06T00:00:00Z,L110,57265.4310000001
2021-05-23T00:00:00Z,L133/125,22931.098
2022-02-20T00:00:00Z,LIGM,25344.125
2021-08-01T00:00:00Z,L130/146,33193.203
2019-02-10T00:00:00Z,L440,205745.061
2023-01-08T00:00:00Z,L740,55480.41
2019-07-14T00:00:00Z,L740,75013.648
2022-11-27T00:00:00Z,LI41,75118.85
2019-02-17T00:00:00Z,L315,48878.627
2019-12-08T00:00:00Z,L128,28978.946
2021-11-21T00:00:00Z,L101,16862.095
2023-01-01T00:00:00Z,L101,17940.477
2019-04-21T00:00:00Z,L144,16411.889
2019-10-20T00:00:00Z,L144,16297.817
2020-08-09T00:00:00Z,L315,46605.65
2022-08-28T00:00:00Z,L101,20122.81
2023-02-19T00:00:00Z,LI41,53477.55
2020-07-12T00:00:00Z,L740,54522.98
2020-04-12T00:00:00Z,LIGM,1272.113
2022-12-18T00:00:00Z,LIGM,20860.331
2023-09-03T00:00:00Z,L130,15611.85
2019-09-01T00:00:00Z,L740,73924.6439999999
2019-03-03T00:00:00Z,L144,12780.375
2023-03-05T00:00:00Z,L740,62832.75
2019-08-11T00:00:00Z,L144,16230.13
2021-11-14T00:00:00Z,L101,19007.45
2021-02-28T00:00:00Z,L130/146,33170.677
2021-10-24T00:00:00Z,L740,63867.63
2020-08-23T00:00:00Z,LIGM,22227.123
2020-06-14T00:00:00Z,L125,9257.60200000001
2019-08-11T00:00:00Z,L315,61380.189
2019-02-03T00:00:00Z,LI41,66432.1200000001
2020-10-04T00:00:00Z,LIGM,23077.645
2021-06-27T00:00:00Z,L740,56858.16
2019-06-02T00:00:00Z,L125,16671.56
2021-02-07T00:00:00Z,L102/144,17970.664
2022-12-25T00:00:00Z,L102/144,17731.943
2022-10-02T00:00:00Z,L122,50054.653
2023-02-26T00:00:00Z,LI41,63268.2
2022-08-28T00:00:00Z,LI41,70664.11
2021-08-08T00:00:00Z,L133/125,35905.882
2022-12-04T00:00:00Z,L103,40097.267
2023-03-05T00:00:00Z,LI41,76255.94
2023-09-24T00:00:00Z,L143/136/137,41737.195
2022-08-21T00:00:00Z,L102/144,22656.703
2021-08-29T00:00:00Z,LI41,75285.66
2021-08-08T00:00:00Z,L130/146,32677.364
2022-09-11T00:00:00Z,L122,54604.445
2022-03-06T00:00:00Z,L130/146,35728.271
2022-10-16T00:00:00Z,L740,68092.7500000001
2020-03-08T00:00:00Z,L144,16226.619
2022-12-11T00:00:00Z,LI41,75907.4099999999
2023-01-01T00:00:00Z,LI41,61054.96
2021-10-17T00:00:00Z,L128,26095.389
2022-02-06T00:00:00Z,L130/146,28279.913
2023-05-21T00:00:00Z,LI41,62193.41
2022-01-23T00:00:00Z,LIGM,26299.137
2022-06-26T00:00:00Z,L740,66278.2
2023-03-12T00:00:00Z,L740,62978.09
2022-12-11T00:00:00Z,L110,54077.715
2023-04-30T00:00:00Z,LI41,68642.25
2022-09-04T00:00:00Z,L145/133,55036.837
2019-08-11T00:00:00Z,L125,16394.222
2022-09-25T00:00:00Z,LI41,77874.28
2023-09-24T00:00:00Z,L101,21593.965
2020-04-05T00:00:00Z,L133,27617.506
2022-08-28T00:00:00Z,LIGM,25510.377
2022-07-31T00:00:00Z,L740,61803.19
2022-12-04T00:00:00Z,LI41,61837.77
2021-03-14T00:00:00Z,L740,59348.03
2023-03-19T00:00:00Z,LI41,68743.87
2021-05-16T00:00:00Z,LI41,80876.6500000001
2019-03-24T00:00:00Z,L144,16519.956
2019-06-09T00:00:00Z,L144,16222.515
2023-05-14T00:00:00Z,L103,60084.698
2019-12-01T00:00:00Z,L145,36073.268
2019-03-10T00:00:00Z,L144,15484.247
2021-09-19T00:00:00Z,L740,63091.79
2021-06-13T00:00:00Z,L142,54759.849
2023-10-29T00:00:00Z,LI41,75578.46
2020-11-29T00:00:00Z,L740,57075.59
2022-07-31T00:00:00Z,L102/144,22596.522
2019-03-17T00:00:00Z,L144,16541.151
2023-09-10T00:00:00Z,L146,35651.352
2023-04-09T00:00:00Z,LI41,76470.8099999999
2022-07-10T00:00:00Z,L130/146,31301.309
2023-08-20T00:00:00Z,L110,49653.76
2019-05-05T00:00:00Z,LI41,79589.6500000001
2023-07-09T00:00:00Z,LI41,76749
2023-03-12T00:00:00Z,LI41,76941.3
2019-04-28T00:00:00Z,L128,27989.262
2022-10-16T00:00:00Z,LI41,75664.7899999999
2020-07-05T00:00:00Z,L315,41733.435
2019-09-08T00:00:00Z,L144,16334.42
2022-08-21T00:00:00Z,LI41,79401.46
2019-06-30T00:00:00Z,L144,16135.107
2023-09-03T00:00:00Z,L126,11995.78
2022-05-01T00:00:00Z,L315,63828.55
2022-11-06T00:00:00Z,L101,23522.799
2019-08-18T00:00:00Z,L145,39107.849
2023-07-09T00:00:00Z,L128,27997.263
2019-12-01T00:00:00Z,L101,24561.082
2023-10-01T00:00:00Z,L140,26220.983
2020-04-19T00:00:00Z,L101,13512.088
2020-01-12T00:00:00Z,L145,33185.375
2021-11-28T00:00:00Z,L740,65400.47
2023-06-04T00:00:00Z,LI41,76418.33
2023-07-02T00:00:00Z,L133/125,40282.657
2021-03-21T00:00:00Z,L102/144,22830.946
2023-06-25T00:00:00Z,LI41,74907.5800000001
2021-01-03T00:00:00Z,L133,22875.015
2023-09-24T00:00:00Z,L102/144,23912.558
2020-06-28T00:00:00Z,L130,6604.79
2023-07-30T00:00:00Z,LI41,75437.11
2023-04-30T00:00:00Z,L740,56956.86
2022-12-11T00:00:00Z,L143/136/137,38169.695
2022-03-27T00:00:00Z,L315,63627.16
2022-10-23T00:00:00Z,LI41,76044.51
2022-06-12T00:00:00Z,L143/136/137,38603.176
2019-04-07T00:00:00Z,L144,16403.296
2023-04-16T00:00:00Z,LI41,75850.8300000001
2019-09-29T00:00:00Z,L144,16360.014
2022-12-18T00:00:00Z,LI41,61890.39
2023-04-02T00:00:00Z,LI41,64467.29
2023-02-26T00:00:00Z,L110,46846.066
2022-09-04T00:00:00Z,L130/146,37778.342
2020-06-21T00:00:00Z,L740,55537.62
2023-03-26T00:00:00Z,LIGM,21509.583
2020-03-29T00:00:00Z,LI41,37363.64
2020-04-19T00:00:00Z,LI41,47217.06
2023-09-10T00:00:00Z,LI41,75013.24
2023-05-21T00:00:00Z,L143/136/137,36684.986
2022-03-13T00:00:00Z,L740,65562.79
2019-01-20T00:00:00Z,LI41,66430.57
2023-01-01T00:00:00Z,L145/133,45798.296
2021-02-21T00:00:00Z,L130/146,34874.411
2019-03-17T00:00:00Z,LI41,78309.83
2021-07-04T00:00:00Z,L128,14329.174
2021-04-04T00:00:00Z,L133/125,42033.673
2019-06-02T00:00:00Z,L145,40045.656
2023-07-09T00:00:00Z,L146,37335.474
2021-03-21T00:00:00Z,L740,55452.02
2021-08-15T00:00:00Z,LI41,68742.7899999999
2019-08-25T00:00:00Z,L144,15332.873
2023-07-30T00:00:00Z,L101,23692.886
2019-07-21T00:00:00Z,L145,41692.959
2022-09-04T00:00:00Z,L102/144,23893.114
2023-01-29T00:00:00Z,L126,8614.826
2019-05-05T00:00:00Z,L145,42028.894
2019-09-22T00:00:00Z,L144,16997.071
2021-12-12T00:00:00Z,L107,42006.815
2022-06-26T00:00:00Z,L143/136/137,39481.09
2023-03-26T00:00:00Z,LI41,76077.02
2021-08-01T00:00:00Z,L143/136/137,37256.215
2019-01-06T00:00:00Z,LI41,66588.3100000001
2019-08-04T00:00:00Z,L144,16146.455
2019-07-21T00:00:00Z,L740,73388.488
2023-04-30T00:00:00Z,LIGM,17770.511
2022-09-18T00:00:00Z,L107,47447.456
2021-05-09T00:00:00Z,L143/136/137,35093.141
2022-01-09T00:00:00Z,L103,33951.976
2022-10-30T00:00:00Z,L101,22788.572
2022-12-25T00:00:00Z,L130/146,29036.224
2023-11-12T00:00:00Z,L110,12797.984
2023-02-12T00:00:00Z,L145/133,43815.275
2022-09-25T00:00:00Z,L740,64606.5799999999
2023-05-07T00:00:00Z,L145/133,54719.892
2021-10-10T00:00:00Z,L102/144,24324.03
2018-12-30T00:00:00Z,L128,17217.785
2019-09-15T00:00:00Z,L144,16567.764
2022-11-13T00:00:00Z,L102/144,22351.157
2020-03-22T00:00:00Z,L101,10644.126
2019-01-27T00:00:00Z,LI41,66474.6000000001
2023-11-12T00:00:00Z,L101,4874.064
2022-02-13T00:00:00Z,L128,19306.299
2023-01-01T00:00:00Z,L140,20735.038
2022-07-31T00:00:00Z,L145/133,54544.03
2023-10-08T00:00:00Z,LI41,62849.44
2022-03-27T00:00:00Z,L133/125,36018.209
2023-07-16T00:00:00Z,L138,20121.08
2019-06-09T00:00:00Z,LI41,79579.9500000001
2019-05-26T00:00:00Z,LI41,65640.74
2019-12-08T00:00:00Z,L101,23896.738
2023-05-21T00:00:00Z,L140,22861.409
2023-07-30T00:00:00Z,L133/125,39427.497
2019-06-02T00:00:00Z,LI41,78579.43
2019-11-10T00:00:00Z,L144,14661.075
2023-01-08T00:00:00Z,L103,45299.908
2022-09-25T00:00:00Z,L101,22724.82
2022-03-20T00:00:00Z,L128,23146.558
2019-02-10T00:00:00Z,L125,15892.078
2023-09-24T00:00:00Z,L103,53994.073
2023-08-20T00:00:00Z,L145/133,49724.732
2022-09-04T00:00:00Z,L110,57823.636
2022-02-13T00:00:00Z,L145/133,42049.103
2022-10-02T00:00:00Z,L145/133,48598.432
2020-04-12T00:00:00Z,L107,33632.567
2023-09-03T00:00:00Z,L110,55642.458
2022-06-26T00:00:00Z,L101,20695.042
2019-05-12T00:00:00Z,L144,15841.796
2019-10-27T00:00:00Z,L102,23193.457
2022-01-16T00:00:00Z,L145/133,43042.395
2019-10-27T00:00:00Z,L144,15953.385
2019-05-12T00:00:00Z,L145,41394.337
2021-08-08T00:00:00Z,L740,55919.57
2023-09-10T00:00:00Z,LIGM,21618.666
2021-06-13T00:00:00Z,L133/125,33340.708
2023-05-14T00:00:00Z,L740,64444.2500000001
2022-04-10T00:00:00Z,L145/133,45552.106
2021-06-06T00:00:00Z,L143/136/137,33840.386
2019-06-30T00:00:00Z,L740,75486.176
2020-05-03T00:00:00Z,N339,4326.007
2023-01-08T00:00:00Z,L107,41053.236
2019-11-24T00:00:00Z,L144,16087.193
2021-07-18T00:00:00Z,L107,35215.097
2023-07-30T00:00:00Z,L103,51213.138
2019-03-31T00:00:00Z,L144,14106.414
2021-01-24T00:00:00Z,L133,3385.85
2022-11-27T00:00:00Z,L122,55968.895
2022-08-07T00:00:00Z,L102/144,22369.654
2020-10-25T00:00:00Z,L144,6998.862
2021-01-24T00:00:00Z,L143/136/137,35942.476
2023-02-19T00:00:00Z,L140,18217.126
2019-12-22T00:00:00Z,L145,30052.066
2020-05-10T00:00:00Z,L133,4883.272
2022-01-09T00:00:00Z,L740,48640.39
2021-12-19T00:00:00Z,L740,62849.34
2021-05-02T00:00:00Z,L740,60163
2020-10-18T00:00:00Z,L146,32691.322
2023-01-01T00:00:00Z,L126,9550.898
2022-04-03T00:00:00Z,L133/125,37838.733
2020-03-01T00:00:00Z,L145,37296.359
2019-10-27T00:00:00Z,L145,38605.676
2023-06-25T00:00:00Z,L130,16063.337
2023-10-29T00:00:00Z,L146,35554.257
2020-12-06T00:00:00Z,L133,29254.817
2022-01-23T00:00:00Z,L130/146,28719.709
2021-11-21T00:00:00Z,L102/144,22524.89
2023-11-12T00:00:00Z,L133/125,8566.231
2021-01-31T00:00:00Z,L130/146,33578.974
2021-07-11T00:00:00Z,L130/146,26088.311
2019-11-17T00:00:00Z,L144,14494.202
2019-09-01T00:00:00Z,L144,16254.868
2022-07-03T00:00:00Z,LIGM,26312.03
2022-12-25T00:00:00Z,L110,44970.422
2022-11-13T00:00:00Z,L740,65665.82
2021-07-11T00:00:00Z,L143/136/137,30874.565
2023-10-29T00:00:00Z,L130,15588.03
2019-11-24T00:00:00Z,L740,65561.134
2019-01-06T00:00:00Z,L101,22333.946
2023-02-05T00:00:00Z,L103,44777.68
2023-05-07T00:00:00Z,L146,35977.398
2023-05-07T00:00:00Z,L740,62633.49
2020-03-01T00:00:00Z,L144,15982.714
2022-01-02T00:00:00Z,L740,54975.76
2023-07-02T00:00:00Z,L138,22151.144
2019-01-13T00:00:00Z,L101,22642.07
2021-12-26T00:00:00Z,L145/133,41313.02
2021-11-28T00:00:00Z,L101,17698.705
2020-02-16T00:00:00Z,L146,37739.63
2022-04-17T00:00:00Z,L740,66430.96
2022-01-23T00:00:00Z,L145/133,43896.681
2019-07-28T00:00:00Z,L144,15907.555
2020-10-18T00:00:00Z,L315,46414.98
2022-06-19T00:00:00Z,L102/144,20490.482
2021-11-21T00:00:00Z,L143/136/137,35495.297
2021-01-17T00:00:00Z,L144,6068.113
2020-05-31T00:00:00Z,359V,15717.761
2019-11-10T00:00:00Z,L130,15394.382
2023-09-03T00:00:00Z,L138,22718.149
2020-12-20T00:00:00Z,L740,52172.76
2019-07-21T00:00:00Z,L144,15910.501
2021-10-03T00:00:00Z,L103,42045.122
2021-05-30T00:00:00Z,L110,42725.136
2022-02-06T00:00:00Z,L740,51669.9
2019-11-03T00:00:00Z,L145,37959.645
2022-03-27T00:00:00Z,L130/146,36552.247
2021-07-18T00:00:00Z,L130/146,24959.581
2021-04-11T00:00:00Z,L740,55924.25
2022-11-27T00:00:00Z,L101,23584.308
2019-10-06T00:00:00Z,L144,14814.24
2022-01-30T00:00:00Z,L143/136/137,31837.996
2022-04-24T00:00:00Z,L740,65716.68
2022-07-24T00:00:00Z,L740,56516.37
2022-09-25T00:00:00Z,L140,25639.396
2020-12-06T00:00:00Z,L146,25827.414
2023-01-01T00:00:00Z,L107,41012.665
2019-10-20T00:00:00Z,L145,38414.784
2022-04-17T00:00:00Z,L102/144,23945.746
2022-11-20T00:00:00Z,LIGM,19483.383
2021-12-26T00:00:00Z,L130/146,26825.695
2021-09-26T00:00:00Z,L145/133,52912.626
2022-01-02T00:00:00Z,L133/125,27957.078
2019-01-06T00:00:00Z,L440,213401.961
2019-04-14T00:00:00Z,L144,13420.356
2023-11-12T00:00:00Z,L146,8171.388
2020-10-18T00:00:00Z,L740,56242.38
2022-06-12T00:00:00Z,L102/144,20860.645
2023-05-28T00:00:00Z,L146,37064.611
2023-01-15T00:00:00Z,LIGM,24422.126
2021-04-11T00:00:00Z,L130/146,36727.909
2022-01-23T00:00:00Z,L101,13073.394
2021-06-20T00:00:00Z,L740,51173.7200000001
2022-10-30T00:00:00Z,L140,25738.856
2020-06-07T00:00:00Z,L145,21370.426
2023-02-26T00:00:00Z,L740,52869.32
2023-07-30T00:00:00Z,L122,55100.14
2022-07-10T00:00:00Z,LIGM,14835.083
2022-07-17T00:00:00Z,L102/144,20239.034
2023-10-08T00:00:00Z,L138,21193.152
2020-11-22T00:00:00Z,L101,11688.671
2019-06-02T00:00:00Z,L144,15782.661
2023-09-03T00:00:00Z,L101,21730.797
2020-06-07T00:00:00Z,L740,56559.73
2022-11-20T00:00:00Z,L130/146,33561.316
2021-02-28T00:00:00Z,L740,55855.1800000001
2022-05-08T00:00:00Z,L133/125,37451.905
2021-05-16T00:00:00Z,L102/144,14050.632
2019-05-05T00:00:00Z,L144,16643.806
2021-05-02T00:00:00Z,L102/144,24041.969
2019-05-19T00:00:00Z,L144,14760.925
2023-07-09T00:00:00Z,L102/144,24051.737
2020-02-09T00:00:00Z,L145,32071.635
2021-02-14T00:00:00Z,L740,39194.04
2020-04-26T00:00:00Z,359V,27730.134
2020-02-02T00:00:00Z,L740,56532.35
2021-03-28T00:00:00Z,L107,36001.922
2022-03-27T00:00:00Z,L101,20776.306
2020-09-06T00:00:00Z,L740,55648.8400000001
2023-07-09T00:00:00Z,L138,22756.976
2022-11-06T00:00:00Z,L130/146,37226.369
2022-04-10T00:00:00Z,L133/125,32706.727
2021-11-14T00:00:00Z,L133/125,36934.53
2022-08-07T00:00:00Z,L143/136/137,42459.558
2020-05-03T00:00:00Z,359V,28707.301
2022-06-26T00:00:00Z,L130/146,36438.584
2019-09-08T00:00:00Z,L740,73339.959
2022-06-05T00:00:00Z,L740,66943.68
2020-04-19T00:00:00Z,L740,45204.2
2021-12-05T00:00:00Z,L101,16899.514
2023-06-25T00:00:00Z,L138,23884.022
2019-04-21T00:00:00Z,L145,41931.21
2019-10-13T00:00:00Z,L144,14482.823
2023-08-27T00:00:00Z,L103,54161.386
2020-01-26T00:00:00Z,L145,31679.202
2021-03-07T00:00:00Z,L101,18911.278
2019-09-22T00:00:00Z,L125,17086.033
2020-02-16T00:00:00Z,L144,14356.834
2019-02-17T00:00:00Z,L144,13933.563
2020-03-15T00:00:00Z,L144,14188.868
2021-03-14T00:00:00Z,L103,47998.66
2023-06-18T00:00:00Z,L138,16112.436
2021-03-07T00:00:00Z,L102/144,25361.401
2020-12-06T00:00:00Z,L128,18701.854
2023-03-05T00:00:00Z,L138,21745.696
2022-10-23T00:00:00Z,L143/136/137,38777.338
2023-04-02T00:00:00Z,L145/133,42431.368
2022-10-30T00:00:00Z,L145/133,52641.954
2020-08-16T00:00:00Z,L145,21514.434
2019-02-24T00:00:00Z,L144,14063.52
2022-02-27T00:00:00Z,L130/146,30263.151
2022-02-13T00:00:00Z,L101,12690.502
2023-03-26T00:00:00Z,L101,26790.51
2020-08-30T00:00:00Z,L740,55680.4
2023-07-30T00:00:00Z,L740,56873.56
2021-01-24T00:00:00Z,L315,45867.87
2023-03-12T00:00:00Z,L130,13550.642
2021-05-30T00:00:00Z,L740,53968.93
2022-03-20T00:00:00Z,L145/133,49738.316
2020-04-26T00:00:00Z,L128,18673.073
2021-07-11T00:00:00Z,L128,16284.903
2021-11-21T00:00:00Z,L133/125,34093.837
2022-09-04T00:00:00Z,L740,64511.98
2022-11-06T00:00:00Z,L143/136/137,39653.551
2022-11-13T00:00:00Z,L122,53689.427
2021-07-04T00:00:00Z,L103,36156.135
2022-09-11T00:00:00Z,LIGM,29663.795
2021-02-21T00:00:00Z,L740,54594.38
2020-01-19T00:00:00Z,L145,32415.657
2023-07-23T00:00:00Z,L102/144,20862.9
2019-12-15T00:00:00Z,L144,14054.522
2019-05-05T00:00:00Z,L125,16470.069
2020-11-22T00:00:00Z,L146,30434.145
2021-06-06T00:00:00Z,L101,12860.81
2022-02-27T00:00:00Z,L740,54199.9
2022-08-28T00:00:00Z,L140,23924.021
2020-10-04T00:00:00Z,L128,18363.99
2021-02-21T00:00:00Z,L102/144,18450.576
2019-06-16T00:00:00Z,L144,13354.366
2019-09-15T00:00:00Z,L102,23665.879
2020-02-09T00:00:00Z,L144,14393.94
2022-03-06T00:00:00Z,L740,63984.84
2019-11-10T00:00:00Z,L145,36806.195
2020-05-03T00:00:00Z,L145,20525.693
2021-03-28T00:00:00Z,LIGM,20813.263
2022-08-07T00:00:00Z,L740,63427.32
2022-08-14T00:00:00Z,L102/144,20689.315
2022-11-20T00:00:00Z,L101,20855.516
2022-12-25T00:00:00Z,L740,56976.48
2022-11-13T00:00:00Z,L101,22727.459
2019-09-01T00:00:00Z,L145,40271.627
2021-11-28T00:00:00Z,L133/125,37047.364
2022-02-13T00:00:00Z,L107,34354.753
2022-09-25T00:00:00Z,LIGM,27239.389
2019-09-08T00:00:00Z,L145,36329.569
2019-12-29T00:00:00Z,L145,29195.475
2023-02-19T00:00:00Z,L102/144,16574.259
2023-05-07T00:00:00Z,LIGM,21952.496
2023-05-14T00:00:00Z,L101,22502.276
2023-03-26T00:00:00Z,L138,23143.738
2019-02-10T00:00:00Z,L144,13769.78
2022-02-06T00:00:00Z,L103,38178.652
2023-08-06T00:00:00Z,L103,51770.225
2022-08-07T00:00:00Z,L145/133,53914.274
2020-04-26T00:00:00Z,L740,47696.37
2020-09-27T00:00:00Z,L145,22191.025
2023-04-16T00:00:00Z,L126,12849.464
2019-07-28T00:00:00Z,L145,41760.05
2021-04-04T00:00:00Z,L102/144,24752.502
2019-10-13T00:00:00Z,L145,36387.838
2022-06-19T00:00:00Z,L143/136/137,39445.059
2020-12-06T00:00:00Z,L101,13557.408
2023-07-16T00:00:00Z,L140,23157.264
2022-02-20T00:00:00Z,L102/144,14995.817
2022-08-28T00:00:00Z,L130/146,33589.228
2022-11-06T00:00:00Z,L140,26131.022
2021-04-11T00:00:00Z,L133/125,43952.482
2022-01-30T00:00:00Z,L145/133,42742.328
2022-05-22T00:00:00Z,L143/136/137,36710.865
2021-12-19T00:00:00Z,L133/125,31505.096
2021-08-08T00:00:00Z,L145/133,49660.809
2022-03-27T00:00:00Z,L740,62254.7
2022-09-25T00:00:00Z,L103,49442.717
2023-10-22T00:00:00Z,L101,21080.539
2023-07-16T00:00:00Z,L740,60577.95
2019-06-30T00:00:00Z,L145,41903.269
2021-11-14T00:00:00Z,L315,41612.12
2021-05-02T00:00:00Z,L101,18448.42
2023-11-12T00:00:00Z,L440,46348.93
2019-05-19T00:00:00Z,L125,16931.747
2022-01-02T00:00:00Z,L143/136/137,30993.035
2019-12-08T00:00:00Z,L144,14070.579
2020-02-16T00:00:00Z,L125,13892.354
2023-08-27T00:00:00Z,L101,22542.588
2023-08-13T00:00:00Z,L130,15856.783
2022-11-13T00:00:00Z,L138,22516.844
2023-11-12T00:00:00Z,L143/136/137,9109.16
2021-09-05T00:00:00Z,L315,42360.71
2021-09-12T00:00:00Z,L740,59260.78
2023-11-05T00:00:00Z,L101,22501.423
2022-11-20T00:00:00Z,L126,11192.237
2022-03-20T00:00:00Z,L740,60376.92
2022-10-16T00:00:00Z,L122,53736.436
2021-10-03T00:00:00Z,L740,54104.7000000001
2021-02-07T00:00:00Z,L740,54175.84
2019-08-25T00:00:00Z,L102,25283.979
2022-01-30T00:00:00Z,L133/125,28114.58
2021-05-02T00:00:00Z,L145/133,49281.254
2023-06-18T00:00:00Z,L740,53794.81
2022-12-11T00:00:00Z,L315,57022.82
2021-06-20T00:00:00Z,L133/125,32225.848
2023-09-24T00:00:00Z,LIGM,20183.438
2020-07-19T00:00:00Z,L740,56722.35
2019-06-23T00:00:00Z,L145,39374.298
2022-12-11T00:00:00Z,L740,61904.61
2023-01-08T00:00:00Z,L102/144,19502.033
2023-07-02T00:00:00Z,L130,15969.928
2020-05-31T00:00:00Z,L101,7566.61
2023-09-10T00:00:00Z,L740,59642.55
2023-09-24T00:00:00Z,L145/133,54390.625
2020-05-10T00:00:00Z,359V,4870.893
2022-02-20T00:00:00Z,L101,12793.874
2023-03-05T00:00:00Z,L130,11717.412
2020-08-16T00:00:00Z,L101,10647.178
2020-04-12T00:00:00Z,L145,19594.096
2023-03-12T00:00:00Z,L128,22789.25
2021-02-21T00:00:00Z,L315,44657.87
2021-08-22T00:00:00Z,L101,16707.005
2021-04-25T00:00:00Z,L128,24840.245
2022-05-08T00:00:00Z,L101,20598.125
2023-01-15T00:00:00Z,L122,47432.574
2021-01-24T00:00:00Z,L101,11675.92
2022-07-17T00:00:00Z,L740,56445.5300000001
2021-08-01T00:00:00Z,L101,16665.966
2023-05-28T00:00:00Z,L102/144,24553.002
2022-04-24T00:00:00Z,L102/144,20545.359
2023-06-11T00:00:00Z,L143/136/137,32628.113
2023-02-12T00:00:00Z,L126,10336.575
2020-10-04T00:00:00Z,L144,7182.668
2023-10-15T00:00:00Z,L145/133,48659.798
2020-01-12T00:00:00Z,L101,21488.721
2022-11-13T00:00:00Z,L130/146,35859.108
2022-02-06T00:00:00Z,L101,13257.677
2020-02-16T00:00:00Z,L145,32607.229
2021-07-25T00:00:00Z,L143/136/137,33675.529
2022-03-06T00:00:00Z,L102/144,23398.389
2019-07-14T00:00:00Z,L145,38054.364
2021-08-22T00:00:00Z,L130/146,31975.866
2023-02-12T00:00:00Z,L101,18318.754
