FechaRecaudacion,des_lin,Cantidad_Pasajeros
2020-12-24T00:00:00Z,35/9,2705
2020-12-24T00:00:00Z,145,3437
2020-12-24T00:00:00Z,146,4286
2020-12-24T00:00:00Z,142,6637
2020-12-24T00:00:00Z,144,579
2020-12-24T00:00:00Z,102,799
2020-12-24T00:00:00Z,101,1107
2020-12-24T00:00:00Z,130,1380
2020-12-24T00:00:00Z,129,1153
2020-12-24T00:00:00Z,EXPRESO,5400
2020-12-24T00:00:00Z,RINCÓN,5573
2020-12-25T00:00:00Z,107,1747
2020-12-25T00:00:00Z,133,1237
2020-12-25T00:00:00Z,315,2724
2020-12-25T00:00:00Z,440,10966
2020-12-25T00:00:00Z,740,2897
2020-12-25T00:00:00Z,PILAR 203,9068
2020-12-25T00:00:00Z,CP25 A,485
2020-12-25T00:00:00Z,C AZUL,224
2020-12-25T00:00:00Z,LINEA A,2700
2020-12-25T00:00:00Z,CP33/9,802
2020-12-25T00:00:00Z,MORENO 203,12342
2020-12-25T00:00:00Z,CN33/9,233
2020-12-25T00:00:00Z,103,1702
2020-12-25T00:00:00Z,143,1294
2020-12-25T00:00:00Z,125,284
2020-12-25T00:00:00Z,41,5271
2020-12-25T00:00:00Z,110,1794
2020-12-25T00:00:00Z,C NEGRA,326
2020-12-25T00:00:00Z,128,782
2020-12-25T00:00:00Z,35/9,769
2020-12-25T00:00:00Z,145,851
2020-12-25T00:00:00Z,146,1008
2020-12-25T00:00:00Z,142,2001
2020-12-25T00:00:00Z,144,184
2020-12-25T00:00:00Z,102,391
2020-12-25T00:00:00Z,101,337
2020-12-25T00:00:00Z,130,269
2020-12-25T00:00:00Z,129,412
2020-12-25T00:00:00Z,EXPRESO,2181
2020-12-25T00:00:00Z,RINCÓN,2236
2020-12-26T00:00:00Z,107,5204
2020-12-26T00:00:00Z,133,2945
2020-12-26T00:00:00Z,315,7269
2020-12-26T00:00:00Z,440,40732
2020-12-26T00:00:00Z,740,6665
2020-12-26T00:00:00Z,PILAR 203,19906
2020-12-26T00:00:00Z,CP25 A,774
2020-12-26T00:00:00Z,C AZUL,858
2020-12-26T00:00:00Z,LINEA A,5054
2020-12-26T00:00:00Z,CP33/9,1781
2020-12-26T00:00:00Z,MORENO 203,28113
2020-12-26T00:00:00Z,CN33/9,396
2020-12-26T00:00:00Z,103,5138
2020-12-26T00:00:00Z,143,3666
2020-12-26T00:00:00Z,125,799
2020-12-26T00:00:00Z,41,11561
2020-12-26T00:00:00Z,110,5223
2020-12-26T00:00:00Z,C NEGRA,927
2020-12-26T00:00:00Z,128,2151
2020-12-26T00:00:00Z,35/9,2341
2020-12-26T00:00:00Z,145,2737
2020-12-26T00:00:00Z,146,3430
2020-12-26T00:00:00Z,142,5944
2020-12-26T00:00:00Z,144,482
2020-12-26T00:00:00Z,102,781
2020-12-26T00:00:00Z,101,938
2020-12-26T00:00:00Z,130,1210
2020-12-26T00:00:00Z,129,1092
2020-12-26T00:00:00Z,EXPRESO,5576
2020-12-26T00:00:00Z,RINCÓN,5587
2020-12-27T00:00:00Z,107,3073
2020-12-27T00:00:00Z,133,1865
2020-12-27T00:00:00Z,315,5535
2020-12-27T00:00:00Z,440,24669
2020-12-27T00:00:00Z,740,4375
2020-12-27T00:00:00Z,PILAR 203,17646
2020-12-27T00:00:00Z,CP25 A,608
2020-12-27T00:00:00Z,C AZUL,510
2020-12-27T00:00:00Z,LINEA A,4438
2020-12-27T00:00:00Z,CP33/9,1460
2020-12-27T00:00:00Z,MORENO 203,24681
2020-12-27T00:00:00Z,CN33/9,494
2020-12-27T00:00:00Z,103,3019
2020-12-27T00:00:00Z,143,2185
2020-12-27T00:00:00Z,125,464
2020-12-27T00:00:00Z,41,8315
2020-12-27T00:00:00Z,110,3493
2020-12-27T00:00:00Z,C NEGRA,582
2020-12-27T00:00:00Z,128,1234
2020-12-27T00:00:00Z,35/9,1521
2020-12-27T00:00:00Z,145,1627
2020-12-27T00:00:00Z,146,1719
2020-12-27T00:00:00Z,142,3311
2020-12-27T00:00:00Z,144,481
2020-12-27T00:00:00Z,102,627
2020-12-27T00:00:00Z,101,660
2020-12-27T00:00:00Z,130,628
2020-12-27T00:00:00Z,129,692
2020-12-27T00:00:00Z,EXPRESO,4215
2020-12-27T00:00:00Z,RINCÓN,4181
2020-12-28T00:00:00Z,107,9344
2020-12-28T00:00:00Z,133,6020
2020-12-28T00:00:00Z,315,10741
2020-12-28T00:00:00Z,440,54382
2020-12-28T00:00:00Z,740,19656
2020-12-28T00:00:00Z,PILAR 203,32654
2020-12-28T00:00:00Z,CP25 A,1282
2020-12-28T00:00:00Z,C AZUL,1443
2020-12-28T00:00:00Z,LINEA A,7584
2020-12-28T00:00:00Z,CP33/9,2637
2020-12-28T00:00:00Z,MORENO 203,39235
2020-12-28T00:00:00Z,CN33/9,544
2020-12-28T00:00:00Z,FABRICA,14
2020-12-28T00:00:00Z,103,9965
2020-12-28T00:00:00Z,143,7238
2020-12-28T00:00:00Z,125,2063
2020-12-28T00:00:00Z,41,22321
2020-12-28T00:00:00Z,110,10088
2020-12-28T00:00:00Z,C NEGRA,1755
2020-12-28T00:00:00Z,128,5111
2020-12-28T00:00:00Z,35/9,5320
2020-12-28T00:00:00Z,145,6413
2020-12-28T00:00:00Z,146,6554
2020-12-28T00:00:00Z,142,11216
2020-12-28T00:00:00Z,144,1452
2020-12-28T00:00:00Z,102,1417
2020-12-28T00:00:00Z,101,2292
2020-12-28T00:00:00Z,130,2663
2020-12-28T00:00:00Z,129,2027
2020-12-28T00:00:00Z,EXPRESO,9538
2020-12-28T00:00:00Z,RINCÓN,8617
2020-12-29T00:00:00Z,107,9642
2020-12-29T00:00:00Z,133,6261
2020-12-29T00:00:00Z,315,10758
2020-12-29T00:00:00Z,440,54889
2020-12-29T00:00:00Z,740,19546
2020-12-29T00:00:00Z,PILAR 203,31488
2020-12-29T00:00:00Z,CP25 A,1264
2020-12-29T00:00:00Z,C AZUL,1472
2020-12-29T00:00:00Z,LINEA A,7716
2020-12-29T00:00:00Z,CP33/9,2695
2020-12-29T00:00:00Z,MORENO 203,39611
2020-12-29T00:00:00Z,CN33/9,394
2020-12-29T00:00:00Z,FABRICA,14
2020-12-29T00:00:00Z,103,10316
2020-12-29T00:00:00Z,143,7568
2020-12-29T00:00:00Z,125,2124
2020-12-29T00:00:00Z,41,22619
2020-12-29T00:00:00Z,110,10917
2020-12-29T00:00:00Z,C NEGRA,1860
2020-12-29T00:00:00Z,128,5211
2020-12-29T00:00:00Z,35/9,4910
2020-12-29T00:00:00Z,145,6681
2020-12-29T00:00:00Z,146,6491
2020-12-29T00:00:00Z,142,11613
2020-12-29T00:00:00Z,144,1348
2020-12-29T00:00:00Z,102,1426
2020-12-29T00:00:00Z,101,2213
2020-12-29T00:00:00Z,130,2808
2020-12-29T00:00:00Z,129,2154
2020-12-29T00:00:00Z,EXPRESO,10097
2020-12-29T00:00:00Z,RINCÓN,9019
2020-12-30T00:00:00Z,107,9580
2020-12-30T00:00:00Z,133,5997
2020-12-30T00:00:00Z,315,11795
2020-12-30T00:00:00Z,440,59113
2020-12-30T00:00:00Z,740,11492
2020-12-30T00:00:00Z,PILAR 203,32391
2020-12-30T00:00:00Z,CP25 A,1185
2020-12-30T00:00:00Z,C AZUL,1318
2020-12-30T00:00:00Z,LINEA A,7349
2020-12-30T00:00:00Z,CP33/9,2438
2020-12-30T00:00:00Z,MORENO 203,39083
2020-12-30T00:00:00Z,CN33/9,467
2020-12-30T00:00:00Z,FABRICA,16
2020-12-30T00:00:00Z,103,10210
2020-12-30T00:00:00Z,143,7366
2020-12-30T00:00:00Z,125,2166
2020-12-30T00:00:00Z,41,21413
2020-12-30T00:00:00Z,110,10866
2020-12-30T00:00:00Z,C NEGRA,1658
2020-12-30T00:00:00Z,128,5164
2020-12-30T00:00:00Z,35/9,5234
2020-12-30T00:00:00Z,145,6587
2020-12-30T00:00:00Z,146,7054
2020-12-30T00:00:00Z,142,11483
2020-12-30T00:00:00Z,144,1299
2020-12-30T00:00:00Z,102,1263
2020-12-30T00:00:00Z,101,2284
2020-12-30T00:00:00Z,130,2726
2020-12-30T00:00:00Z,129,2148
2020-12-30T00:00:00Z,EXPRESO,10015
2020-12-30T00:00:00Z,RINCÓN,8536
2020-12-31T00:00:00Z,107,5602
2020-12-31T00:00:00Z,133,2868
2020-12-31T00:00:00Z,315,7613
2020-12-31T00:00:00Z,440,36670
2020-12-31T00:00:00Z,740,10537
2020-12-31T00:00:00Z,PILAR 203,17672
2020-12-31T00:00:00Z,CP25 A,916
2020-12-31T00:00:00Z,C AZUL,975
2020-12-31T00:00:00Z,LINEA A,5015
2020-12-31T00:00:00Z,CP33/9,1995
2020-12-31T00:00:00Z,MORENO 203,25711
2020-12-31T00:00:00Z,CN33/9,596
2020-12-31T00:00:00Z,103,5481
2020-12-31T00:00:00Z,143,3838
2020-12-31T00:00:00Z,125,1034
2020-12-31T00:00:00Z,41,12077
2020-12-31T00:00:00Z,110,5609
2020-12-31T00:00:00Z,C NEGRA,1008
2020-12-31T00:00:00Z,128,2725
2020-12-31T00:00:00Z,35/9,2772
2020-12-31T00:00:00Z,145,2924
2020-12-31T00:00:00Z,146,3914
2020-12-31T00:00:00Z,142,6661
2020-12-31T00:00:00Z,144,626
2020-12-31T00:00:00Z,102,887
2020-12-31T00:00:00Z,101,1065
2020-12-31T00:00:00Z,130,1208
2020-12-31T00:00:00Z,129,1210
2020-12-31T00:00:00Z,EXPRESO,5627
2020-12-31T00:00:00Z,RINCÓN,5516
2021-01-01T00:00:00Z,107,2007
2021-01-01T00:00:00Z,133,1195
2021-01-01T00:00:00Z,315,2363
2021-01-01T00:00:00Z,440,10771
2021-01-01T00:00:00Z,740,2410
2021-01-01T00:00:00Z,PILAR 203,7164
2021-01-01T00:00:00Z,CP25 A,456
2021-01-01T00:00:00Z,C AZUL,229
2021-01-01T00:00:00Z,LINEA A,2928
2021-01-01T00:00:00Z,CP33/9,946
2021-01-01T00:00:00Z,MORENO 203,10669
2021-01-01T00:00:00Z,CN33/9,222
2021-01-01T00:00:00Z,103,1879
2021-01-01T00:00:00Z,143,1370
2021-01-01T00:00:00Z,125,343
2021-01-01T00:00:00Z,41,5352
2021-01-01T00:00:00Z,110,2032
2021-01-01T00:00:00Z,C NEGRA,347
2021-01-01T00:00:00Z,128,740
2021-01-01T00:00:00Z,35/9,758
2021-01-01T00:00:00Z,145,908
2021-01-01T00:00:00Z,146,938
2021-01-01T00:00:00Z,142,2164
2021-01-01T00:00:00Z,144,267
2021-01-01T00:00:00Z,102,358
2021-01-01T00:00:00Z,101,327
2021-01-01T00:00:00Z,130,362
2021-01-01T00:00:00Z,129,446
2021-01-01T00:00:00Z,EXPRESO,2352
2021-01-01T00:00:00Z,RINCÓN,2446
2021-01-02T00:00:00Z,107,5065
2021-01-02T00:00:00Z,133,2943
2021-01-02T00:00:00Z,315,6380
2021-01-02T00:00:00Z,440,31267
2021-01-02T00:00:00Z,740,5589
2021-01-02T00:00:00Z,PILAR 203,17281
2021-01-02T00:00:00Z,CP25 A,768
2021-01-02T00:00:00Z,C AZUL,831
2021-01-02T00:00:00Z,LINEA A,5204
2021-01-02T00:00:00Z,CP33/9,1927
2021-01-02T00:00:00Z,MORENO 203,24634
2021-01-02T00:00:00Z,CN33/9,391
2021-01-02T00:00:00Z,103,5362
2021-01-02T00:00:00Z,143,3627
2021-01-02T00:00:00Z,125,880
2021-01-02T00:00:00Z,41,11401
2021-01-02T00:00:00Z,110,5299
2021-01-02T00:00:00Z,C NEGRA,937
2021-01-02T00:00:00Z,128,2358
2021-01-02T00:00:00Z,35/9,2326
2021-01-02T00:00:00Z,145,2714
2021-01-02T00:00:00Z,146,3366
2021-01-02T00:00:00Z,142,5765
2021-01-02T00:00:00Z,144,612
2021-01-02T00:00:00Z,102,741
2021-01-02T00:00:00Z,101,916
2021-01-02T00:00:00Z,130,1135
2021-01-02T00:00:00Z,129,1086
2021-01-02T00:00:00Z,EXPRESO,5736
2021-01-02T00:00:00Z,RINCÓN,5776
2021-01-03T00:00:00Z,107,3027
2021-01-03T00:00:00Z,133,1885
2021-01-03T00:00:00Z,315,5401
2021-01-03T00:00:00Z,440,22409
2021-01-03T00:00:00Z,740,3333
2021-01-03T00:00:00Z,PILAR 203,15787
2021-01-03T00:00:00Z,CP25 A,669
2021-01-03T00:00:00Z,C AZUL,572
2021-01-03T00:00:00Z,LINEA A,4616
2021-01-03T00:00:00Z,CP33/9,1534
2021-01-03T00:00:00Z,MORENO 203,20417
2021-01-03T00:00:00Z,CN33/9,460
2021-01-03T00:00:00Z,103,3013
2021-01-03T00:00:00Z,143,2464
2021-01-03T00:00:00Z,125,546
2021-01-03T00:00:00Z,41,7884
2021-01-03T00:00:00Z,110,3518
2021-01-03T00:00:00Z,C NEGRA,644
2021-01-03T00:00:00Z,128,1398
2021-01-03T00:00:00Z,35/9,1648
2021-01-03T00:00:00Z,145,1591
2021-01-03T00:00:00Z,146,1953
2021-01-03T00:00:00Z,142,3485
2021-01-03T00:00:00Z,144,416
2021-01-03T00:00:00Z,102,651
2021-01-03T00:00:00Z,101,789
2021-01-03T00:00:00Z,130,649
2021-01-03T00:00:00Z,129,833
2021-01-03T00:00:00Z,EXPRESO,4240
2021-01-03T00:00:00Z,RINCÓN,4116
2021-01-04T00:00:00Z,107,8958
2021-01-04T00:00:00Z,133,4961
2021-01-04T00:00:00Z,315,10901
2021-01-04T00:00:00Z,440,50241
2021-01-04T00:00:00Z,740,12580
2021-01-04T00:00:00Z,PILAR 203,31876
2021-01-04T00:00:00Z,CP25 A,1218
2021-01-04T00:00:00Z,C AZUL,1283
2021-01-04T00:00:00Z,LINEA A,7034
2021-01-04T00:00:00Z,CP33/9,2587
2021-01-04T00:00:00Z,MORENO 203,37737
2021-01-04T00:00:00Z,CN33/9,512
2021-01-04T00:00:00Z,FABRICA,15
2021-01-04T00:00:00Z,103,9576
2021-01-04T00:00:00Z,143,7068
2021-01-04T00:00:00Z,125,1883
2021-01-04T00:00:00Z,41,21585
2021-01-04T00:00:00Z,110,9887
2021-01-04T00:00:00Z,C NEGRA,1581
2021-01-04T00:00:00Z,128,4771
2021-01-04T00:00:00Z,35/9,4987
2021-01-04T00:00:00Z,145,6178
2021-01-04T00:00:00Z,146,5988
2021-01-04T00:00:00Z,142,10486
2021-01-04T00:00:00Z,144,1201
2021-01-04T00:00:00Z,102,1344
2021-01-04T00:00:00Z,101,1959
2021-01-04T00:00:00Z,130,2426
2021-01-04T00:00:00Z,129,1751
2021-01-04T00:00:00Z,EXPRESO,10141
2021-01-04T00:00:00Z,RINCÓN,8028
2021-01-05T00:00:00Z,107,9602
2021-01-05T00:00:00Z,133,5238
2021-01-05T00:00:00Z,315,11406
2021-01-05T00:00:00Z,440,54563
2021-01-05T00:00:00Z,740,12989
2021-01-05T00:00:00Z,PILAR 203,31446
2021-01-05T00:00:00Z,CP25 A,1233
2021-01-05T00:00:00Z,C AZUL,1429
2021-01-05T00:00:00Z,LINEA A,7070
2021-01-05T00:00:00Z,CP33/9,2646
2021-01-05T00:00:00Z,MORENO 203,37123
2021-01-05T00:00:00Z,CN33/9,342
2021-01-05T00:00:00Z,FABRICA,19
2021-01-05T00:00:00Z,103,10431
2021-01-05T00:00:00Z,143,7474
2021-01-05T00:00:00Z,125,1995
2021-01-05T00:00:00Z,41,21896
2021-01-05T00:00:00Z,110,11167
2021-01-05T00:00:00Z,C NEGRA,1746
2021-01-05T00:00:00Z,128,5079
2021-01-05T00:00:00Z,35/9,5295
2021-01-05T00:00:00Z,145,6678
2021-01-05T00:00:00Z,146,6701
2021-01-05T00:00:00Z,142,10623
2021-01-05T00:00:00Z,144,1199
2021-01-05T00:00:00Z,102,1381
2021-01-05T00:00:00Z,101,2062
2021-01-05T00:00:00Z,130,2533
2021-01-05T00:00:00Z,129,2027
2021-01-05T00:00:00Z,EXPRESO,10276
2021-01-05T00:00:00Z,RINCÓN,7968
2021-01-06T00:00:00Z,107,9572
2021-01-06T00:00:00Z,133,5309
2021-01-06T00:00:00Z,315,11039
2021-01-06T00:00:00Z,440,55033
2021-01-06T00:00:00Z,740,19958
2021-01-06T00:00:00Z,PILAR 203,32751
2021-01-06T00:00:00Z,CP25 A,1090
2021-01-06T00:00:00Z,C AZUL,1313
2021-01-06T00:00:00Z,LINEA A,7496
2021-01-06T00:00:00Z,CP33/9,2748
2021-01-06T00:00:00Z,MORENO 203,37786
2021-01-06T00:00:00Z,CN33/9,392
2021-01-06T00:00:00Z,FABRICA,17
2021-01-06T00:00:00Z,103,10441
2021-01-06T00:00:00Z,143,7394
2021-01-06T00:00:00Z,125,1988
2021-01-06T00:00:00Z,41,22468
2021-01-06T00:00:00Z,110,10377
2021-01-06T00:00:00Z,C NEGRA,1652
2021-01-06T00:00:00Z,128,4944
2021-01-06T00:00:00Z,35/9,5199
2021-01-06T00:00:00Z,145,6510
2021-01-06T00:00:00Z,146,6453
2021-01-06T00:00:00Z,142,11368
2021-01-06T00:00:00Z,144,1318
2021-01-06T00:00:00Z,102,1445
2021-01-06T00:00:00Z,101,2210
2021-01-06T00:00:00Z,130,2633
2021-01-06T00:00:00Z,129,1927
2021-01-06T00:00:00Z,EXPRESO,10418
2021-01-06T00:00:00Z,RINCÓN,8717
2021-01-07T00:00:00Z,107,9492
2021-01-07T00:00:00Z,133,5500
2021-01-07T00:00:00Z,315,11470
2021-01-07T00:00:00Z,440,55670
2021-01-07T00:00:00Z,740,13208
2021-01-07T00:00:00Z,PILAR 203,33617
2021-01-07T00:00:00Z,CP25 A,1111
2021-01-07T00:00:00Z,C AZUL,1382
2021-01-07T00:00:00Z,LINEA A,7664
2021-01-07T00:00:00Z,CP33/9,2852
2021-01-07T00:00:00Z,MORENO 203,38534
2021-01-07T00:00:00Z,CN33/9,411
2021-01-07T00:00:00Z,FABRICA,17
2021-01-07T00:00:00Z,103,10379
2021-01-07T00:00:00Z,143,7701
2021-01-07T00:00:00Z,125,2044
2021-01-07T00:00:00Z,41,21939
2021-01-07T00:00:00Z,110,10186
2021-01-07T00:00:00Z,C NEGRA,1758
2021-01-07T00:00:00Z,128,4801
2021-01-07T00:00:00Z,35/9,5491
2021-01-07T00:00:00Z,145,6497
2021-01-07T00:00:00Z,146,6407
2021-01-07T00:00:00Z,142,10759
2021-01-07T00:00:00Z,144,1276
2021-01-07T00:00:00Z,102,1360
2021-01-07T00:00:00Z,101,2040
2021-01-07T00:00:00Z,130,2533
2021-01-07T00:00:00Z,129,1899
2021-01-07T00:00:00Z,EXPRESO,10288
2021-01-07T00:00:00Z,RINCÓN,8909
2021-01-08T00:00:00Z,107,9644
2021-01-08T00:00:00Z,133,5713
2021-01-08T00:00:00Z,315,11623
2021-01-08T00:00:00Z,440,55445
2021-01-08T00:00:00Z,740,12775
2021-01-08T00:00:00Z,PILAR 203,33890
2021-01-08T00:00:00Z,CP25 A,1269
2021-01-08T00:00:00Z,C AZUL,1538
2021-01-08T00:00:00Z,LINEA A,8164
2021-01-08T00:00:00Z,CP33/9,3012
2021-01-08T00:00:00Z,MORENO 203,39377
2021-01-08T00:00:00Z,CN33/9,543
2021-01-08T00:00:00Z,FABRICA,20
2021-01-08T00:00:00Z,103,10383
2021-01-08T00:00:00Z,143,8046
2021-01-08T00:00:00Z,125,1941
2021-01-08T00:00:00Z,41,23171
2021-01-08T00:00:00Z,110,10684
2021-01-08T00:00:00Z,C NEGRA,1705
2021-01-08T00:00:00Z,128,5086
2021-01-08T00:00:00Z,35/9,5504
2021-01-08T00:00:00Z,145,6707
2021-01-08T00:00:00Z,146,6291
2021-01-08T00:00:00Z,142,11097
2021-01-08T00:00:00Z,144,1250
2021-01-08T00:00:00Z,102,1483
2021-01-08T00:00:00Z,101,2155
2021-01-08T00:00:00Z,130,2504
2021-01-08T00:00:00Z,129,1932
2021-01-08T00:00:00Z,EXPRESO,10672
2021-01-08T00:00:00Z,RINCÓN,9234
2021-01-09T00:00:00Z,107,6180
2021-01-09T00:00:00Z,133,3434
2021-01-09T00:00:00Z,315,8384
2021-01-09T00:00:00Z,440,47755
2021-01-09T00:00:00Z,740,15858
2021-01-09T00:00:00Z,PILAR 203,23397
2021-01-09T00:00:00Z,CP25 A,1022
2021-01-09T00:00:00Z,C AZUL,951
2021-01-09T00:00:00Z,LINEA A,6286
2021-01-09T00:00:00Z,CP33/9,2551
2021-01-09T00:00:00Z,MORENO 203,32764
2021-01-09T00:00:00Z,CN33/9,460
2021-01-09T00:00:00Z,103,6061
2021-01-09T00:00:00Z,143,4468
2021-01-09T00:00:00Z,125,1122
2021-01-09T00:00:00Z,41,13536
2021-01-09T00:00:00Z,110,6119
2021-01-09T00:00:00Z,C NEGRA,1044
2021-01-09T00:00:00Z,128,2719
2021-01-09T00:00:00Z,35/9,3076
2021-01-09T00:00:00Z,145,3552
2021-01-09T00:00:00Z,146,4102
2021-01-09T00:00:00Z,142,7525
2021-01-09T00:00:00Z,144,667
2021-01-09T00:00:00Z,102,899
2021-01-09T00:00:00Z,101,1140
2021-01-09T00:00:00Z,130,1388
2021-01-09T00:00:00Z,129,1207
2021-01-09T00:00:00Z,EXPRESO,7066
2021-01-09T00:00:00Z,RINCÓN,6728
2021-01-10T00:00:00Z,107,3158
2021-01-10T00:00:00Z,133,2115
2021-01-10T00:00:00Z,315,6361
2021-01-10T00:00:00Z,440,24444
2021-01-10T00:00:00Z,740,7118
2021-01-10T00:00:00Z,PILAR 203,16933
2021-01-10T00:00:00Z,CP25 A,764
2021-01-10T00:00:00Z,C AZUL,601
2021-01-10T00:00:00Z,LINEA A,4591
2021-01-10T00:00:00Z,CP33/9,1699
2021-01-10T00:00:00Z,MORENO 203,23234
2021-01-10T00:00:00Z,CN33/9,408
2021-01-10T00:00:00Z,103,3310
2021-01-10T00:00:00Z,143,2521
2021-01-10T00:00:00Z,125,573
2021-01-10T00:00:00Z,41,8296
2021-01-10T00:00:00Z,110,3682
2021-01-10T00:00:00Z,C NEGRA,671
2021-01-10T00:00:00Z,128,1410
2021-01-10T00:00:00Z,35/9,1663
2021-01-10T00:00:00Z,145,1574
2021-01-10T00:00:00Z,146,1894
2021-01-10T00:00:00Z,142,3813
2021-01-10T00:00:00Z,144,405
2021-01-10T00:00:00Z,102,729
2021-01-10T00:00:00Z,101,785
2021-01-10T00:00:00Z,130,657
2021-01-10T00:00:00Z,129,802
2021-01-10T00:00:00Z,EXPRESO,4430
2021-01-10T00:00:00Z,RINCÓN,4440
2021-01-11T00:00:00Z,107,7658
2021-01-11T00:00:00Z,133,4295
2021-01-11T00:00:00Z,315,7569
2021-01-11T00:00:00Z,440,37223
2021-01-11T00:00:00Z,740,14131
2021-01-11T00:00:00Z,PILAR 203,24740
2021-01-11T00:00:00Z,CP25 A,927
2021-01-11T00:00:00Z,C AZUL,979
2021-01-11T00:00:00Z,LINEA A,5577
2021-01-11T00:00:00Z,CP33/9,2072
2021-01-11T00:00:00Z,MORENO 203,28943
2021-01-11T00:00:00Z,CN33/9,448
2021-01-11T00:00:00Z,FABRICA,631
2021-01-11T00:00:00Z,103,7715
2021-01-11T00:00:00Z,143,5846
2021-01-11T00:00:00Z,125,1239
2021-01-11T00:00:00Z,41,18017
2021-01-11T00:00:00Z,110,7843
2021-01-11T00:00:00Z,C NEGRA,1129
2021-01-11T00:00:00Z,128,3895
2021-01-11T00:00:00Z,35/9,3804
2021-01-11T00:00:00Z,145,5032
2021-01-11T00:00:00Z,146,4882
2021-01-11T00:00:00Z,142,8275
2021-01-11T00:00:00Z,144,1003
2021-01-11T00:00:00Z,102,1004
2021-01-11T00:00:00Z,101,1448
2021-01-11T00:00:00Z,130,1773
2021-01-11T00:00:00Z,129,1321
2021-01-11T00:00:00Z,EXPRESO,8034
2021-01-11T00:00:00Z,RINCÓN,5641
2021-01-12T00:00:00Z,107,10185
2021-01-12T00:00:00Z,133,5440
2021-01-12T00:00:00Z,315,11172
2021-01-12T00:00:00Z,440,58824
2021-01-12T00:00:00Z,740,17339
2021-01-12T00:00:00Z,PILAR 203,34357
2021-01-12T00:00:00Z,CP25 A,1310
2021-01-12T00:00:00Z,C AZUL,1513
2021-01-12T00:00:00Z,LINEA A,7667
2021-01-12T00:00:00Z,CP33/9,2920
2021-01-12T00:00:00Z,MORENO 203,39068
2021-01-12T00:00:00Z,CN33/9,446
2021-01-12T00:00:00Z,FABRICA,670
2021-01-12T00:00:00Z,103,11072
2021-01-12T00:00:00Z,143,7976
2021-01-12T00:00:00Z,125,2159
2021-01-12T00:00:00Z,41,22169
2021-01-12T00:00:00Z,110,11402
2021-01-12T00:00:00Z,C NEGRA,1823
2021-01-12T00:00:00Z,128,5546
2021-01-12T00:00:00Z,35/9,5395
2021-01-12T00:00:00Z,145,7115
2021-01-12T00:00:00Z,146,6832
2021-01-12T00:00:00Z,142,11626
2021-01-12T00:00:00Z,144,1238
2021-01-12T00:00:00Z,102,1478
2021-01-12T00:00:00Z,101,2441
2021-01-12T00:00:00Z,130,2747
2021-01-12T00:00:00Z,129,1787
2021-01-12T00:00:00Z,EXPRESO,11539
2021-01-12T00:00:00Z,RINCÓN,9416
2021-01-13T00:00:00Z,107,10135
2021-01-13T00:00:00Z,133,5668
2021-01-13T00:00:00Z,315,11797
2021-01-13T00:00:00Z,440,56346
2021-01-13T00:00:00Z,740,20804
2021-01-13T00:00:00Z,PILAR 203,34258
2021-01-13T00:00:00Z,CP25 A,1260
2021-01-13T00:00:00Z,C AZUL,1380
2021-01-13T00:00:00Z,LINEA A,7925
2021-01-13T00:00:00Z,CP33/9,3114
2021-01-13T00:00:00Z,MORENO 203,38983
2021-01-13T00:00:00Z,CN33/9,384
2021-01-13T00:00:00Z,FABRICA,669
2021-01-13T00:00:00Z,103,10943
2021-01-13T00:00:00Z,143,7713
2021-01-13T00:00:00Z,125,1959
2021-01-13T00:00:00Z,41,22253
2021-01-13T00:00:00Z,110,10751
2021-01-13T00:00:00Z,C NEGRA,1747
2021-01-13T00:00:00Z,128,5431
2021-01-13T00:00:00Z,35/9,5355
2021-01-13T00:00:00Z,145,6935
2021-01-13T00:00:00Z,146,6611
2021-01-13T00:00:00Z,142,11379
2021-01-13T00:00:00Z,144,1339
2021-01-13T00:00:00Z,102,1525
2021-01-13T00:00:00Z,101,2336
2021-01-13T00:00:00Z,130,2628
2021-01-13T00:00:00Z,129,1930
2021-01-13T00:00:00Z,EXPRESO,11307
2021-01-13T00:00:00Z,RINCÓN,9483
2021-01-14T00:00:00Z,107,10072
2021-01-14T00:00:00Z,133,5855
2021-01-14T00:00:00Z,315,11635
2021-01-14T00:00:00Z,440,56854
2021-01-14T00:00:00Z,740,13594
2021-01-14T00:00:00Z,PILAR 203,34332
2021-01-14T00:00:00Z,CP25 A,1213
2021-01-14T00:00:00Z,C AZUL,1469
2021-01-14T00:00:00Z,LINEA A,7744
2021-01-14T00:00:00Z,CP33/9,3123
2021-01-14T00:00:00Z,MORENO 203,38490
2021-01-14T00:00:00Z,CN33/9,466
2021-01-14T00:00:00Z,FABRICA,694
2021-01-14T00:00:00Z,103,10692
2021-01-14T00:00:00Z,143,8139
2021-01-14T00:00:00Z,125,2111
2021-01-14T00:00:00Z,41,21308
2021-01-14T00:00:00Z,110,10886
2021-01-14T00:00:00Z,C NEGRA,1757
2021-01-14T00:00:00Z,128,5509
2021-01-14T00:00:00Z,35/9,5349
2021-01-14T00:00:00Z,145,6990
2021-01-14T00:00:00Z,146,6339
2021-01-14T00:00:00Z,142,11524
2021-01-14T00:00:00Z,144,1337
2021-01-14T00:00:00Z,102,1491
2021-01-14T00:00:00Z,101,2447
2021-01-14T00:00:00Z,130,2524
2021-01-14T00:00:00Z,129,1936
2021-01-14T00:00:00Z,EXPRESO,11153
