FechaRecaudacion,des_lin,Cantidad_Pasajeros
2019-01-21T00:00:00Z,C NEGRA,3538
2019-01-21T00:00:00Z,128,10014
2019-01-21T00:00:00Z,145,10836
2019-01-21T00:00:00Z,146,11966
2019-01-21T00:00:00Z,142,19604
2019-01-21T00:00:00Z,144,4135
2019-01-21T00:00:00Z,102,9123
2019-01-21T00:00:00Z,101,5959
2019-01-21T00:00:00Z,130,6076
2019-01-21T00:00:00Z,129,4479
2019-01-21T00:00:00Z,C ROJA,66
2019-01-21T00:00:00Z,RINCÓN,14353
2019-01-21T00:00:00Z,35/9 V,17010
2019-01-21T00:00:00Z,VILLA CONS,594
2019-01-22T00:00:00Z,107,18227
2019-01-22T00:00:00Z,315,17676
2019-01-22T00:00:00Z,440,73807
2019-01-22T00:00:00Z,740,28117
2019-01-22T00:00:00Z,PILAR 203,52461
2019-01-22T00:00:00Z,CN33/9,2114
2019-01-22T00:00:00Z,EXPRESO,16070
2019-01-22T00:00:00Z,CP25 A,4302
2019-01-22T00:00:00Z,C AZUL,2910
2019-01-22T00:00:00Z,35/9,13306
2019-01-22T00:00:00Z,LINEA A,11224
2019-01-22T00:00:00Z,MORENO 203,66451
2019-01-22T00:00:00Z,CP33/9,6824
2019-01-22T00:00:00Z,FABRICA,44
2019-01-22T00:00:00Z,103,17011
2019-01-22T00:00:00Z,143,13706
2019-01-22T00:00:00Z,125,3985
2019-01-22T00:00:00Z,41,39161
2019-01-22T00:00:00Z,110,17602
2019-01-22T00:00:00Z,C NEGRA,3471
2019-01-22T00:00:00Z,128,10170
2019-01-22T00:00:00Z,145,10835
2019-01-22T00:00:00Z,146,11142
2019-01-22T00:00:00Z,142,19284
2019-01-22T00:00:00Z,144,4618
2019-01-22T00:00:00Z,102,8947
2019-01-22T00:00:00Z,101,5911
2019-01-22T00:00:00Z,130,6115
2019-01-22T00:00:00Z,129,4377
2019-01-22T00:00:00Z,C ROJA,58
2019-01-22T00:00:00Z,RINCÓN,14529
2019-01-22T00:00:00Z,35/9 V,17568
2019-01-22T00:00:00Z,VILLA CONS,608
2019-01-23T00:00:00Z,107,17685
2019-01-23T00:00:00Z,315,16713
2019-01-23T00:00:00Z,440,72599
2019-01-23T00:00:00Z,740,29278
2019-01-23T00:00:00Z,PILAR 203,52780
2019-01-23T00:00:00Z,CN33/9,1852
2019-01-23T00:00:00Z,EXPRESO,14928
2019-01-23T00:00:00Z,CP25 A,3717
2019-01-23T00:00:00Z,C AZUL,2052
2019-01-23T00:00:00Z,35/9,12881
2019-01-23T00:00:00Z,LINEA A,9845
2019-01-23T00:00:00Z,MORENO 203,65505
2019-01-23T00:00:00Z,CP33/9,5793
2019-01-23T00:00:00Z,FABRICA,56
2019-01-23T00:00:00Z,103,17474
2019-01-23T00:00:00Z,143,13092
2019-01-23T00:00:00Z,125,3724
2019-01-23T00:00:00Z,41,38713
2019-01-23T00:00:00Z,110,16749
2019-01-23T00:00:00Z,C NEGRA,2471
2019-01-23T00:00:00Z,128,9789
2019-01-23T00:00:00Z,145,10605
2019-01-23T00:00:00Z,146,10921
2019-01-23T00:00:00Z,142,17800
2019-01-23T00:00:00Z,144,4594
2019-01-23T00:00:00Z,102,8782
2019-01-23T00:00:00Z,101,5909
2019-01-23T00:00:00Z,130,6069
2019-01-23T00:00:00Z,129,4236
2019-01-23T00:00:00Z,C ROJA,41
2019-01-23T00:00:00Z,RINCÓN,9572
2019-01-23T00:00:00Z,35/9 V,16592
2019-01-23T00:00:00Z,VILLA CONS,512
2019-01-24T00:00:00Z,107,18154
2019-01-24T00:00:00Z,315,16923
2019-01-24T00:00:00Z,440,74051
2019-01-24T00:00:00Z,740,27753
2019-01-24T00:00:00Z,PILAR 203,53236
2019-01-24T00:00:00Z,CN33/9,2053
2019-01-24T00:00:00Z,EXPRESO,16043
2019-01-24T00:00:00Z,CP25 A,4167
2019-01-24T00:00:00Z,C AZUL,2973
2019-01-24T00:00:00Z,35/9,13479
2019-01-24T00:00:00Z,LINEA A,11197
2019-01-24T00:00:00Z,MORENO 203,67199
2019-01-24T00:00:00Z,CP33/9,6823
2019-01-24T00:00:00Z,FABRICA,51
2019-01-24T00:00:00Z,103,17552
2019-01-24T00:00:00Z,143,13760
2019-01-24T00:00:00Z,125,4063
2019-01-24T00:00:00Z,41,38658
2019-01-24T00:00:00Z,110,17469
2019-01-24T00:00:00Z,C NEGRA,3734
2019-01-24T00:00:00Z,128,10143
2019-01-24T00:00:00Z,145,10933
2019-01-24T00:00:00Z,146,11294
2019-01-24T00:00:00Z,142,19014
2019-01-24T00:00:00Z,144,4874
2019-01-24T00:00:00Z,102,8925
2019-01-24T00:00:00Z,101,6075
2019-01-24T00:00:00Z,130,6222
2019-01-24T00:00:00Z,129,4334
2019-01-24T00:00:00Z,C ROJA,59
2019-01-24T00:00:00Z,RINCÓN,14316
2019-01-24T00:00:00Z,35/9 V,17906
2019-01-24T00:00:00Z,VILLA CONS,630
2019-01-25T00:00:00Z,107,17140
2019-01-25T00:00:00Z,315,14405
2019-01-25T00:00:00Z,440,65401
2019-01-25T00:00:00Z,740,25420
2019-01-25T00:00:00Z,PILAR 203,50409
2019-01-25T00:00:00Z,CN33/9,2447
2019-01-25T00:00:00Z,EXPRESO,15852
2019-01-25T00:00:00Z,CP25 A,3754
2019-01-25T00:00:00Z,C AZUL,2681
2019-01-25T00:00:00Z,35/9,11577
2019-01-25T00:00:00Z,LINEA A,10442
2019-01-25T00:00:00Z,MORENO 203,61479
2019-01-25T00:00:00Z,CP33/9,6439
2019-01-25T00:00:00Z,FABRICA,43
2019-01-25T00:00:00Z,103,16788
2019-01-25T00:00:00Z,143,12522
2019-01-25T00:00:00Z,125,3697
2019-01-25T00:00:00Z,41,34989
2019-01-25T00:00:00Z,110,16177
2019-01-25T00:00:00Z,C NEGRA,3385
2019-01-25T00:00:00Z,128,9299
2019-01-25T00:00:00Z,145,10008
2019-01-25T00:00:00Z,146,10914
2019-01-25T00:00:00Z,142,18221
2019-01-25T00:00:00Z,144,4202
2019-01-25T00:00:00Z,102,8358
2019-01-25T00:00:00Z,101,5956
2019-01-25T00:00:00Z,130,5705
2019-01-25T00:00:00Z,129,4197
2019-01-25T00:00:00Z,C ROJA,64
2019-01-25T00:00:00Z,RINCÓN,14049
2019-01-25T00:00:00Z,35/9 V,16444
2019-01-25T00:00:00Z,VILLA CONS,508
2019-01-26T00:00:00Z,107,11919
2019-01-26T00:00:00Z,315,14278
2019-01-26T00:00:00Z,440,57003
2019-01-26T00:00:00Z,740,20574
2019-01-26T00:00:00Z,PILAR 203,39687
2019-01-26T00:00:00Z,CN33/9,2184
2019-01-26T00:00:00Z,EXPRESO,11717
2019-01-26T00:00:00Z,CP25 A,2317
2019-01-26T00:00:00Z,C AZUL,1632
2019-01-26T00:00:00Z,35/9,7054
2019-01-26T00:00:00Z,LINEA A,9312
2019-01-26T00:00:00Z,MORENO 203,55706
2019-01-26T00:00:00Z,CP33/9,4553
2019-01-26T00:00:00Z,103,10048
2019-01-26T00:00:00Z,143,8070
2019-01-26T00:00:00Z,125,2237
2019-01-26T00:00:00Z,41,22346
2019-01-26T00:00:00Z,110,10604
2019-01-26T00:00:00Z,C NEGRA,1795
2019-01-26T00:00:00Z,128,6194
2019-01-26T00:00:00Z,145,6249
2019-01-26T00:00:00Z,146,7232
2019-01-26T00:00:00Z,142,11458
2019-01-26T00:00:00Z,144,2070
2019-01-26T00:00:00Z,102,3923
2019-01-26T00:00:00Z,101,2843
2019-01-26T00:00:00Z,130,3306
2019-01-26T00:00:00Z,129,2377
2019-01-26T00:00:00Z,RINCÓN,8348
2019-01-26T00:00:00Z,35/9 V,9079
2019-01-26T00:00:00Z,VILLA CONS,172
2019-01-27T00:00:00Z,107,7698
2019-01-27T00:00:00Z,315,10720
2019-01-27T00:00:00Z,440,33181
2019-01-27T00:00:00Z,740,10572
2019-01-27T00:00:00Z,PILAR 203,29053
2019-01-27T00:00:00Z,CN33/9,2111
2019-01-27T00:00:00Z,EXPRESO,8849
2019-01-27T00:00:00Z,CP25 A,1566
2019-01-27T00:00:00Z,C AZUL,1281
2019-01-27T00:00:00Z,35/9,4355
2019-01-27T00:00:00Z,LINEA A,8116
2019-01-27T00:00:00Z,MORENO 203,41362
2019-01-27T00:00:00Z,CP33/9,3455
2019-01-27T00:00:00Z,103,6570
2019-01-27T00:00:00Z,143,5082
2019-01-27T00:00:00Z,125,882
2019-01-27T00:00:00Z,41,14383
2019-01-27T00:00:00Z,110,6812
2019-01-27T00:00:00Z,C NEGRA,1585
2019-01-27T00:00:00Z,128,3275
2019-01-27T00:00:00Z,145,3122
2019-01-27T00:00:00Z,146,4569
2019-01-27T00:00:00Z,142,6824
2019-01-27T00:00:00Z,144,1357
2019-01-27T00:00:00Z,102,2508
2019-01-27T00:00:00Z,101,1476
2019-01-27T00:00:00Z,130,1580
2019-01-27T00:00:00Z,129,1510
2019-01-27T00:00:00Z,RINCÓN,7783
2019-01-27T00:00:00Z,35/9 V,5071
2019-01-27T00:00:00Z,VILLA CONS,46
2019-01-28T00:00:00Z,107,16847
2019-01-28T00:00:00Z,315,15863
2019-01-28T00:00:00Z,440,65274
2019-01-28T00:00:00Z,740,27442
2019-01-28T00:00:00Z,PILAR 203,51304
2019-01-28T00:00:00Z,CN33/9,2323
2019-01-28T00:00:00Z,EXPRESO,15579
2019-01-28T00:00:00Z,CP25 A,4170
2019-01-28T00:00:00Z,C AZUL,2699
2019-01-28T00:00:00Z,35/9,11899
2019-01-28T00:00:00Z,LINEA A,10517
2019-01-28T00:00:00Z,MORENO 203,63782
2019-01-28T00:00:00Z,CP33/9,6515
2019-01-28T00:00:00Z,FABRICA,35
2019-01-28T00:00:00Z,103,15923
2019-01-28T00:00:00Z,143,13152
2019-01-28T00:00:00Z,125,3512
2019-01-28T00:00:00Z,41,36868
2019-01-28T00:00:00Z,110,16030
2019-01-28T00:00:00Z,C NEGRA,3311
2019-01-28T00:00:00Z,128,9384
2019-01-28T00:00:00Z,145,10322
2019-01-28T00:00:00Z,146,10307
2019-01-28T00:00:00Z,142,18083
2019-01-28T00:00:00Z,144,4499
2019-01-28T00:00:00Z,102,8299
2019-01-28T00:00:00Z,101,5779
2019-01-28T00:00:00Z,130,5789
2019-01-28T00:00:00Z,129,4152
2019-01-28T00:00:00Z,C ROJA,70
2019-01-28T00:00:00Z,RINCÓN,13303
2019-01-28T00:00:00Z,35/9 V,15865
2019-01-28T00:00:00Z,VILLA CONS,493
2019-01-29T00:00:00Z,107,16686
2019-01-29T00:00:00Z,315,15564
2019-01-29T00:00:00Z,440,63850
2019-01-29T00:00:00Z,740,26301
2019-01-29T00:00:00Z,PILAR 203,50823
2019-01-29T00:00:00Z,CN33/9,1921
2019-01-29T00:00:00Z,EXPRESO,14743
2019-01-29T00:00:00Z,CP25 A,3829
2019-01-29T00:00:00Z,C AZUL,2667
2019-01-29T00:00:00Z,35/9,11712
2019-01-29T00:00:00Z,LINEA A,10312
2019-01-29T00:00:00Z,MORENO 203,62885
2019-01-29T00:00:00Z,CP33/9,6302
2019-01-29T00:00:00Z,FABRICA,56
2019-01-29T00:00:00Z,103,16046
2019-01-29T00:00:00Z,143,12553
2019-01-29T00:00:00Z,125,3653
2019-01-29T00:00:00Z,41,36410
2019-01-29T00:00:00Z,110,16034
2019-01-29T00:00:00Z,C NEGRA,3182
2019-01-29T00:00:00Z,128,9506
2019-01-29T00:00:00Z,145,10057
2019-01-29T00:00:00Z,146,9913
2019-01-29T00:00:00Z,142,17749
2019-01-29T00:00:00Z,144,4724
2019-01-29T00:00:00Z,102,8106
2019-01-29T00:00:00Z,101,5373
2019-01-29T00:00:00Z,130,5711
2019-01-29T00:00:00Z,129,4194
2019-01-29T00:00:00Z,C ROJA,69
2019-01-29T00:00:00Z,RINCÓN,13422
2019-01-29T00:00:00Z,35/9 V,16176
2019-01-29T00:00:00Z,VILLA CONS,532
2019-01-30T00:00:00Z,107,16743
2019-01-30T00:00:00Z,315,16209
2019-01-30T00:00:00Z,440,70824
2019-01-30T00:00:00Z,740,27199
2019-01-30T00:00:00Z,PILAR 203,50620
2019-01-30T00:00:00Z,CN33/9,1731
2019-01-30T00:00:00Z,EXPRESO,14132
2019-01-30T00:00:00Z,CP25 A,3489
2019-01-30T00:00:00Z,C AZUL,2735
2019-01-30T00:00:00Z,35/9,11420
2019-01-30T00:00:00Z,LINEA A,8526
2019-01-30T00:00:00Z,MORENO 203,64302
2019-01-30T00:00:00Z,CP33/9,5291
2019-01-30T00:00:00Z,FABRICA,45
2019-01-30T00:00:00Z,103,16419
2019-01-30T00:00:00Z,143,12570
2019-01-30T00:00:00Z,125,3633
2019-01-30T00:00:00Z,41,38643
2019-01-30T00:00:00Z,110,15652
2019-01-30T00:00:00Z,C NEGRA,3274
2019-01-30T00:00:00Z,128,9216
2019-01-30T00:00:00Z,145,9897
2019-01-30T00:00:00Z,146,10763
2019-01-30T00:00:00Z,142,16901
2019-01-30T00:00:00Z,144,4690
2019-01-30T00:00:00Z,102,8488
2019-01-30T00:00:00Z,101,5596
2019-01-30T00:00:00Z,130,5666
2019-01-30T00:00:00Z,129,4056
2019-01-30T00:00:00Z,C ROJA,65
2019-01-30T00:00:00Z,RINCÓN,12814
2019-01-30T00:00:00Z,35/9 V,15055
2019-01-30T00:00:00Z,VILLA CONS,471
2019-01-31T00:00:00Z,107,18007
2019-01-31T00:00:00Z,315,17465
2019-01-31T00:00:00Z,440,71200
2019-01-31T00:00:00Z,740,27776
2019-01-31T00:00:00Z,PILAR 203,55136
2019-01-31T00:00:00Z,CN33/9,1915
2019-01-31T00:00:00Z,EXPRESO,16398
2019-01-31T00:00:00Z,CP25 A,4321
2019-01-31T00:00:00Z,C AZUL,2923
2019-01-31T00:00:00Z,35/9,13365
2019-01-31T00:00:00Z,LINEA A,10914
2019-01-31T00:00:00Z,MORENO 203,67351
2019-01-31T00:00:00Z,CP33/9,6712
2019-01-31T00:00:00Z,FABRICA,42
2019-01-31T00:00:00Z,103,18001
2019-01-31T00:00:00Z,143,14268
2019-01-31T00:00:00Z,125,4186
2019-01-31T00:00:00Z,41,39356
2019-01-31T00:00:00Z,110,17801
2019-01-31T00:00:00Z,C NEGRA,3552
2019-01-31T00:00:00Z,128,10477
2019-01-31T00:00:00Z,145,11112
2019-01-31T00:00:00Z,146,11009
2019-01-31T00:00:00Z,142,19557
2019-01-31T00:00:00Z,144,5102
2019-01-31T00:00:00Z,102,9332
2019-01-31T00:00:00Z,101,5807
2019-01-31T00:00:00Z,130,6265
2019-01-31T00:00:00Z,129,4292
2019-01-31T00:00:00Z,C ROJA,64
2019-01-31T00:00:00Z,RINCÓN,13233
2019-01-31T00:00:00Z,35/9 V,17612
2019-01-31T00:00:00Z,VILLA CONS,601
2019-02-01T00:00:00Z,107,18629
2019-02-01T00:00:00Z,315,17754
2019-02-01T00:00:00Z,440,78667
2019-02-01T00:00:00Z,740,32279
2019-02-01T00:00:00Z,PILAR 203,55840
2019-02-01T00:00:00Z,CN33/9,2690
2019-02-01T00:00:00Z,EXPRESO,17776
2019-02-01T00:00:00Z,CP25 A,4346
2019-02-01T00:00:00Z,C AZUL,3067
2019-02-01T00:00:00Z,35/9,13569
2019-02-01T00:00:00Z,LINEA A,12028
2019-02-01T00:00:00Z,MORENO 203,75832
2019-02-01T00:00:00Z,CP33/9,7397
2019-02-01T00:00:00Z,FABRICA,53
2019-02-01T00:00:00Z,103,19103
2019-02-01T00:00:00Z,143,14499
2019-02-01T00:00:00Z,125,4480
2019-02-01T00:00:00Z,41,39612
2019-02-01T00:00:00Z,110,18150
2019-02-01T00:00:00Z,C NEGRA,3864
2019-02-01T00:00:00Z,128,10889
2019-02-01T00:00:00Z,145,11821
2019-02-01T00:00:00Z,146,11942
2019-02-01T00:00:00Z,142,20399
2019-02-01T00:00:00Z,144,5266
2019-02-01T00:00:00Z,102,9529
2019-02-01T00:00:00Z,101,6328
2019-02-01T00:00:00Z,130,6617
2019-02-01T00:00:00Z,129,4425
2019-02-01T00:00:00Z,C ROJA,68
2019-02-01T00:00:00Z,RINCÓN,14982
2019-02-01T00:00:00Z,35/9 V,18675
2019-02-01T00:00:00Z,VILLA CONS,531
2019-02-02T00:00:00Z,107,12312
2019-02-02T00:00:00Z,315,15074
2019-02-02T00:00:00Z,440,58406
2019-02-02T00:00:00Z,740,21325
2019-02-02T00:00:00Z,PILAR 203,41904
2019-02-02T00:00:00Z,CN33/9,2508
2019-02-02T00:00:00Z,EXPRESO,13322
2019-02-02T00:00:00Z,CP25 A,2811
2019-02-02T00:00:00Z,C AZUL,1861
2019-02-02T00:00:00Z,35/9,7545
2019-02-02T00:00:00Z,LINEA A,10335
2019-02-02T00:00:00Z,MORENO 203,57855
2019-02-02T00:00:00Z,CP33/9,5776
2019-02-02T00:00:00Z,103,11277
2019-02-02T00:00:00Z,143,8536
2019-02-02T00:00:00Z,125,2374
2019-02-02T00:00:00Z,41,23863
2019-02-02T00:00:00Z,110,11119
2019-02-02T00:00:00Z,C NEGRA,2387
2019-02-02T00:00:00Z,128,6670
2019-02-02T00:00:00Z,145,6921
2019-02-02T00:00:00Z,146,7567
2019-02-02T00:00:00Z,142,12353
2019-02-02T00:00:00Z,144,2153
2019-02-02T00:00:00Z,102,4594
2019-02-02T00:00:00Z,101,3237
2019-02-02T00:00:00Z,130,3507
2019-02-02T00:00:00Z,129,2532
2019-02-02T00:00:00Z,RINCÓN,11254
2019-02-02T00:00:00Z,35/9 V,9574
2019-02-02T00:00:00Z,VILLA CONS,198
2019-02-03T00:00:00Z,107,7735
2019-02-03T00:00:00Z,315,11405
2019-02-03T00:00:00Z,440,35676
2019-02-03T00:00:00Z,740,12158
2019-02-03T00:00:00Z,PILAR 203,30568
2019-02-03T00:00:00Z,CN33/9,2271
2019-02-03T00:00:00Z,EXPRESO,11905
2019-02-03T00:00:00Z,CP25 A,1919
2019-02-03T00:00:00Z,C AZUL,1293
2019-02-03T00:00:00Z,35/9,4533
2019-02-03T00:00:00Z,LINEA A,8105
2019-02-03T00:00:00Z,MORENO 203,44115
2019-02-03T00:00:00Z,CP33/9,3744
2019-02-03T00:00:00Z,103,6816
2019-02-03T00:00:00Z,143,5057
2019-02-03T00:00:00Z,125,1082
2019-02-03T00:00:00Z,41,14946
2019-02-03T00:00:00Z,110,6744
2019-02-03T00:00:00Z,C NEGRA,1562
2019-02-03T00:00:00Z,128,3419
2019-02-03T00:00:00Z,145,3368
2019-02-03T00:00:00Z,146,4724
2019-02-03T00:00:00Z,142,7446
2019-02-03T00:00:00Z,144,1164
2019-02-03T00:00:00Z,102,2541
2019-02-03T00:00:00Z,101,1800
2019-02-03T00:00:00Z,130,1490
2019-02-03T00:00:00Z,129,1520
2019-02-03T00:00:00Z,RINCÓN,8158
2019-02-03T00:00:00Z,35/9 V,5886
2019-02-03T00:00:00Z,VILLA CONS,45
2019-02-04T00:00:00Z,107,19206
2019-02-04T00:00:00Z,315,17574
2019-02-04T00:00:00Z,440,76773
2019-02-04T00:00:00Z,740,28993
2019-02-04T00:00:00Z,PILAR 203,56165
2019-02-04T00:00:00Z,CN33/9,2857
2019-02-04T00:00:00Z,EXPRESO,17882
2019-02-04T00:00:00Z,CP25 A,4598
2019-02-04T00:00:00Z,C AZUL,3108
2019-02-04T00:00:00Z,35/9,13668
2019-02-04T00:00:00Z,LINEA A,12080
2019-02-04T00:00:00Z,MORENO 203,69593
2019-02-04T00:00:00Z,CP33/9,7497
2019-02-04T00:00:00Z,FABRICA,52
2019-02-04T00:00:00Z,103,18548
2019-02-04T00:00:00Z,143,14274
2019-02-04T00:00:00Z,125,4643
2019-02-04T00:00:00Z,41,38822
2019-02-04T00:00:00Z,110,18559
2019-02-04T00:00:00Z,C NEGRA,4016
2019-02-04T00:00:00Z,128,10957
2019-02-04T00:00:00Z,145,11497
2019-02-04T00:00:00Z,146,12483
2019-02-04T00:00:00Z,142,20499
2019-02-04T00:00:00Z,144,5547
2019-02-04T00:00:00Z,102,10234
2019-02-04T00:00:00Z,101,6933
2019-02-04T00:00:00Z,130,6747
2019-02-04T00:00:00Z,129,4562
2019-02-04T00:00:00Z,C ROJA,90
2019-02-04T00:00:00Z,RINCÓN,15754
2019-02-04T00:00:00Z,35/9 V,18330
2019-02-04T00:00:00Z,VILLA CONS,595
2019-02-05T00:00:00Z,107,20733
2019-02-05T00:00:00Z,315,18390
2019-02-05T00:00:00Z,440,80169
2019-02-05T00:00:00Z,740,31441
2019-02-05T00:00:00Z,PILAR 203,57078
2019-02-05T00:00:00Z,CN33/9,2471
2019-02-05T00:00:00Z,EXPRESO,17550
2019-02-05T00:00:00Z,CP25 A,4576
2019-02-05T00:00:00Z,C AZUL,3270
2019-02-05T00:00:00Z,35/9,14243
2019-02-05T00:00:00Z,LINEA A,12051
2019-02-05T00:00:00Z,MORENO 203,71583
2019-02-05T00:00:00Z,CP33/9,7782
2019-02-05T00:00:00Z,FABRICA,55
2019-02-05T00:00:00Z,103,19339
2019-02-05T00:00:00Z,143,14988
2019-02-05T00:00:00Z,125,4905
2019-02-05T00:00:00Z,41,40057
2019-02-05T00:00:00Z,110,19528
2019-02-05T00:00:00Z,C NEGRA,4190
2019-02-05T00:00:00Z,128,11324
2019-02-05T00:00:00Z,145,12151
2019-02-05T00:00:00Z,146,13141
2019-02-05T00:00:00Z,142,21456
2019-02-05T00:00:00Z,144,5710
2019-02-05T00:00:00Z,102,10712
2019-02-05T00:00:00Z,101,6981
2019-02-05T00:00:00Z,130,7008
2019-02-05T00:00:00Z,129,4819
2019-02-05T00:00:00Z,C ROJA,70
2019-02-05T00:00:00Z,RINCÓN,15901
2019-02-05T00:00:00Z,35/9 V,18645
2019-02-05T00:00:00Z,VILLA CONS,629
2019-02-06T00:00:00Z,107,21243
2019-02-06T00:00:00Z,315,18984
2019-02-06T00:00:00Z,440,78470
2019-02-06T00:00:00Z,740,31407
2019-02-06T00:00:00Z,PILAR 203,58084
2019-02-06T00:00:00Z,CN33/9,2501
2019-02-06T00:00:00Z,EXPRESO,18192
2019-02-06T00:00:00Z,CP25 A,4883
2019-02-06T00:00:00Z,C AZUL,3430
2019-02-06T00:00:00Z,35/9,14523
2019-02-06T00:00:00Z,LINEA A,12701
2019-02-06T00:00:00Z,MORENO 203,71836
2019-02-06T00:00:00Z,CP33/9,7891
2019-02-06T00:00:00Z,FABRICA,53
2019-02-06T00:00:00Z,103,20257
2019-02-06T00:00:00Z,143,15520
2019-02-06T00:00:00Z,125,5024
2019-02-06T00:00:00Z,41,41044
2019-02-06T00:00:00Z,110,19405
2019-02-06T00:00:00Z,C NEGRA,4131
2019-02-06T00:00:00Z,128,11524
2019-02-06T00:00:00Z,145,12092
2019-02-06T00:00:00Z,146,13373
2019-02-06T00:00:00Z,142,21820
2019-02-06T00:00:00Z,144,5838
2019-02-06T00:00:00Z,102,10560
2019-02-06T00:00:00Z,101,7481
2019-02-06T00:00:00Z,130,6888
2019-02-06T00:00:00Z,129,5147
2019-02-06T00:00:00Z,C ROJA,60
2019-02-06T00:00:00Z,RINCÓN,16410
2019-02-06T00:00:00Z,35/9 V,19529
2019-02-06T00:00:00Z,VILLA CONS,608
2019-02-07T00:00:00Z,107,21378
2019-02-07T00:00:00Z,315,18440
2019-02-07T00:00:00Z,440,80808
2019-02-07T00:00:00Z,740,29298
2019-02-07T00:00:00Z,PILAR 203,57894
2019-02-07T00:00:00Z,CN33/9,2481
2019-02-07T00:00:00Z,EXPRESO,18095
2019-02-07T00:00:00Z,CP25 A,5005
2019-02-07T00:00:00Z,C AZUL,3260
2019-02-07T00:00:00Z,35/9,14567
2019-02-07T00:00:00Z,LINEA A,12435
2019-02-07T00:00:00Z,MORENO 203,71515
2019-02-07T00:00:00Z,CP33/9,8100
2019-02-07T00:00:00Z,FABRICA,44
2019-02-07T00:00:00Z,103,19537
2019-02-07T00:00:00Z,143,15575
2019-02-07T00:00:00Z,125,5079
2019-02-07T00:00:00Z,41,41234
2019-02-07T00:00:00Z,110,19648
2019-02-07T00:00:00Z,C NEGRA,4237
2019-02-07T00:00:00Z,128,11228
2019-02-07T00:00:00Z,145,12226
2019-02-07T00:00:00Z,146,13139
2019-02-07T00:00:00Z,142,21914
2019-02-07T00:00:00Z,144,5980
2019-02-07T00:00:00Z,102,10483
2019-02-07T00:00:00Z,101,7088
2019-02-07T00:00:00Z,130,7171
2019-02-07T00:00:00Z,129,4747
2019-02-07T00:00:00Z,C ROJA,86
2019-02-07T00:00:00Z,RINCÓN,16107
2019-02-07T00:00:00Z,35/9 V,20178
2019-02-07T00:00:00Z,VILLA CONS,587
2019-02-08T00:00:00Z,107,21546
2019-02-08T00:00:00Z,315,19416
2019-02-08T00:00:00Z,440,78908
2019-02-08T00:00:00Z,740,30989
2019-02-08T00:00:00Z,PILAR 203,58483
2019-02-08T00:00:00Z,CN33/9,3033
2019-02-08T00:00:00Z,EXPRESO,18351
2019-02-08T00:00:00Z,CP25 A,4672
2019-02-08T00:00:00Z,C AZUL,3456
2019-02-08T00:00:00Z,35/9,14116
2019-02-08T00:00:00Z,LINEA A,13549
2019-02-08T00:00:00Z,MORENO 203,71261
2019-02-08T00:00:00Z,CP33/9,8288
2019-02-08T00:00:00Z,FABRICA,53
2019-02-08T00:00:00Z,103,19585
2019-02-08T00:00:00Z,143,15819
2019-02-08T00:00:00Z,125,4993
2019-02-08T00:00:00Z,41,40257
2019-02-08T00:00:00Z,110,20034
2019-02-08T00:00:00Z,C NEGRA,4138
2019-02-08T00:00:00Z,128,11422
2019-02-08T00:00:00Z,145,12697
2019-02-08T00:00:00Z,146,12943
2019-02-08T00:00:00Z,142,22376
2019-02-08T00:00:00Z,144,5906
2019-02-08T00:00:00Z,102,10399
2019-02-08T00:00:00Z,101,7304
2019-02-08T00:00:00Z,130,6699
2019-02-08T00:00:00Z,129,5236
2019-02-08T00:00:00Z,C ROJA,65
2019-02-08T00:00:00Z,RINCÓN,17432
2019-02-08T00:00:00Z,35/9 V,19245
2019-02-08T00:00:00Z,VILLA CONS,629
2019-02-09T00:00:00Z,107,12777
2019-02-09T00:00:00Z,315,15672
2019-02-09T00:00:00Z,440,61276
2019-02-09T00:00:00Z,740,21528
2019-02-09T00:00:00Z,PILAR 203,41655
2019-02-09T00:00:00Z,CN33/9,2474
2019-02-09T00:00:00Z,EXPRESO,13200
2019-02-09T00:00:00Z,CP25 A,2542
2019-02-09T00:00:00Z,C AZUL,1982
2019-02-09T00:00:00Z,35/9,7217
2019-02-09T00:00:00Z,LINEA A,10238
2019-02-09T00:00:00Z,MORENO 203,65888
2019-02-09T00:00:00Z,CP33/9,5559
2019-02-09T00:00:00Z,103,11184
2019-02-09T00:00:00Z,143,8452
2019-02-09T00:00:00Z,125,2404
2019-02-09T00:00:00Z,41,23043
2019-02-09T00:00:00Z,110,11544
2019-02-09T00:00:00Z,C NEGRA,2443
2019-02-09T00:00:00Z,128,6294
2019-02-09T00:00:00Z,145,6737
2019-02-09T00:00:00Z,146,7524
2019-02-09T00:00:00Z,142,12496
2019-02-09T00:00:00Z,144,2225
2019-02-09T00:00:00Z,102,4319
2019-02-09T00:00:00Z,101,2904
2019-02-09T00:00:00Z,130,3363
2019-02-09T00:00:00Z,129,2662
2019-02-09T00:00:00Z,RINCÓN,11929
2019-02-09T00:00:00Z,35/9 V,9326
2019-02-09T00:00:00Z,VILLA CONS,193
2019-02-10T00:00:00Z,107,7496
2019-02-10T00:00:00Z,315,11528
2019-02-10T00:00:00Z,440,32680
2019-02-10T00:00:00Z,740,9880
2019-02-10T00:00:00Z,PILAR 203,28781
2019-02-10T00:00:00Z,CN33/9,2298
2019-02-10T00:00:00Z,EXPRESO,8870
2019-02-10T00:00:00Z,CP25 A,1775
